longitude,latitude,t2m,rh,valid_time,t2m_cel,t2m_fah,hi_fah,hi_cel
68.0,28.0,284.58,65.5,2009-01-01 00:00:00,11.43,52.57,50.6,10.33
68.0,28.0,294.06,32.5,2009-01-01 06:00:00,20.91,69.64,67.8,19.89
68.0,28.0,292.2,38.6,2009-01-01 12:00:00,19.05,66.29,64.4,18.0
68.0,28.0,288.1,45.9,2009-01-01 18:00:00,14.95,58.91,56.7,13.72
68.0,28.0,285.93,49.9,2009-01-02 00:00:00,12.78,55.0,52.5,11.39
68.0,28.0,294.18,29.6,2009-01-02 06:00:00,21.03,69.85,67.9,19.94
68.0,28.0,293.96,34.3,2009-01-02 12:00:00,20.81,69.46,67.7,19.83
68.0,28.0,287.91,43.3,2009-01-02 18:00:00,14.76,58.57,56.2,13.44
68.0,28.0,286.32,44.9,2009-01-03 00:00:00,13.17,55.71,53.1,11.72
68.0,28.0,292.72,30.2,2009-01-03 06:00:00,19.57,67.23,65.1,18.39
68.0,28.0,293.46,32.1,2009-01-03 12:00:00,20.31,68.56,66.6,19.22
68.0,28.0,288.85,39.2,2009-01-03 18:00:00,15.7,60.26,57.8,14.33
68.0,28.0,289.46,37.9,2009-01-04 00:00:00,16.31,61.36,59.0,15.0
68.0,28.0,293.9,31.1,2009-01-04 06:00:00,20.75,69.35,67.4,19.67
68.0,28.0,294.25,34.3,2009-01-04 12:00:00,21.1,69.98,68.3,20.17
68.0,28.0,287.98,52.5,2009-01-04 18:00:00,14.83,58.69,56.7,13.72
68.0,28.0,286.14,48.7,2009-01-05 00:00:00,12.99,55.38,52.9,11.61
68.0,28.0,291.38,39.7,2009-01-05 06:00:00,18.23,64.81,62.9,17.17
68.0,28.0,292.17,37.3,2009-01-05 12:00:00,19.02,66.24,64.3,17.94
68.0,28.0,285.8,47.5,2009-01-05 18:00:00,12.65,54.77,52.2,11.22
68.0,28.0,282.39,57.5,2009-01-06 00:00:00,9.24,48.63,45.9,7.72
68.0,28.0,291.44,35.4,2009-01-06 06:00:00,18.29,64.92,62.8,17.11
68.0,28.0,290.91,35.1,2009-01-06 12:00:00,17.76,63.97,61.7,16.5
68.0,28.0,284.47,47.1,2009-01-06 18:00:00,11.32,52.38,49.5,9.72
68.0,28.0,281.76,50.6,2009-01-07 00:00:00,8.61,47.5,44.3,6.83
68.0,28.0,291.4,27.3,2009-01-07 06:00:00,18.25,64.85,62.3,16.83
