latitude,longitude,valid_time,t2m,rh,t2m_cel,t2m_fah,hi_fah,hi_cel
28.0,68.0,2022-02-05 00:00:00,286.401,21.9,13.25,55.85,52.2,11.22
28.0,68.0,2022-02-05 06:00:00,294.76846,14.0,21.62,70.91,68.4,20.22
28.0,68.0,2022-02-05 12:00:00,299.11136,12.6,25.96,78.73,76.9,24.94
28.0,68.0,2022-02-05 18:00:00,289.3322,28.7,16.18,61.13,58.3,14.61
28.0,68.0,2022-02-06 00:00:00,285.89368,32.6,12.74,54.94,51.7,10.94
28.0,68.0,2022-02-06 06:00:00,294.3141,23.1,21.16,70.1,67.9,19.94
28.0,68.0,2022-02-06 12:00:00,298.8182,16.2,25.67,78.2,76.5,24.72
28.0,68.0,2022-02-06 18:00:00,290.71622,30.9,17.57,63.62,61.1,16.17
28.0,68.0,2022-02-07 00:00:00,287.26218,39.8,14.11,57.4,54.7,12.61
28.0,68.0,2022-02-07 06:00:00,295.21732,26.3,22.07,71.72,69.8,21.0
28.0,68.0,2022-02-07 12:00:00,298.57257,20.5,25.42,77.76,76.2,24.56
28.0,68.0,2022-02-07 18:00:00,290.688,32.8,17.54,63.57,61.2,16.22
28.0,68.0,2022-02-08 00:00:00,289.73456,34.5,16.58,61.85,59.4,15.22
28.0,68.0,2022-02-08 06:00:00,294.2284,31.8,21.08,69.94,68.1,20.06
28.0,68.0,2022-02-08 12:00:00,297.75946,27.0,24.61,76.3,74.9,23.83
28.0,68.0,2022-02-08 18:00:00,288.37384,63.9,15.22,59.4,58.0,14.44
28.0,68.0,2022-02-09 00:00:00,287.5862,62.1,14.44,57.99,56.4,13.56
28.0,68.0,2022-02-09 06:00:00,295.47064,35.0,22.32,72.18,70.7,21.5
28.0,68.0,2022-02-09 12:00:00,298.3515,19.8,25.2,77.36,75.7,24.28
28.0,68.0,2022-02-09 18:00:00,289.3409,36.6,16.19,61.14,58.7,14.83
28.0,68.0,2022-02-10 00:00:00,287.12103,36.6,13.97,57.15,54.3,12.39
28.0,68.0,2022-02-10 06:00:00,296.12003,20.7,22.97,73.35,71.4,21.89
28.0,68.0,2022-02-10 12:00:00,299.65372,14.5,26.5,79.71,78.1,25.61
28.0,68.0,2022-02-10 18:00:00,289.84094,27.0,16.69,62.04,59.2,15.11
28.0,68.0,2022-02-11 00:00:00,286.7208,31.1,13.57,56.43,53.2,11.78
28.0,68.0,2022-02-11 06:00:00,296.31146,18.5,23.16,73.69,71.6,22.0
28.0,68.0,2022-02-11 12:00:00,299.82288,13.3,26.67,80.01,78.3,25.72
28.0,68.0,2022-02-11 18:00:00,289.60544,26.5,16.46,61.62,58.7,14.83
28.0,68.0,2022-02-12 00:00:00,287.39224,32.6,14.24,57.64,54.6,12.56
28.0,68.0,2022-02-12 06:00:00,296.34375,18.7,23.19,73.75,71.7,22.06
28.0,68.0,2022-02-12 12:00:00,300.29684,14.1,27.15,80.86,79.3,26.28
28.0,68.0,2022-02-12 18:00:00,290.61716,28.7,17.47,63.44,60.8,16.0
28.0,68.0,2022-02-13 00:00:00,288.6926,31.0,15.54,59.98,57.1,13.94
28.0,68.0,2022-02-13 06:00:00,297.12906,16.7,23.98,75.16,73.2,22.89
28.0,68.0,2022-02-13 12:00:00,300.82733,13.3,27.68,81.82,79.5,26.39
28.0,68.0,2022-02-13 18:00:00,291.19745,24.8,18.05,64.49,61.8,16.56
28.0,68.0,2022-02-14 00:00:00,288.1378,29.3,14.99,58.98,56.0,13.33
28.0,68.0,2022-02-14 06:00:00,297.442,18.2,24.29,75.73,73.9,23.28
