longitude,latitude,t2m,rh,valid_time,t2m_cel,t2m_fah,hi_fah,hi_cel
68.0,28.0,281.42538,26.2,2020-01-01 00:00:00,8.28,46.9,42.5,5.83
68.0,28.0,290.29712,16.3,2020-01-01 06:00:00,17.15,62.86,59.6,15.33
68.0,28.0,291.2191,15.8,2020-01-01 12:00:00,18.07,64.52,61.4,16.33
68.0,28.0,287.3542,21.6,2020-01-01 18:00:00,14.2,57.57,54.0,12.22
68.0,28.0,282.86124,40.9,2020-01-02 00:00:00,9.71,49.48,46.1,7.83
68.0,28.0,290.99542,22.9,2020-01-02 06:00:00,17.85,64.12,61.3,16.28
68.0,28.0,292.21124,18.3,2020-01-02 12:00:00,19.06,66.31,63.5,17.5
68.0,28.0,286.54288,24.3,2020-01-02 18:00:00,13.39,56.11,52.6,11.44
68.0,28.0,285.11288,23.7,2020-01-03 00:00:00,11.96,53.53,49.7,9.83
68.0,28.0,292.65253,18.3,2020-01-03 06:00:00,19.5,67.1,64.4,18.0
68.0,28.0,292.73087,23.0,2020-01-03 12:00:00,19.58,67.25,64.8,18.22
68.0,28.0,286.71045,29.2,2020-01-03 18:00:00,13.56,56.41,53.1,11.72
68.0,28.0,284.62057,36.3,2020-01-04 00:00:00,11.47,52.65,49.3,9.61
68.0,28.0,294.04398,20.2,2020-01-04 06:00:00,20.89,69.61,67.2,19.56
68.0,28.0,295.7373,22.8,2020-01-04 12:00:00,22.59,72.66,70.7,21.5
68.0,28.0,287.71634,38.8,2020-01-04 18:00:00,14.57,58.22,55.6,13.11
68.0,28.0,286.1207,44.4,2020-01-05 00:00:00,12.97,55.35,52.7,11.5
68.0,28.0,290.6034,30.6,2020-01-05 06:00:00,17.45,63.42,60.9,16.06
68.0,28.0,289.2325,45.9,2020-01-05 12:00:00,16.08,60.95,58.9,14.94
68.0,28.0,286.5342,59.1,2020-01-05 18:00:00,13.38,56.09,54.2,12.33
68.0,28.0,284.22632,75.2,2020-01-06 00:00:00,11.08,51.94,50.4,10.22
68.0,28.0,289.72165,54.9,2020-01-06 06:00:00,16.57,61.83,60.3,15.72
68.0,28.0,287.00095,71.8,2020-01-06 12:00:00,13.85,56.93,55.7,13.17
68.0,28.0,285.10648,89.7,2020-01-06 18:00:00,11.96,53.52,52.8,11.56
68.0,28.0,285.52487,90.2,2020-01-07 00:00:00,12.37,54.27,53.6,12.0
68.0,28.0,287.48456,69.1,2020-01-07 06:00:00,14.33,57.8,56.5,13.61
68.0,28.0,290.59317,55.6,2020-01-07 12:00:00,17.44,63.4,62.1,16.72
68.0,28.0,285.52908,76.7,2020-01-07 18:00:00,12.38,54.28,53.0,11.67
68.0,28.0,283.08978,85.6,2020-01-08 00:00:00,9.94,49.89,48.6,9.22
68.0,28.0,290.8311,41.2,2020-01-08 06:00:00,17.68,63.83,61.8,16.56
68.0,28.0,291.7815,22.0,2020-01-08 12:00:00,18.63,65.54,62.8,17.11
68.0,28.0,284.64636,28.7,2020-01-08 18:00:00,11.5,52.69,49.0,9.44
68.0,28.0,282.72263,30.6,2020-01-09 00:00:00,9.57,49.23,45.3,7.39
68.0,28.0,291.058,18.3,2020-01-09 06:00:00,17.91,64.23,61.2,16.22
68.0,28.0,292.01135,16.9,2020-01-09 12:00:00,18.86,65.95,63.0,17.22
68.0,28.0,285.56277,31.2,2020-01-09 18:00:00,12.41,54.34,50.9,10.5
68.0,28.0,283.2595,38.7,2020-01-10 00:00:00,10.11,50.2,46.7,8.17
68.0,28.0,290.34784,25.2,2020-01-10 06:00:00,17.2,62.96,60.1,15.61
68.0,28.0,292.20972,23.6,2020-01-10 12:00:00,19.06,66.31,63.8,17.67
68.0,28.0,287.18195,40.6,2020-01-10 18:00:00,14.03,57.26,54.6,12.56
68.0,28.0,287.4958,38.8,2020-01-11 00:00:00,14.35,57.82,55.1,12.83
68.0,28.0,290.67465,28.1,2020-01-11 06:00:00,17.52,63.54,60.9,16.06
68.0,28.0,289.27573,33.5,2020-01-11 12:00:00,16.13,61.03,58.4,14.67
68.0,28.0,285.3643,48.1,2020-01-11 18:00:00,12.21,53.99,51.3,10.72
68.0,28.0,283.6789,64.9,2020-01-12 00:00:00,10.53,50.95,48.8,9.33
68.0,28.0,290.2157,36.4,2020-01-12 06:00:00,17.07,62.72,60.4,15.78
68.0,28.0,283.97263,78.6,2020-01-12 12:00:00,10.82,51.48,50.0,10.0
68.0,28.0,282.9028,94.1,2020-01-12 18:00:00,9.75,49.56,48.6,9.22
68.0,28.0,283.00867,88.4,2020-01-13 00:00:00,9.86,49.75,48.6,9.22
68.0,28.0,286.743,67.3,2020-01-13 06:00:00,13.59,56.47,55.0,12.78
68.0,28.0,290.47394,38.6,2020-01-13 12:00:00,17.32,63.18,61.0,16.11
68.0,28.0,284.79083,59.7,2020-01-13 18:00:00,11.64,52.95,50.8,10.44
68.0,28.0,282.4565,45.3,2020-01-14 00:00:00,9.31,48.75,45.5,7.5
68.0,28.0,289.33255,27.8,2020-01-14 06:00:00,16.18,61.13,58.2,14.56
68.0,28.0,290.6923,33.5,2020-01-14 12:00:00,17.54,63.58,61.2,16.22
68.0,28.0,285.3804,39.8,2020-01-14 18:00:00,12.23,54.01,51.0,10.56
68.0,28.0,282.71005,73.0,2020-01-15 00:00:00,9.56,49.21,47.3,8.5
68.0,28.0,288.53543,48.1,2020-01-15 06:00:00,15.39,59.69,57.6,14.22
68.0,28.0,290.67206,35.0,2020-01-15 12:00:00,17.52,63.54,61.2,16.22
68.0,28.0,286.20724,38.1,2020-01-15 18:00:00,13.06,55.5,52.5,11.39
68.0,28.0,283.93875,39.5,2020-01-16 00:00:00,10.79,51.42,48.1,8.94
68.0,28.0,290.6367,24.5,2020-01-16 06:00:00,17.49,63.48,60.7,15.94
68.0,28.0,291.71976,23.6,2020-01-16 12:00:00,18.57,65.43,62.8,17.11
68.0,28.0,285.73715,31.7,2020-01-16 18:00:00,12.59,54.66,51.3,10.72
68.0,28.0,284.36722,35.2,2020-01-17 00:00:00,11.22,52.19,48.8,9.33
68.0,28.0,290.54837,24.2,2020-01-17 06:00:00,17.4,63.32,60.5,15.83
68.0,28.0,291.77386,26.0,2020-01-17 12:00:00,18.62,65.52,63.0,17.22
68.0,28.0,286.28952,27.2,2020-01-17 18:00:00,13.14,55.65,52.2,11.22
68.0,28.0,283.53778,36.1,2020-01-18 00:00:00,10.39,50.7,47.2,8.44
68.0,28.0,290.93518,21.2,2020-01-18 06:00:00,17.79,64.01,61.1,16.17
68.0,28.0,292.10385,18.9,2020-01-18 12:00:00,18.95,66.12,63.3,17.39
68.0,28.0,286.09985,23.6,2020-01-18 18:00:00,12.95,55.31,51.7,10.94
68.0,28.0,284.18243,26.1,2020-01-19 00:00:00,11.03,51.86,48.0,8.89
68.0,28.0,291.45657,19.6,2020-01-19 06:00:00,18.31,64.95,62.1,16.72
68.0,28.0,292.59894,23.9,2020-01-19 12:00:00,19.45,67.01,64.5,18.06
68.0,28.0,287.37433,29.3,2020-01-19 18:00:00,14.22,57.6,54.4,12.44
68.0,28.0,285.43463,41.5,2020-01-20 00:00:00,12.28,54.11,51.2,10.67
68.0,28.0,291.54453,26.4,2020-01-20 06:00:00,18.39,65.11,62.6,17.0
68.0,28.0,293.0492,26.9,2020-01-20 12:00:00,19.9,67.82,65.6,18.67
68.0,28.0,287.80054,36.4,2020-01-20 18:00:00,14.65,58.37,55.6,13.11
68.0,28.0,285.70392,41.1,2020-01-21 00:00:00,12.55,54.6,51.7,10.94
68.0,28.0,292.16013,29.1,2020-01-21 06:00:00,19.01,66.22,63.9,17.72
68.0,28.0,293.703,33.3,2020-01-21 12:00:00,20.55,69.0,67.2,19.56
68.0,28.0,288.07706,49.6,2020-01-21 18:00:00,14.93,58.87,56.8,13.78
68.0,28.0,286.15625,58.6,2020-01-22 00:00:00,13.01,55.41,53.4,11.89
68.0,28.0,292.23218,42.2,2020-01-22 06:00:00,19.08,66.35,64.7,18.17
68.0,28.0,294.2181,37.4,2020-01-22 12:00:00,21.07,69.92,68.4,20.22
68.0,28.0,287.7429,56.0,2020-01-22 18:00:00,14.59,58.27,56.4,13.56
68.0,28.0,286.15314,61.4,2020-01-23 00:00:00,13.0,55.41,53.5,11.94
68.0,28.0,293.5163,38.5,2020-01-23 06:00:00,20.37,68.66,67.0,19.44
68.0,28.0,295.25958,36.1,2020-01-23 12:00:00,22.11,71.8,70.4,21.33
68.0,28.0,289.2818,52.8,2020-01-23 18:00:00,16.13,61.04,59.3,15.17
68.0,28.0,286.86496,55.9,2020-01-24 00:00:00,13.71,56.69,54.7,12.61
68.0,28.0,294.01425,35.2,2020-01-24 06:00:00,20.86,69.56,67.9,19.94
68.0,28.0,296.75882,32.0,2020-01-24 12:00:00,23.61,74.5,73.2,22.89
68.0,28.0,290.252,49.7,2020-01-24 18:00:00,17.1,62.78,61.1,16.17
68.0,28.0,288.1268,57.7,2020-01-25 00:00:00,14.98,58.96,57.3,14.06
68.0,28.0,295.5383,34.8,2020-01-25 06:00:00,22.39,72.3,70.9,21.61
68.0,28.0,298.57883,31.7,2020-01-25 12:00:00,25.43,77.77,76.7,24.83
68.0,28.0,291.06985,44.8,2020-01-25 18:00:00,17.92,64.26,62.5,16.94
68.0,28.0,289.17444,50.2,2020-01-26 00:00:00,16.02,60.84,59.0,15.0
68.0,28.0,295.71503,31.2,2020-01-26 06:00:00,22.57,72.62,71.0,21.67
68.0,28.0,298.4523,24.3,2020-01-26 12:00:00,25.3,77.54,76.1,24.5
68.0,28.0,293.48874,43.0,2020-01-26 18:00:00,20.34,68.61,67.2,19.56
68.0,28.0,288.43677,71.0,2020-01-27 00:00:00,15.29,59.52,58.5,14.72
68.0,28.0,293.18243,51.2,2020-01-27 06:00:00,20.03,68.06,67.0,19.44
68.0,28.0,293.5631,40.2,2020-01-27 12:00:00,20.41,68.74,67.2,19.56
68.0,28.0,288.41946,47.0,2020-01-27 18:00:00,15.27,59.49,57.3,14.06
68.0,28.0,285.9663,65.8,2020-01-28 00:00:00,12.82,55.07,53.4,11.89
68.0,28.0,292.2123,46.3,2020-01-28 06:00:00,19.06,66.31,64.8,18.22
68.0,28.0,294.74258,26.3,2020-01-28 12:00:00,21.59,70.87,68.9,20.5
68.0,28.0,287.2024,56.6,2020-01-28 18:00:00,14.05,57.29,55.4,13.0
68.0,28.0,286.073,53.1,2020-01-29 00:00:00,12.92,55.26,53.0,11.67
68.0,28.0,292.85223,26.6,2020-01-29 06:00:00,19.7,67.46,65.2,18.44
68.0,28.0,294.18692,21.5,2020-01-29 12:00:00,21.04,69.87,67.6,19.78
68.0,28.0,287.80112,29.1,2020-01-29 18:00:00,14.65,58.37,55.3,12.94
68.0,28.0,285.35236,33.7,2020-01-30 00:00:00,12.2,53.96,50.6,10.33
68.0,28.0,291.72028,39.6,2020-01-30 06:00:00,18.57,65.43,63.5,17.5
68.0,28.0,294.26776,25.2,2020-01-30 12:00:00,21.12,70.01,67.9,19.94
68.0,28.0,286.6698,42.6,2020-01-30 18:00:00,13.52,56.34,53.7,12.06
68.0,28.0,284.55206,46.5,2020-01-31 00:00:00,11.4,52.52,49.7,9.83
68.0,28.0,292.5241,29.0,2020-01-31 06:00:00,19.37,66.87,64.6,18.11
68.0,28.0,295.28058,22.2,2020-01-31 12:00:00,22.13,71.84,69.8,21.0
68.0,28.0,288.04343,36.0,2020-01-31 18:00:00,14.89,58.81,56.1,13.39
68.0,28.0,286.16522,38.6,2020-02-01 00:00:00,13.02,55.43,52.5,11.39
68.0,28.0,293.60483,21.3,2020-02-01 06:00:00,20.45,68.82,66.4,19.11
68.0,28.0,295.3046,17.8,2020-02-01 12:00:00,22.15,71.88,69.6,20.89
68.0,28.0,287.55118,34.6,2020-02-01 18:00:00,14.4,57.92,55.0,12.78
68.0,28.0,285.94366,36.9,2020-02-02 00:00:00,12.79,55.03,52.0,11.11
68.0,28.0,293.1043,27.5,2020-02-02 06:00:00,19.95,67.92,65.7,18.72
68.0,28.0,295.71014,20.3,2020-02-02 12:00:00,22.56,72.61,70.5,21.39
68.0,28.0,287.6596,33.0,2020-02-02 18:00:00,14.51,58.12,55.2,12.89
68.0,28.0,285.34238,40.0,2020-02-03 00:00:00,12.19,53.95,50.9,10.5
68.0,28.0,293.6747,24.5,2020-02-03 06:00:00,20.52,68.94,66.7,19.28
68.0,28.0,296.2192,23.0,2020-02-03 12:00:00,23.07,73.52,71.7,22.06
68.0,28.0,288.31427,37.1,2020-02-03 18:00:00,15.16,59.3,56.7,13.72
68.0,28.0,286.79495,63.4,2020-02-04 00:00:00,13.64,56.56,54.9,12.72
68.0,28.0,294.92706,27.6,2020-02-04 06:00:00,21.78,71.2,69.3,20.72
68.0,28.0,295.38382,19.8,2020-02-04 12:00:00,22.23,72.02,69.9,21.06
68.0,28.0,287.96906,30.0,2020-02-04 18:00:00,14.82,58.67,55.6,13.11
68.0,28.0,285.06546,58.4,2020-02-05 00:00:00,11.92,53.45,51.2,10.67
68.0,28.0,292.3567,36.1,2020-02-05 06:00:00,19.21,66.57,64.6,18.11
68.0,28.0,295.07278,25.5,2020-02-05 12:00:00,21.92,71.46,69.5,20.83
68.0,28.0,287.4449,50.3,2020-02-05 18:00:00,14.29,57.73,55.6,13.11
68.0,28.0,285.0598,56.7,2020-02-06 00:00:00,11.91,53.44,51.1,10.61
68.0,28.0,294.23227,28.1,2020-02-06 06:00:00,21.08,69.95,68.0,20.0
68.0,28.0,297.30472,16.6,2020-02-06 12:00:00,24.15,75.48,73.5,23.06
68.0,28.0,288.64868,31.5,2020-02-06 18:00:00,15.5,59.9,57.1,13.94
68.0,28.0,285.52924,35.0,2020-02-07 00:00:00,12.38,54.28,51.1,10.61
68.0,28.0,294.34814,17.7,2020-02-07 06:00:00,21.2,70.16,67.7,19.83
68.0,28.0,297.319,13.4,2020-02-07 12:00:00,24.17,75.5,73.4,23.0
68.0,28.0,287.9139,23.1,2020-02-07 18:00:00,14.76,58.58,55.2,12.89
68.0,28.0,285.29547,28.4,2020-02-08 00:00:00,12.15,53.86,50.3,10.17
68.0,28.0,295.41318,16.4,2020-02-08 06:00:00,22.26,72.07,69.7,20.94
68.0,28.0,298.10822,13.7,2020-02-08 12:00:00,24.96,76.92,75.0,23.89
68.0,28.0,288.24677,27.2,2020-02-08 18:00:00,15.1,59.17,56.1,13.39
68.0,28.0,286.12335,28.9,2020-02-09 00:00:00,12.97,55.35,51.9,11.06
68.0,28.0,295.85086,15.5,2020-02-09 06:00:00,22.7,72.86,70.6,21.44
68.0,28.0,298.52054,14.5,2020-02-09 12:00:00,25.37,77.67,75.8,24.33
68.0,28.0,289.36526,23.7,2020-02-09 18:00:00,16.22,61.19,58.1,14.5
68.0,28.0,287.20697,24.0,2020-02-10 00:00:00,14.06,57.3,53.9,12.17
68.0,28.0,295.77844,14.4,2020-02-10 06:00:00,22.63,72.73,70.4,21.33
68.0,28.0,298.8288,13.0,2020-02-10 12:00:00,25.68,78.22,76.4,24.67
68.0,28.0,289.96085,24.9,2020-02-10 18:00:00,16.81,62.26,59.4,15.22
68.0,28.0,287.25836,26.9,2020-02-11 00:00:00,14.11,57.4,54.1,12.28
68.0,28.0,297.08987,14.7,2020-02-11 06:00:00,23.94,75.09,73.0,22.78
68.0,28.0,299.9821,14.3,2020-02-11 12:00:00,26.83,80.3,78.7,25.94
68.0,28.0,291.91537,24.0,2020-02-11 18:00:00,18.77,65.78,63.2,17.33
68.0,28.0,288.08792,29.7,2020-02-12 00:00:00,14.94,58.89,55.9,13.28
68.0,28.0,296.4255,25.2,2020-02-12 06:00:00,23.28,73.9,72.2,22.33
68.0,28.0,300.0076,18.3,2020-02-12 12:00:00,26.86,80.34,78.9,26.06
68.0,28.0,291.31964,33.9,2020-02-12 18:00:00,18.17,64.71,62.5,16.94
68.0,28.0,289.0375,38.7,2020-02-13 00:00:00,15.89,60.6,58.2,14.56
68.0,28.0,297.85947,23.1,2020-02-13 06:00:00,24.71,76.48,74.9,23.83
68.0,28.0,299.6546,25.5,2020-02-13 12:00:00,26.5,79.71,78.6,25.89
68.0,28.0,292.42337,40.7,2020-02-13 18:00:00,19.27,66.69,65.0,18.33
68.0,28.0,288.82983,18.1,2020-02-14 00:00:00,15.68,60.22,56.8,13.78
68.0,28.0,298.39178,18.2,2020-02-14 06:00:00,25.24,77.44,75.7,24.28
68.0,28.0,301.84,11.9,2020-02-14 12:00:00,28.69,83.64,80.7,27.06
68.0,28.0,290.84802,16.0,2020-02-14 18:00:00,17.7,63.86,60.7,15.94
