latitude,longitude,valid_time,t2m,rh,t2m_cel,t2m_fah,hi_fah,hi_cel
30.0,71.0,2021-02-12 18:00:00,292.21118,23.7,19.06,66.31,63.8,17.67
30.0,71.0,2021-02-13 00:00:00,289.36902,30.5,16.22,61.19,58.4,14.67
30.0,71.0,2021-02-13 06:00:00,300.6117,15.1,27.46,81.43,80.0,26.67
30.0,71.0,2021-02-13 12:00:00,302.55463,10.0,29.4,84.93,81.3,27.39
30.0,71.0,2021-02-13 18:00:00,290.11877,20.5,16.97,62.54,59.5,15.28
30.0,71.0,2021-02-14 00:00:00,287.5477,27.4,14.4,57.92,54.7,12.61
30.0,71.0,2021-02-14 06:00:00,299.2612,15.0,26.11,79.0,77.3,25.17
30.0,71.0,2021-02-14 12:00:00,301.76077,12.1,28.61,83.5,80.6,27.0
30.0,71.0,2021-02-14 18:00:00,290.30478,26.0,17.15,62.88,60.1,15.61
30.0,71.0,2021-02-15 00:00:00,288.44,30.6,15.29,59.52,56.6,13.67
30.0,71.0,2021-02-15 06:00:00,300.2849,14.5,27.13,80.84,79.3,26.28
30.0,71.0,2021-02-15 12:00:00,300.85443,11.9,27.7,81.87,79.4,26.33
30.0,71.0,2021-02-15 18:00:00,290.24966,25.4,17.1,62.78,60.0,15.56
30.0,71.0,2021-02-16 00:00:00,287.6816,30.2,14.53,58.16,55.1,12.83
30.0,71.0,2021-02-16 06:00:00,300.0553,14.3,26.91,80.43,78.8,26.0
30.0,71.0,2021-02-16 12:00:00,302.08606,11.3,28.94,84.08,80.9,27.17
30.0,71.0,2021-02-16 18:00:00,290.59778,21.9,17.45,63.41,60.5,15.83
30.0,71.0,2021-02-17 00:00:00,288.4135,23.1,15.26,59.47,56.2,13.44
30.0,71.0,2021-02-17 06:00:00,300.72153,12.0,27.57,81.63,79.2,26.22
30.0,71.0,2021-02-17 12:00:00,301.71335,8.2,28.56,83.41,80.0,26.67
30.0,71.0,2021-02-17 18:00:00,290.61533,16.6,17.47,63.44,60.3,15.72
30.0,71.0,2021-02-18 00:00:00,286.24954,21.6,13.1,55.58,51.9,11.06
30.0,71.0,2021-02-18 06:00:00,300.06445,9.7,26.91,80.45,78.7,25.94
30.0,71.0,2021-02-18 12:00:00,301.89175,7.3,28.74,83.74,80.1,26.72
30.0,71.0,2021-02-18 18:00:00,290.9812,18.1,17.83,64.1,61.1,16.17
30.0,71.0,2021-02-19 00:00:00,287.14273,25.0,13.99,57.19,53.8,12.11
30.0,71.0,2021-02-19 06:00:00,301.71008,9.6,28.56,83.41,80.2,26.78
30.0,71.0,2021-02-19 12:00:00,303.4046,8.1,30.25,86.46,82.2,27.89
30.0,71.0,2021-02-19 18:00:00,291.57706,19.3,18.43,65.17,62.3,16.83
30.0,71.0,2021-02-20 00:00:00,287.71063,24.7,14.56,58.21,54.9,12.72
30.0,71.0,2021-02-20 06:00:00,300.59552,11.7,27.45,81.4,79.8,26.56
30.0,71.0,2021-02-20 12:00:00,303.78357,8.8,30.63,87.14,82.8,28.22
30.0,71.0,2021-02-20 18:00:00,292.12735,17.6,18.98,66.16,63.3,17.39
30.0,71.0,2021-02-21 00:00:00,289.19788,22.3,16.05,60.89,57.7,14.28
30.0,71.0,2021-02-21 06:00:00,301.82016,12.8,28.67,83.61,80.8,27.11
30.0,71.0,2021-02-21 12:00:00,303.63947,10.6,30.49,86.88,82.9,28.28
30.0,71.0,2021-02-21 18:00:00,293.10458,19.3,19.95,67.92,65.3,18.5
30.0,71.0,2021-02-22 00:00:00,290.5741,21.3,17.42,63.36,60.4,15.78
30.0,71.0,2021-02-22 06:00:00,303.18283,10.8,30.03,86.06,82.3,27.94
30.0,71.0,2021-02-22 12:00:00,305.81464,9.1,32.66,90.8,85.7,29.83
30.0,71.0,2021-02-22 18:00:00,294.1863,16.7,21.04,69.87,67.3,19.61
30.0,71.0,2021-02-23 00:00:00,291.3326,23.2,18.18,64.73,62.0,16.67
30.0,71.0,2021-02-23 06:00:00,305.49863,14.4,32.35,90.23,86.2,30.11
30.0,71.0,2021-02-23 12:00:00,306.3025,12.9,33.15,91.67,87.3,30.72
30.0,71.0,2021-02-23 18:00:00,292.5683,25.8,19.42,66.95,64.6,18.11
30.0,71.0,2021-02-24 00:00:00,290.41254,26.3,17.26,63.07,60.3,15.72
30.0,71.0,2021-02-24 06:00:00,301.70657,13.7,28.56,83.4,80.7,27.06
30.0,71.0,2021-02-24 12:00:00,304.41995,13.3,31.27,88.29,84.5,29.17
30.0,71.0,2021-02-24 18:00:00,293.57187,23.4,20.42,68.76,66.4,19.11
30.0,71.0,2021-02-25 00:00:00,290.5336,31.2,17.38,63.29,60.8,16.0
30.0,71.0,2021-02-25 06:00:00,303.08163,13.8,29.93,85.88,82.5,28.06
30.0,71.0,2021-02-25 12:00:00,306.2262,10.7,33.08,91.54,86.7,30.39
30.0,71.0,2021-02-25 18:00:00,295.0181,20.5,21.87,71.36,69.2,20.67
30.0,71.0,2021-02-26 00:00:00,290.2083,32.9,17.06,62.7,60.2,15.67
30.0,71.0,2021-02-26 06:00:00,304.3784,16.9,31.23,88.21,84.5,29.17
30.0,71.0,2021-02-26 12:00:00,305.8114,14.4,32.66,90.79,86.6,30.33
30.0,71.0,2021-02-26 18:00:00,294.0372,26.2,20.89,69.6,67.5,19.72
30.0,71.0,2021-02-27 00:00:00,290.3671,22.8,17.22,62.99,60.1,15.61
30.0,71.0,2021-02-27 06:00:00,301.0992,8.7,27.95,82.31,79.3,26.28
30.0,71.0,2021-02-27 12:00:00,302.13663,7.4,28.99,84.18,80.5,26.94
30.0,71.0,2021-02-27 18:00:00,288.5902,16.9,15.44,59.79,56.3,13.5
30.0,71.0,2021-02-28 00:00:00,286.3989,25.7,13.25,55.85,52.3,11.28
30.0,71.0,2021-02-28 06:00:00,298.88712,20.7,25.74,78.33,76.8,24.89
30.0,71.0,2021-02-28 12:00:00,301.41708,13.5,28.27,82.88,80.3,26.83
30.0,71.0,2021-02-28 18:00:00,291.58215,19.8,18.43,65.18,62.3,16.83
30.0,71.0,2021-03-01 00:00:00,287.96228,24.9,14.81,58.66,55.4,13.0
30.0,71.0,2021-03-01 06:00:00,300.4747,12.5,27.32,81.18,79.6,26.44
30.0,71.0,2021-03-01 12:00:00,302.897,7.7,29.75,85.54,81.5,27.5
30.0,71.0,2021-03-01 18:00:00,291.1729,17.7,18.02,64.44,61.4,16.33
30.0,71.0,2021-03-02 00:00:00,287.92386,22.4,14.77,58.59,55.2,12.89
30.0,71.0,2021-03-02 06:00:00,303.40173,8.7,30.25,86.45,82.3,27.94
30.0,71.0,2021-03-02 12:00:00,304.63696,7.2,31.49,88.68,83.8,28.78
30.0,71.0,2021-03-02 18:00:00,292.36353,14.1,19.21,66.58,63.6,17.56
30.0,71.0,2021-03-03 00:00:00,288.28433,18.7,15.13,59.24,55.7,13.17
30.0,71.0,2021-03-03 06:00:00,305.15616,7.6,32.01,89.61,84.5,29.17
30.0,71.0,2021-03-03 12:00:00,307.01932,7.9,33.87,92.96,87.2,30.67
30.0,71.0,2021-03-03 18:00:00,291.71402,19.4,18.56,65.42,62.6,17.0
30.0,71.0,2021-03-04 00:00:00,290.59927,23.7,17.45,63.41,60.6,15.89
30.0,71.0,2021-03-04 06:00:00,304.15335,11.8,31.0,87.81,83.9,28.83
30.0,71.0,2021-03-04 12:00:00,305.00513,8.9,31.86,89.34,84.6,29.22
30.0,71.0,2021-03-04 18:00:00,292.3131,20.6,19.16,66.49,63.8,17.67
30.0,71.0,2021-03-05 00:00:00,289.49182,26.6,16.34,61.42,58.5,14.72
30.0,71.0,2021-03-05 06:00:00,304.18274,10.1,31.03,87.86,83.6,28.67
30.0,71.0,2021-03-05 12:00:00,306.71698,6.6,33.57,92.42,86.5,30.28
30.0,71.0,2021-03-05 18:00:00,293.7055,15.5,20.56,69.0,66.3,19.06
30.0,71.0,2021-03-06 00:00:00,291.7337,21.9,18.58,65.45,62.7,17.06
30.0,71.0,2021-03-06 06:00:00,304.94327,10.4,31.79,89.23,84.7,29.28
30.0,71.0,2021-03-06 12:00:00,310.20438,9.1,37.05,98.7,92.6,33.67
30.0,71.0,2021-03-06 18:00:00,295.22345,19.1,22.07,71.73,69.5,20.83
30.0,71.0,2021-03-07 00:00:00,291.83646,37.1,18.69,65.64,63.6,17.56
30.0,71.0,2021-03-07 06:00:00,301.84528,23.8,28.7,83.65,81.2,27.33
30.0,71.0,2021-03-07 12:00:00,304.50995,18.7,31.36,88.45,84.8,29.33
30.0,71.0,2021-03-07 18:00:00,294.94388,36.7,21.79,71.23,69.8,21.0
30.0,71.0,2021-03-08 00:00:00,291.90012,39.0,18.75,65.75,63.9,17.72
30.0,71.0,2021-03-08 06:00:00,302.4698,24.7,29.32,84.78,82.2,27.89
30.0,71.0,2021-03-08 12:00:00,304.31567,18.2,31.17,88.1,84.5,29.17
30.0,71.0,2021-03-08 18:00:00,293.818,33.8,20.67,69.2,67.4,19.67
30.0,71.0,2021-03-09 00:00:00,290.32217,45.5,17.17,62.91,61.0,16.11
30.0,71.0,2021-03-09 06:00:00,303.49805,18.7,30.35,86.63,83.3,28.5
30.0,71.0,2021-03-09 12:00:00,305.73547,12.3,32.59,90.65,86.3,30.17
30.0,71.0,2021-03-09 18:00:00,294.3859,27.7,21.24,70.22,68.2,20.11
30.0,71.0,2021-03-10 00:00:00,291.80936,33.5,18.66,65.59,63.4,17.44
30.0,71.0,2021-03-10 06:00:00,304.71686,15.1,31.57,88.82,85.0,29.44
30.0,71.0,2021-03-10 12:00:00,307.32724,9.8,34.18,93.52,88.1,31.17
30.0,71.0,2021-03-10 18:00:00,294.25684,22.6,21.11,69.99,67.8,19.89
30.0,71.0,2021-03-11 00:00:00,290.4658,29.7,17.32,63.17,60.6,15.89
30.0,71.0,2021-03-11 06:00:00,303.2069,18.7,30.06,86.1,82.8,28.22
30.0,71.0,2021-03-11 12:00:00,306.40002,12.9,33.25,91.85,87.5,30.83
30.0,71.0,2021-03-11 18:00:00,292.13376,60.6,18.98,66.17,65.3,18.5
30.0,71.0,2021-03-12 00:00:00,289.84903,69.8,16.7,62.06,61.2,16.22
30.0,71.0,2021-03-12 06:00:00,299.856,37.9,26.71,80.07,79.6,26.44
30.0,71.0,2021-03-12 12:00:00,302.32193,28.4,29.17,84.51,82.3,27.94
