longitude,latitude,t2m,rh,valid_time,t2m_cel,t2m_fah,hi_fah,hi_cel
71.0,30.0,282.9,28.0,2007-01-01 00:00:00,9.75,49.55,45.5,7.5
71.0,30.0,291.6,18.0,2007-01-01 06:00:00,18.45,65.21,62.3,16.83
71.0,30.0,288.2,34.0,2007-01-01 12:00:00,15.05,59.09,56.3,13.5
71.0,30.0,283.9,42.0,2007-01-01 18:00:00,10.75,51.35,48.2,9.0
71.0,30.0,281.2,50.0,2007-01-02 00:00:00,8.05,46.49,43.2,6.22
71.0,30.0,290.6,29.0,2007-01-02 06:00:00,17.45,63.41,60.8,16.0
71.0,30.0,288.4,34.0,2007-01-02 12:00:00,15.25,59.45,56.7,13.72
71.0,30.0,282.7,44.0,2007-01-02 18:00:00,9.55,49.19,45.9,7.72
71.0,30.0,279.7,53.0,2007-01-03 00:00:00,6.55,43.79,40.4,4.67
71.0,30.0,290.1,23.0,2007-01-03 06:00:00,16.95,62.51,59.5,15.28
71.0,30.0,288.1,29.0,2007-01-03 12:00:00,14.95,58.91,55.9,13.28
71.0,30.0,282.5,32.0,2007-01-03 18:00:00,9.35,48.83,44.9,7.17
71.0,30.0,279.3,38.0,2007-01-04 00:00:00,6.15,43.07,38.9,3.83
71.0,30.0,290.3,20.0,2007-01-04 06:00:00,17.15,62.87,59.8,15.44
71.0,30.0,287.0,28.0,2007-01-04 12:00:00,13.85,56.93,53.6,12.0
71.0,30.0,281.9,30.0,2007-01-04 18:00:00,8.75,47.75,43.6,6.44
71.0,30.0,278.2,33.0,2007-01-05 00:00:00,5.05,41.09,36.4,2.44
71.0,30.0,290.9,18.0,2007-01-05 06:00:00,17.75,63.95,60.9,16.06
71.0,30.0,286.3,28.0,2007-01-05 12:00:00,13.15,55.67,52.3,11.28
71.0,30.0,281.1,37.0,2007-01-05 18:00:00,7.95,46.31,42.4,5.78
71.0,30.0,278.6,70.0,2007-01-06 00:00:00,5.45,41.81,39.0,3.89
71.0,30.0,290.6,20.0,2007-01-06 06:00:00,17.45,63.41,60.4,15.78
71.0,30.0,286.3,28.0,2007-01-06 12:00:00,13.15,55.67,52.3,11.28
71.0,30.0,282.3,34.0,2007-01-06 18:00:00,9.15,48.47,44.6,7.0
71.0,30.0,278.6,46.0,2007-01-07 00:00:00,5.45,41.81,37.9,3.28
71.0,30.0,289.8,22.0,2007-01-07 06:00:00,16.65,61.97,58.9,14.94
71.0,30.0,285.6,31.0,2007-01-07 12:00:00,12.45,54.41,51.0,10.56
71.0,30.0,280.6,40.0,2007-01-07 18:00:00,7.45,45.41,41.5,5.28
71.0,30.0,278.2,70.0,2007-01-08 00:00:00,5.05,41.09,38.2,3.44
71.0,30.0,290.4,20.0,2007-01-08 06:00:00,17.25,63.05,60.0,15.56
