longitude,latitude,t2m,rh,valid_time,t2m_cel,t2m_fah,hi_fah,hi_cel
68.0,26.0,284.47,46.0,2010-01-01 00:00:00,11.32,52.38,49.5,9.72
68.0,26.0,295.6,24.1,2010-01-01 06:00:00,22.45,72.41,70.5,21.39
68.0,26.0,296.02,22.3,2010-01-01 12:00:00,22.87,73.17,71.2,21.78
68.0,26.0,287.42,38.0,2010-01-01 18:00:00,14.27,57.69,54.9,12.72
68.0,26.0,288.09,36.1,2010-01-02 00:00:00,14.94,58.89,56.2,13.44
68.0,26.0,294.03,24.0,2010-01-02 06:00:00,20.88,69.58,67.4,19.67
68.0,26.0,296.81,19.8,2010-01-02 12:00:00,23.66,74.59,72.7,22.61
68.0,26.0,286.69,37.9,2010-01-02 18:00:00,13.54,56.37,53.5,11.94
68.0,26.0,284.84,32.8,2010-01-03 00:00:00,11.69,53.04,49.6,9.78
68.0,26.0,295.03,18.3,2010-01-03 06:00:00,21.88,71.38,69.1,20.61
68.0,26.0,296.05,21.8,2010-01-03 12:00:00,22.9,73.22,71.3,21.83
68.0,26.0,286.01,41.9,2010-01-03 18:00:00,12.86,55.15,52.3,11.28
68.0,26.0,283.77,50.6,2010-01-04 00:00:00,10.62,51.12,48.3,9.06
68.0,26.0,293.1,29.2,2010-01-04 06:00:00,19.95,67.91,65.8,18.78
68.0,26.0,293.16,31.2,2010-01-04 12:00:00,20.01,68.02,66.0,18.89
68.0,26.0,285.35,50.1,2010-01-04 18:00:00,12.2,53.96,51.4,10.78
68.0,26.0,283.17,67.4,2010-01-05 00:00:00,10.02,50.04,47.9,8.83
68.0,26.0,295.63,29.5,2010-01-05 06:00:00,22.48,72.46,70.8,21.56
68.0,26.0,295.72,27.6,2010-01-05 12:00:00,22.57,72.63,70.9,21.61
68.0,26.0,286.54,64.1,2010-01-05 18:00:00,13.39,56.1,54.4,12.44
68.0,26.0,283.89,78.2,2010-01-06 00:00:00,10.74,51.33,49.8,9.89
68.0,26.0,296.9,35.8,2010-01-06 06:00:00,23.75,74.75,73.6,23.11
68.0,26.0,297.7,26.8,2010-01-06 12:00:00,24.55,76.19,74.8,23.78
68.0,26.0,287.82,47.0,2010-01-06 18:00:00,14.67,58.41,56.2,13.44
68.0,26.0,284.83,51.4,2010-01-07 00:00:00,11.68,53.02,50.4,10.22
68.0,26.0,295.4,28.6,2010-01-07 06:00:00,22.25,72.05,70.3,21.28
68.0,26.0,297.21,23.9,2010-01-07 12:00:00,24.06,75.31,73.7,23.17
68.0,26.0,287.92,40.1,2010-01-07 18:00:00,14.77,58.59,56.0,13.33
68.0,26.0,285.33,50.0,2010-01-08 00:00:00,12.18,53.92,51.4,10.78
68.0,26.0,293.55,26.6,2010-01-08 06:00:00,20.4,68.72,66.5,19.17
68.0,26.0,295.06,21.1,2010-01-08 12:00:00,21.91,71.44,69.3,20.72
68.0,26.0,284.67,44.8,2010-01-08 18:00:00,11.52,52.74,49.8,9.89
68.0,26.0,282.9,48.6,2010-01-09 00:00:00,9.75,49.55,46.5,8.06
68.0,26.0,294.1,23.9,2010-01-09 06:00:00,20.95,69.71,67.5,19.72
68.0,26.0,294.85,16.5,2010-01-09 12:00:00,21.7,71.06,68.6,20.33
68.0,26.0,283.55,52.4,2010-01-09 18:00:00,10.4,50.72,48.0,8.89
68.0,26.0,281.98,52.2,2010-01-10 00:00:00,8.83,47.89,44.8,7.11
68.0,26.0,293.52,20.1,2010-01-10 06:00:00,20.37,68.67,66.2,19.0
68.0,26.0,294.36,16.8,2010-01-10 12:00:00,21.21,70.18,67.7,19.83
68.0,26.0,283.81,53.6,2010-01-10 18:00:00,10.66,51.19,48.5,9.17
68.0,26.0,280.35,61.5,2010-01-11 00:00:00,7.2,44.96,42.0,5.56
68.0,26.0,290.65,26.7,2010-01-11 06:00:00,17.5,63.5,60.8,16.0
68.0,26.0,292.81,20.0,2010-01-11 12:00:00,19.66,67.39,64.8,18.22
68.0,26.0,286.72,37.8,2010-01-11 18:00:00,13.57,56.43,53.5,11.94
68.0,26.0,283.4,64.6,2010-01-12 00:00:00,10.25,50.45,48.2,9.0
68.0,26.0,292.73,24.7,2010-01-12 06:00:00,19.58,67.24,64.8,18.22
68.0,26.0,294.09,20.9,2010-01-12 12:00:00,20.94,69.69,67.3,19.61
