longitude,latitude,t2m,rh,valid_time,t2m_cel,t2m_fah,hi_fah,hi_cel
68.0,26.0,284.17,30.6,2015-01-01 00:00:00,11.02,51.84,48.2,9.0
68.0,26.0,292.03,16.2,2015-01-01 06:00:00,18.88,65.98,63.0,17.22
68.0,26.0,293.54,18.9,2015-01-01 12:00:00,20.39,68.7,66.2,19.0
68.0,26.0,286.94,32.2,2015-01-01 18:00:00,13.79,56.82,53.7,12.06
68.0,26.0,285.31,34.2,2015-01-02 00:00:00,12.16,53.89,50.6,10.33
68.0,26.0,293.65,19.4,2015-01-02 06:00:00,20.5,68.9,66.4,19.11
68.0,26.0,295.54,24.1,2015-01-02 12:00:00,22.39,72.3,70.4,21.33
68.0,26.0,288.46,37.6,2015-01-02 18:00:00,15.31,59.56,57.0,13.89
68.0,26.0,284.92,50.0,2015-01-03 00:00:00,11.77,53.19,50.6,10.33
68.0,26.0,294.73,27.9,2015-01-03 06:00:00,21.58,70.84,68.9,20.5
68.0,26.0,295.49,22.8,2015-01-03 12:00:00,22.34,72.21,70.2,21.22
68.0,26.0,288.26,33.3,2015-01-03 18:00:00,15.11,59.2,56.4,13.56
68.0,26.0,285.62,48.3,2015-01-04 00:00:00,12.47,54.45,51.9,11.06
68.0,26.0,295.54,25.8,2015-01-04 06:00:00,22.39,72.3,70.4,21.33
68.0,26.0,296.85,25.5,2015-01-04 12:00:00,23.7,74.66,73.0,22.78
68.0,26.0,288.86,44.6,2015-01-04 18:00:00,15.71,60.28,58.1,14.5
68.0,26.0,286.21,60.4,2015-01-05 00:00:00,13.06,55.51,53.6,12.0
68.0,26.0,294.96,35.9,2015-01-05 06:00:00,21.81,71.26,69.8,21.0
68.0,26.0,297.92,28.5,2015-01-05 12:00:00,24.77,76.59,75.3,24.06
68.0,26.0,290.79,53.5,2015-01-05 18:00:00,17.64,63.75,62.3,16.83
68.0,26.0,288.84,54.9,2015-01-06 00:00:00,15.69,60.24,58.5,14.72
68.0,26.0,295.6,38.9,2015-01-06 06:00:00,22.45,72.41,71.2,21.78
68.0,26.0,298.63,28.5,2015-01-06 12:00:00,25.48,77.86,76.7,24.83
68.0,26.0,290.53,52.9,2015-01-06 18:00:00,17.38,63.28,61.8,16.56
68.0,26.0,287.16,80.0,2015-01-07 00:00:00,14.01,57.22,56.4,13.56
68.0,26.0,296.64,36.2,2015-01-07 06:00:00,23.49,74.28,73.1,22.83
68.0,26.0,298.81,25.2,2015-01-07 12:00:00,25.66,78.19,76.9,24.94
68.0,26.0,288.85,37.0,2015-01-07 18:00:00,15.7,60.26,57.7,14.28
68.0,26.0,285.97,46.9,2015-01-08 00:00:00,12.82,55.08,52.5,11.39
68.0,26.0,296.26,24.2,2015-01-08 06:00:00,23.11,73.6,71.8,22.11
68.0,26.0,299.05,17.9,2015-01-08 12:00:00,25.9,78.62,77.0,25.0
68.0,26.0,291.22,29.1,2015-01-08 18:00:00,18.07,64.53,62.1,16.72
68.0,26.0,287.0,46.3,2015-01-09 00:00:00,13.85,56.93,54.5,12.5
68.0,26.0,296.33,26.9,2015-01-09 06:00:00,23.18,73.72,72.1,22.28
68.0,26.0,298.33,20.9,2015-01-09 12:00:00,25.18,77.32,75.7,24.28
68.0,26.0,290.1,31.3,2015-01-09 18:00:00,16.95,62.51,59.9,15.5
68.0,26.0,287.82,42.7,2015-01-10 00:00:00,14.67,58.41,56.0,13.33
68.0,26.0,294.83,28.4,2015-01-10 06:00:00,21.68,71.02,69.2,20.67
68.0,26.0,297.34,28.9,2015-01-10 12:00:00,24.19,75.54,74.2,23.44
68.0,26.0,288.45,45.2,2015-01-10 18:00:00,15.3,59.54,57.3,14.06
68.0,26.0,286.05,46.7,2015-01-11 00:00:00,12.9,55.22,52.6,11.44
68.0,26.0,296.48,28.5,2015-01-11 06:00:00,23.33,73.99,72.4,22.44
68.0,26.0,299.81,24.9,2015-01-11 12:00:00,26.66,79.99,78.9,26.06
68.0,26.0,291.87,44.9,2015-01-11 18:00:00,18.72,65.7,64.1,17.83
68.0,26.0,287.3,70.7,2015-01-12 00:00:00,14.15,57.47,56.2,13.44
68.0,26.0,297.02,33.9,2015-01-12 06:00:00,23.87,74.97,73.8,23.22
68.0,26.0,299.03,28.2,2015-01-12 12:00:00,25.88,78.58,77.5,25.28
68.0,26.0,291.4,51.8,2015-01-12 18:00:00,18.25,64.85,63.5,17.5
68.0,26.0,289.14,66.5,2015-01-13 00:00:00,15.99,60.78,59.7,15.39
68.0,26.0,297.75,36.1,2015-01-13 06:00:00,24.6,76.28,75.3,24.06
68.0,26.0,300.07,26.7,2015-01-13 12:00:00,26.92,80.46,79.5,26.39
68.0,26.0,291.85,41.5,2015-01-13 18:00:00,18.7,65.66,63.9,17.72
68.0,26.0,287.81,34.5,2015-01-14 00:00:00,14.66,58.39,55.6,13.11
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
68.0,26.0,293.29,13.3,2015-01-14 06:00:00,20.14,68.25,65.4,18.56
