District_id,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,pctile
625,,,,,,,,,,1.766728625,1.959965187,1.546833185,1.757105943,1.837814397,1.872042068,2.037865749,1.772933549,1.808756841,1.541698546,1.647380766,1.975767367,2.284515637,2.477405248,2.232608696,2.313953488,2.037675607,1.957888121,,2.346650277,2.209123223,2.432863274,2.472849298,1.761086305,2.084046164,2.44738829,2.616697385,1.766728625
626,2.232841891,1.902213073,2.376664891,2.62118019,1.888081395,2.141704488,2.460933661,2.375972763,2.440613027,2.737543167,2.332205029,2.662045889,2.609324009,2.487250811,2.674038462,2.97625969,3.053484923,3.55222691,3.351457155,3.246181491,3.429030776,3.381884388,3.400272603,3.206407323,3.507635354,3.171664943,3.411146642,,3.58215103,3.547851563,3.569230769,3.588105727,3.467076083,3.179225472,3.421828909,3.183925123,2.4278233998
627,,,,,,,,,,2.692701665,2.228362878,2.606888361,2.75549806,2.544631307,2.868013468,3.075679172,3.048548278,3.884954008,3.678887484,3.446496815,3.362134689,3.30465718,3.331387808,3.208609272,3.384199865,3.110022607,3.422133863,,3.769857434,3.362606232,3.495056032,3.551330798,3.364703593,3.420815874,3.536235897,3.46989666,2.868013468
628,1.717301325,1.312273642,1.64291598,2.299674267,1.917510311,1.814014163,1.947330447,1.862300885,1.730124777,1.947024673,2.090282564,1.770565776,2.420661715,2.061865794,2.251635112,2.405008347,2.291927512,2.7640659,2.392440074,2.365409207,2.441438469,2.661518662,2.748401535,2.550077519,3.016144975,2.399470023,2.715132605,,3.119907254,3.105355268,3.329752954,3.369461486,3.156116326,3.286120904,3.415693718,2.971000799,1.9064684258
629,1.288029925,1.041570439,1.009888752,1.312727273,1.316168898,1.632160804,1.896551724,1.881401617,2.06448683,2.291666667,2.338122605,1.777675277,1.981595092,2.021848739,1.856027754,2.296037296,2.284144427,2.553052326,2.266345492,2.602691218,2.477138643,2.361898017,2.627342124,2.478358209,2.869072895,2.331472435,2.561790668,,2.736842105,2.363864492,2.593128391,2.608597285,2.825362402,3.078686636,3.395708497,3.02622016,1.8403572586
630,1.226171244,1.046848382,0.948040886,1.353637902,1.206477733,0.647363872,0.956410256,1.228691983,1.728643216,1.536502547,1.334154351,0.794266442,1.421535893,1.562601626,1.134646962,1.954991817,1.720772947,1.609243028,0.624014023,0.98156682,1.592863678,1.576819407,1.915672913,1.731555556,1.993061578,1.604224059,1.806956522,,1.375979112,1.232418525,1.826274849,1.402044293,1.613997114,1.670028164,1.231133532,1.498653846,1.117087246
631,2.271920089,1.955178908,2.290223249,2.397080292,2.018499127,2.402080344,2.527202527,2.421052632,2.277891855,2.692965779,2.227842435,2.476717381,2.754927727,2.531128405,2.867696441,2.918737408,2.643195667,3.289470062,3.107264087,3.115308151,3.094451783,2.887942333,2.925736236,2.735984355,3.047588005,2.689111748,3.082384461,,3.245702006,3.107784431,3.12204142,3.200138026,3.046323142,3.134984995,3.541663742,3.46858858,2.4010803336
632,1.871673004,1.63740458,1.831610044,1.983108108,1.77751974,1.925960204,2.055076628,2.085216573,2.081573896,2.162573674,2.043287938,2.09329299,2.175654854,2.284119736,2.050025523,2.188795518,2.096788991,2.529692471,2.492670157,2.548439182,2.665615142,2.475542108,2.730806142,2.5291587,2.637330754,2.271317829,2.667412713,,2.582914573,2.662405303,2.742395437,2.314697926,2.307716678,2.491224018,2.790076522,2.768701856,2.048678006
633,1.805327869,1.519847973,1.579150579,2.107910751,1.087899093,1.724180328,2.014196242,1.872897927,1.800078709,2.126136813,1.998428291,1.98817501,2.248283753,2.134491878,2.292151709,2.297338403,2.287937318,2.693788607,2.94490818,2.665990534,2.586311531,2.728547579,2.902795839,2.904063205,2.658823529,2.462557604,2.671513193,,3.038565022,2.870362287,3.047597461,3.062999113,3.211580087,2.878591331,3.172738398,3.233718463,1.9651195934
634,1.333101288,1.086515978,1.152751778,1.379053299,0.598895028,1.428177883,1.502349256,1.768248175,1.579742173,1.766203704,1.960136674,1.972487367,2.026790596,2.064676617,2.036252091,2.170224719,2.28337981,2.650837696,2.299896587,2.340228634,2.368137783,2.393408857,2.583930399,2.741985522,2.545864662,2.506889764,2.572645528,,2.642095503,2.905155642,2.995577396,3.01860687,1.711039576,2.448781435,2.563139279,2.728230372,1.5642635896000001
635,2.465423465,2.107680127,2.155794321,2.546816479,1.814868805,2.175655977,2.413352273,2.221428571,2.15954416,2.468838527,2.070809249,2.412181303,2.568929321,2.215031315,2.346704871,2.672364672,2.58121345,3.279692952,2.849551415,2.826882477,2.888737201,2.834104428,2.998059508,2.904791929,2.941698352,2.904458599,3.006744329,,3.440613027,3.117955439,3.289336801,3.310606061,3.304643667,3.3776,3.519453842,3.384818199,2.2201491198000003
636,2.048403708,1.93164557,1.998405951,2.472180451,1.846008503,2.019569472,2.148542342,1.864630811,2.105913504,2.559051528,2.248363339,2.326831383,2.647384092,2.410223912,2.654625551,2.78625,2.638781639,3.462032945,3.128724217,2.729564553,2.715671063,2.582745098,2.820645676,2.667722772,2.934492519,2.773753728,2.884291188,,3.154605263,3.21104034,3.273415703,3.307663551,3.289903353,3.272411628,3.366478506,3.261365029,2.1400165743999997
