realisation,NoEvents,NoTriggers,MaxTriggersYear,TriggerPerYear,YearsPerTrigger
154.0,125.0,10.0,1.0,0.5263157894736842,1.9
155.0,123.0,10.0,1.0,0.5263157894736842,1.9
156.0,116.0,10.0,1.0,0.5263157894736842,1.9
157.0,113.0,10.0,1.0,0.5263157894736842,1.9
158.0,110.0,9.0,1.0,0.47368421052631576,2.111111111111111
159.0,101.0,8.0,1.0,0.42105263157894735,2.375
160.0,104.0,8.0,1.0,0.42105263157894735,2.375
161.0,100.0,7.0,1.0,0.3684210526315789,2.7142857142857144
162.0,94.0,7.0,1.0,0.3684210526315789,2.7142857142857144
163.0,90.0,7.0,1.0,0.3684210526315789,2.7142857142857144
164.0,93.0,7.0,1.0,0.3684210526315789,2.7142857142857144
165.0,93.0,6.0,1.0,0.3157894736842105,3.1666666666666665
166.0,94.0,5.0,1.0,0.2631578947368421,3.8
167.0,95.0,4.0,1.0,0.21052631578947367,4.75
168.0,97.0,4.0,1.0,0.21052631578947367,4.75
169.0,107.0,4.0,1.0,0.21052631578947367,4.75
170.0,117.0,4.0,1.0,0.21052631578947367,4.75
171.0,122.0,4.0,1.0,0.21052631578947367,4.75
172.0,119.0,3.0,1.0,0.15789473684210525,6.333333333333333
173.0,119.0,3.0,1.0,0.15789473684210525,6.333333333333333
174.0,123.0,4.0,1.0,0.21052631578947367,4.75
175.0,123.0,4.0,1.0,0.21052631578947367,4.75
176.0,126.0,4.0,1.0,0.21052631578947367,4.75
177.0,123.0,4.0,1.0,0.21052631578947367,4.75
178.0,127.0,4.0,1.0,0.21052631578947367,4.75
179.0,122.0,4.0,1.0,0.21052631578947367,4.75
180.0,125.0,4.0,1.0,0.21052631578947367,4.75
181.0,125.0,4.0,1.0,0.21052631578947367,4.75
182.0,122.0,5.0,1.0,0.2631578947368421,3.8
183.0,122.0,5.0,1.0,0.2631578947368421,3.8
184.0,121.0,5.0,1.0,0.2631578947368421,3.8
185.0,120.0,5.0,1.0,0.2631578947368421,3.8
186.0,121.0,5.0,1.0,0.2631578947368421,3.8
187.0,123.0,5.0,1.0,0.2631578947368421,3.8
188.0,119.0,5.0,1.0,0.2631578947368421,3.8
189.0,114.0,5.0,1.0,0.2631578947368421,3.8
190.0,117.0,5.0,1.0,0.2631578947368421,3.8
191.0,120.0,5.0,1.0,0.2631578947368421,3.8
192.0,115.0,5.0,1.0,0.2631578947368421,3.8
193.0,114.0,5.0,1.0,0.2631578947368421,3.8
194.0,118.0,4.0,1.0,0.21052631578947367,4.75
195.0,119.0,4.0,1.0,0.21052631578947367,4.75
196.0,121.0,4.0,1.0,0.21052631578947367,4.75
197.0,116.0,4.0,1.0,0.21052631578947367,4.75
198.0,117.0,4.0,1.0,0.21052631578947367,4.75
199.0,114.0,4.0,1.0,0.21052631578947367,4.75
200.0,118.0,4.0,1.0,0.21052631578947367,4.75
201.0,117.0,4.0,1.0,0.21052631578947367,4.75
202.0,114.0,3.0,1.0,0.15789473684210525,6.333333333333333
203.0,117.0,3.0,1.0,0.15789473684210525,6.333333333333333
204.0,113.0,2.0,1.0,0.10526315789473684,9.5
205.0,111.0,2.0,1.0,0.10526315789473684,9.5
206.0,110.0,2.0,1.0,0.10526315789473684,9.5
207.0,113.0,2.0,1.0,0.10526315789473684,9.5
208.0,111.0,2.0,1.0,0.10526315789473684,9.5
209.0,104.0,3.0,1.0,0.15789473684210525,6.333333333333333
210.0,104.0,3.0,1.0,0.15789473684210525,6.333333333333333
211.0,109.0,2.0,1.0,0.10526315789473684,9.5
212.0,115.0,2.0,1.0,0.10526315789473684,9.5
213.0,111.0,1.0,1.0,0.05263157894736842,19.0
214.0,114.0,2.0,1.0,0.10526315789473684,9.5
215.0,119.0,3.0,1.0,0.15789473684210525,6.333333333333333
216.0,124.0,3.0,1.0,0.15789473684210525,6.333333333333333
217.0,126.0,3.0,1.0,0.15789473684210525,6.333333333333333
218.0,129.0,3.0,1.0,0.15789473684210525,6.333333333333333
219.0,130.0,3.0,1.0,0.15789473684210525,6.333333333333333
220.0,137.0,3.0,1.0,0.15789473684210525,6.333333333333333
221.0,141.0,3.0,1.0,0.15789473684210525,6.333333333333333
222.0,142.0,3.0,1.0,0.15789473684210525,6.333333333333333
223.0,150.0,3.0,1.0,0.15789473684210525,6.333333333333333
224.0,148.0,4.0,1.0,0.21052631578947367,4.75
225.0,147.0,5.0,1.0,0.2631578947368421,3.8
226.0,146.0,5.0,1.0,0.2631578947368421,3.8
227.0,146.0,5.0,1.0,0.2631578947368421,3.8
228.0,149.0,5.0,1.0,0.2631578947368421,3.8
229.0,147.0,4.0,1.0,0.21052631578947367,4.75
230.0,150.0,4.0,1.0,0.21052631578947367,4.75
231.0,149.0,5.0,1.0,0.2631578947368421,3.8
232.0,155.0,6.0,1.0,0.3157894736842105,3.1666666666666665
233.0,152.0,7.0,1.0,0.3684210526315789,2.7142857142857144
234.0,153.0,7.0,1.0,0.3684210526315789,2.7142857142857144
235.0,156.0,7.0,1.0,0.3684210526315789,2.7142857142857144
236.0,157.0,7.0,1.0,0.3684210526315789,2.7142857142857144
237.0,155.0,7.0,1.0,0.3684210526315789,2.7142857142857144
238.0,147.0,7.0,1.0,0.3684210526315789,2.7142857142857144
239.0,141.0,7.0,1.0,0.3684210526315789,2.7142857142857144
240.0,135.0,7.0,1.0,0.3684210526315789,2.7142857142857144
241.0,131.0,7.0,1.0,0.3684210526315789,2.7142857142857144
242.0,123.0,7.0,1.0,0.3684210526315789,2.7142857142857144
243.0,122.0,7.0,1.0,0.3684210526315789,2.7142857142857144
244.0,123.0,6.0,1.0,0.3157894736842105,3.1666666666666665
245.0,121.0,6.0,1.0,0.3157894736842105,3.1666666666666665
246.0,119.0,6.0,1.0,0.3157894736842105,3.1666666666666665
247.0,124.0,7.0,1.0,0.3684210526315789,2.7142857142857144
248.0,131.0,7.0,1.0,0.3684210526315789,2.7142857142857144
249.0,129.0,8.0,1.0,0.42105263157894735,2.375
250.0,126.0,8.0,1.0,0.42105263157894735,2.375
251.0,119.0,8.0,1.0,0.42105263157894735,2.375
252.0,122.0,7.0,1.0,0.3684210526315789,2.7142857142857144
253.0,118.0,7.0,1.0,0.3684210526315789,2.7142857142857144
254.0,116.0,6.0,1.0,0.3157894736842105,3.1666666666666665
255.0,117.0,5.0,1.0,0.2631578947368421,3.8
256.0,124.0,5.0,1.0,0.2631578947368421,3.8
257.0,126.0,5.0,1.0,0.2631578947368421,3.8
258.0,128.0,6.0,1.0,0.3157894736842105,3.1666666666666665
259.0,132.0,6.0,1.0,0.3157894736842105,3.1666666666666665
260.0,129.0,6.0,1.0,0.3157894736842105,3.1666666666666665
261.0,130.0,7.0,1.0,0.3684210526315789,2.7142857142857144
262.0,130.0,8.0,1.0,0.42105263157894735,2.375
263.0,131.0,9.0,1.0,0.47368421052631576,2.111111111111111
264.0,135.0,9.0,1.0,0.47368421052631576,2.111111111111111
265.0,139.0,8.0,1.0,0.42105263157894735,2.375
266.0,135.0,9.0,1.0,0.47368421052631576,2.111111111111111
267.0,130.0,8.0,1.0,0.42105263157894735,2.375
268.0,131.0,9.0,1.0,0.47368421052631576,2.111111111111111
269.0,128.0,8.0,1.0,0.42105263157894735,2.375
270.0,132.0,8.0,1.0,0.42105263157894735,2.375
271.0,135.0,7.0,1.0,0.3684210526315789,2.7142857142857144
272.0,137.0,8.0,1.0,0.42105263157894735,2.375
273.0,136.0,8.0,1.0,0.42105263157894735,2.375
274.0,137.0,8.0,1.0,0.42105263157894735,2.375
275.0,128.0,8.0,1.0,0.42105263157894735,2.375
276.0,130.0,8.0,1.0,0.42105263157894735,2.375
277.0,122.0,8.0,1.0,0.42105263157894735,2.375
278.0,117.0,7.0,1.0,0.3684210526315789,2.7142857142857144
279.0,122.0,8.0,1.0,0.42105263157894735,2.375
280.0,126.0,8.0,1.0,0.42105263157894735,2.375
281.0,130.0,7.0,1.0,0.3684210526315789,2.7142857142857144
282.0,129.0,7.0,1.0,0.3684210526315789,2.7142857142857144
283.0,124.0,6.0,1.0,0.3157894736842105,3.1666666666666665
284.0,127.0,7.0,1.0,0.3684210526315789,2.7142857142857144
285.0,132.0,7.0,1.0,0.3684210526315789,2.7142857142857144
286.0,129.0,7.0,1.0,0.3684210526315789,2.7142857142857144
287.0,126.0,7.0,1.0,0.3684210526315789,2.7142857142857144
288.0,127.0,6.0,1.0,0.3157894736842105,3.1666666666666665
289.0,131.0,6.0,1.0,0.3157894736842105,3.1666666666666665
290.0,125.0,6.0,1.0,0.3157894736842105,3.1666666666666665
291.0,124.0,7.0,1.0,0.3684210526315789,2.7142857142857144
292.0,127.0,6.0,1.0,0.3157894736842105,3.1666666666666665
293.0,122.0,5.0,1.0,0.2631578947368421,3.8
294.0,124.0,5.0,1.0,0.2631578947368421,3.8
295.0,123.0,6.0,1.0,0.3157894736842105,3.1666666666666665
296.0,129.0,6.0,1.0,0.3157894736842105,3.1666666666666665
297.0,134.0,6.0,1.0,0.3157894736842105,3.1666666666666665
298.0,141.0,6.0,1.0,0.3157894736842105,3.1666666666666665
299.0,137.0,6.0,1.0,0.3157894736842105,3.1666666666666665
300.0,133.0,7.0,1.0,0.3684210526315789,2.7142857142857144
301.0,133.0,8.0,1.0,0.42105263157894735,2.375
302.0,130.0,7.0,1.0,0.3684210526315789,2.7142857142857144
303.0,123.0,7.0,1.0,0.3684210526315789,2.7142857142857144
304.0,111.0,6.0,1.0,0.3157894736842105,3.1666666666666665
305.0,113.0,6.0,1.0,0.3157894736842105,3.1666666666666665
306.0,115.0,5.0,1.0,0.2631578947368421,3.8
307.0,120.0,5.0,1.0,0.2631578947368421,3.8
308.0,116.0,6.0,1.0,0.3157894736842105,3.1666666666666665
309.0,120.0,6.0,1.0,0.3157894736842105,3.1666666666666665
310.0,118.0,7.0,1.0,0.3684210526315789,2.7142857142857144
311.0,117.0,6.0,1.0,0.3157894736842105,3.1666666666666665
312.0,122.0,6.0,1.0,0.3157894736842105,3.1666666666666665
313.0,129.0,6.0,1.0,0.3157894736842105,3.1666666666666665
314.0,132.0,7.0,1.0,0.3684210526315789,2.7142857142857144
315.0,133.0,6.0,1.0,0.3157894736842105,3.1666666666666665
316.0,127.0,7.0,1.0,0.3684210526315789,2.7142857142857144
317.0,117.0,7.0,1.0,0.3684210526315789,2.7142857142857144
318.0,122.0,7.0,1.0,0.3684210526315789,2.7142857142857144
319.0,129.0,6.0,1.0,0.3157894736842105,3.1666666666666665
320.0,126.0,6.0,1.0,0.3157894736842105,3.1666666666666665
321.0,130.0,6.0,1.0,0.3157894736842105,3.1666666666666665
322.0,134.0,6.0,1.0,0.3157894736842105,3.1666666666666665
323.0,135.0,6.0,1.0,0.3157894736842105,3.1666666666666665
324.0,135.0,6.0,1.0,0.3157894736842105,3.1666666666666665
325.0,136.0,7.0,1.0,0.3684210526315789,2.7142857142857144
326.0,129.0,8.0,1.0,0.42105263157894735,2.375
327.0,128.0,9.0,1.0,0.47368421052631576,2.111111111111111
328.0,129.0,9.0,1.0,0.47368421052631576,2.111111111111111
329.0,131.0,9.0,1.0,0.47368421052631576,2.111111111111111
330.0,127.0,8.0,1.0,0.42105263157894735,2.375
331.0,119.0,8.0,1.0,0.42105263157894735,2.375
332.0,112.0,8.0,1.0,0.42105263157894735,2.375
333.0,107.0,8.0,1.0,0.42105263157894735,2.375
334.0,109.0,7.0,1.0,0.3684210526315789,2.7142857142857144
335.0,110.0,8.0,1.0,0.42105263157894735,2.375
336.0,110.0,7.0,1.0,0.3684210526315789,2.7142857142857144
337.0,113.0,7.0,1.0,0.3684210526315789,2.7142857142857144
338.0,110.0,7.0,1.0,0.3684210526315789,2.7142857142857144
339.0,109.0,7.0,1.0,0.3684210526315789,2.7142857142857144
340.0,108.0,7.0,1.0,0.3684210526315789,2.7142857142857144
341.0,106.0,7.0,1.0,0.3684210526315789,2.7142857142857144
342.0,112.0,7.0,1.0,0.3684210526315789,2.7142857142857144
343.0,109.0,7.0,1.0,0.3684210526315789,2.7142857142857144
344.0,100.0,7.0,1.0,0.3684210526315789,2.7142857142857144
345.0,100.0,6.0,1.0,0.3157894736842105,3.1666666666666665
346.0,95.0,5.0,1.0,0.2631578947368421,3.8
347.0,92.0,4.0,1.0,0.21052631578947367,4.75
348.0,91.0,3.0,1.0,0.15789473684210525,6.333333333333333
349.0,91.0,4.0,1.0,0.21052631578947367,4.75
350.0,101.0,4.0,1.0,0.21052631578947367,4.75
351.0,99.0,5.0,1.0,0.2631578947368421,3.8
352.0,102.0,5.0,1.0,0.2631578947368421,3.8
353.0,99.0,5.0,1.0,0.2631578947368421,3.8
354.0,106.0,6.0,1.0,0.3157894736842105,3.1666666666666665
355.0,107.0,5.0,1.0,0.2631578947368421,3.8
356.0,103.0,6.0,1.0,0.3157894736842105,3.1666666666666665
357.0,104.0,6.0,1.0,0.3157894736842105,3.1666666666666665
358.0,105.0,6.0,1.0,0.3157894736842105,3.1666666666666665
359.0,103.0,6.0,1.0,0.3157894736842105,3.1666666666666665
360.0,95.0,5.0,1.0,0.2631578947368421,3.8
361.0,95.0,4.0,1.0,0.21052631578947367,4.75
362.0,96.0,5.0,1.0,0.2631578947368421,3.8
363.0,103.0,6.0,1.0,0.3157894736842105,3.1666666666666665
364.0,105.0,7.0,1.0,0.3684210526315789,2.7142857142857144
365.0,109.0,7.0,1.0,0.3684210526315789,2.7142857142857144
366.0,106.0,7.0,1.0,0.3684210526315789,2.7142857142857144
367.0,102.0,7.0,1.0,0.3684210526315789,2.7142857142857144
368.0,103.0,7.0,1.0,0.3684210526315789,2.7142857142857144
369.0,94.0,6.0,1.0,0.3157894736842105,3.1666666666666665
370.0,100.0,6.0,1.0,0.3157894736842105,3.1666666666666665
371.0,99.0,5.0,1.0,0.2631578947368421,3.8
372.0,99.0,6.0,1.0,0.3157894736842105,3.1666666666666665
373.0,102.0,6.0,1.0,0.3157894736842105,3.1666666666666665
374.0,98.0,5.0,1.0,0.2631578947368421,3.8
375.0,97.0,5.0,1.0,0.2631578947368421,3.8
376.0,96.0,4.0,1.0,0.21052631578947367,4.75
377.0,101.0,4.0,1.0,0.21052631578947367,4.75
378.0,102.0,4.0,1.0,0.21052631578947367,4.75
379.0,109.0,5.0,1.0,0.2631578947368421,3.8
380.0,107.0,6.0,1.0,0.3157894736842105,3.1666666666666665
381.0,107.0,6.0,1.0,0.3157894736842105,3.1666666666666665
382.0,103.0,5.0,1.0,0.2631578947368421,3.8
383.0,97.0,4.0,1.0,0.21052631578947367,4.75
384.0,97.0,3.0,1.0,0.15789473684210525,6.333333333333333
385.0,98.0,3.0,1.0,0.15789473684210525,6.333333333333333
386.0,106.0,3.0,1.0,0.15789473684210525,6.333333333333333
387.0,104.0,3.0,1.0,0.15789473684210525,6.333333333333333
388.0,107.0,4.0,1.0,0.21052631578947367,4.75
389.0,110.0,4.0,1.0,0.21052631578947367,4.75
390.0,110.0,4.0,1.0,0.21052631578947367,4.75
391.0,113.0,4.0,1.0,0.21052631578947367,4.75
392.0,106.0,3.0,1.0,0.15789473684210525,6.333333333333333
393.0,113.0,3.0,1.0,0.15789473684210525,6.333333333333333
394.0,119.0,3.0,1.0,0.15789473684210525,6.333333333333333
395.0,119.0,3.0,1.0,0.15789473684210525,6.333333333333333
396.0,119.0,3.0,1.0,0.15789473684210525,6.333333333333333
397.0,121.0,4.0,1.0,0.21052631578947367,4.75
398.0,120.0,4.0,1.0,0.21052631578947367,4.75
399.0,121.0,4.0,1.0,0.21052631578947367,4.75
400.0,127.0,4.0,1.0,0.21052631578947367,4.75
401.0,131.0,5.0,1.0,0.2631578947368421,3.8
402.0,140.0,5.0,1.0,0.2631578947368421,3.8
403.0,144.0,5.0,1.0,0.2631578947368421,3.8
404.0,148.0,6.0,1.0,0.3157894736842105,3.1666666666666665
405.0,147.0,6.0,1.0,0.3157894736842105,3.1666666666666665
406.0,155.0,6.0,1.0,0.3157894736842105,3.1666666666666665
407.0,158.0,7.0,1.0,0.3684210526315789,2.7142857142857144
408.0,153.0,7.0,1.0,0.3684210526315789,2.7142857142857144
409.0,156.0,7.0,1.0,0.3684210526315789,2.7142857142857144
410.0,153.0,7.0,1.0,0.3684210526315789,2.7142857142857144
411.0,149.0,7.0,1.0,0.3684210526315789,2.7142857142857144
412.0,143.0,7.0,1.0,0.3684210526315789,2.7142857142857144
413.0,131.0,7.0,1.0,0.3684210526315789,2.7142857142857144
414.0,131.0,7.0,1.0,0.3684210526315789,2.7142857142857144
415.0,126.0,7.0,1.0,0.3684210526315789,2.7142857142857144
416.0,124.0,7.0,1.0,0.3684210526315789,2.7142857142857144
417.0,126.0,6.0,1.0,0.3157894736842105,3.1666666666666665
418.0,122.0,6.0,1.0,0.3157894736842105,3.1666666666666665
419.0,118.0,5.0,1.0,0.2631578947368421,3.8
420.0,119.0,4.0,1.0,0.21052631578947367,4.75
421.0,115.0,3.0,1.0,0.15789473684210525,6.333333333333333
422.0,119.0,4.0,1.0,0.21052631578947367,4.75
423.0,115.0,5.0,1.0,0.2631578947368421,3.8
424.0,117.0,4.0,1.0,0.21052631578947367,4.75
425.0,112.0,4.0,1.0,0.21052631578947367,4.75
426.0,111.0,4.0,1.0,0.21052631578947367,4.75
427.0,109.0,3.0,1.0,0.15789473684210525,6.333333333333333
428.0,105.0,2.0,1.0,0.10526315789473684,9.5
429.0,105.0,2.0,1.0,0.10526315789473684,9.5
430.0,105.0,2.0,1.0,0.10526315789473684,9.5
431.0,108.0,2.0,1.0,0.10526315789473684,9.5
432.0,110.0,2.0,1.0,0.10526315789473684,9.5
433.0,110.0,2.0,1.0,0.10526315789473684,9.5
434.0,110.0,3.0,1.0,0.15789473684210525,6.333333333333333
435.0,111.0,4.0,1.0,0.21052631578947367,4.75
436.0,113.0,5.0,1.0,0.2631578947368421,3.8
