longitude,latitude,t2m,rh,valid_time,t2m_cel,t2m_fah,hi_fah,hi_cel
67.0,25.0,288.4454,17.7,2020-01-01 00:00:00,15.3,59.53,56.0,13.33
67.0,25.0,292.2571,14.7,2020-01-01 06:00:00,19.11,66.39,63.4,17.44
67.0,25.0,292.77908,16.2,2020-01-01 12:00:00,19.63,67.33,64.5,18.06
67.0,25.0,289.3042,21.9,2020-01-01 18:00:00,16.15,61.08,57.9,14.39
67.0,25.0,289.42123,23.1,2020-01-02 00:00:00,16.27,61.29,58.2,14.56
67.0,25.0,292.66544,18.4,2020-01-02 06:00:00,19.52,67.13,64.4,18.0
67.0,25.0,291.97125,21.3,2020-01-02 12:00:00,18.82,65.88,63.2,17.33
67.0,25.0,288.6629,25.6,2020-01-02 18:00:00,15.51,59.92,56.8,13.78
67.0,25.0,287.45288,31.1,2020-01-03 00:00:00,14.3,57.75,54.7,12.61
67.0,25.0,294.49255,20.9,2020-01-03 06:00:00,21.34,70.42,68.1,20.06
67.0,25.0,294.59088,30.4,2020-01-03 12:00:00,21.44,70.59,68.8,20.44
67.0,25.0,290.41046,60.1,2020-01-03 18:00:00,17.26,63.07,61.9,16.61
67.0,25.0,289.00058,72.0,2020-01-04 00:00:00,15.85,60.53,59.7,15.39
67.0,25.0,295.19397,51.9,2020-01-04 06:00:00,22.04,71.68,71.0,21.67
67.0,25.0,295.2673,61.2,2020-01-04 12:00:00,22.12,71.81,71.6,22.0
67.0,25.0,291.85632,81.1,2020-01-04 18:00:00,18.71,65.67,65.7,18.72
67.0,25.0,289.79068,89.6,2020-01-05 00:00:00,16.64,61.95,62.1,16.72
67.0,25.0,295.9434,60.8,2020-01-05 06:00:00,22.79,73.03,72.9,22.72
67.0,25.0,297.0125,54.1,2020-01-05 12:00:00,23.86,74.95,74.7,23.72
67.0,25.0,291.82422,75.0,2020-01-05 18:00:00,18.67,65.61,65.4,18.56
67.0,25.0,290.63632,49.3,2020-01-06 00:00:00,17.49,63.48,61.8,16.56
67.0,25.0,295.00165,40.0,2020-01-06 06:00:00,21.85,71.33,70.0,21.11
67.0,25.0,298.10095,31.6,2020-01-06 12:00:00,24.95,76.91,75.8,24.33
67.0,25.0,290.7765,49.8,2020-01-06 18:00:00,17.63,63.73,62.1,16.72
67.0,25.0,288.22488,59.0,2020-01-07 00:00:00,15.07,59.13,57.5,14.17
67.0,25.0,291.05457,54.9,2020-01-07 06:00:00,17.9,64.23,62.9,17.17
67.0,25.0,293.50317,51.0,2020-01-07 12:00:00,20.35,68.64,67.6,19.78
67.0,25.0,288.7591,69.7,2020-01-07 18:00:00,15.61,60.1,59.1,15.06
67.0,25.0,287.1298,76.6,2020-01-08 00:00:00,13.98,57.16,56.2,13.44
67.0,25.0,294.46106,32.9,2020-01-08 06:00:00,21.31,70.36,68.6,20.33
67.0,25.0,295.7715,10.3,2020-01-08 12:00:00,22.62,72.72,70.2,21.22
67.0,25.0,289.15637,34.0,2020-01-08 18:00:00,16.01,60.81,58.2,14.56
67.0,25.0,286.63263,41.5,2020-01-09 00:00:00,13.48,56.27,53.5,11.94
67.0,25.0,293.14804,14.2,2020-01-09 06:00:00,20.0,68.0,65.2,18.44
67.0,25.0,294.88138,11.0,2020-01-09 12:00:00,21.73,71.12,68.4,20.22
67.0,25.0,287.38278,20.8,2020-01-09 18:00:00,14.23,57.62,54.1,12.28
67.0,25.0,287.0795,25.3,2020-01-10 00:00:00,13.93,57.07,53.7,12.06
67.0,25.0,293.03784,18.3,2020-01-10 06:00:00,19.89,67.8,65.1,18.39
67.0,25.0,293.8797,19.2,2020-01-10 12:00:00,20.73,69.31,66.8,19.33
67.0,25.0,290.01196,26.8,2020-01-10 18:00:00,16.86,62.35,59.5,15.28
67.0,25.0,289.89578,27.1,2020-01-11 00:00:00,16.75,62.14,59.3,15.17
67.0,25.0,294.54465,18.6,2020-01-11 06:00:00,21.39,70.51,68.1,20.06
67.0,25.0,296.8557,14.7,2020-01-11 12:00:00,23.71,74.67,72.5,22.5
67.0,25.0,290.9443,20.5,2020-01-11 18:00:00,17.79,64.03,61.1,16.17
67.0,25.0,288.4089,28.5,2020-01-12 00:00:00,15.26,59.47,56.5,13.61
67.0,25.0,294.4257,20.9,2020-01-12 06:00:00,21.28,70.3,68.0,20.0
67.0,25.0,288.5226,50.2,2020-01-12 12:00:00,15.37,59.67,57.7,14.28
67.0,25.0,287.7028,48.9,2020-01-12 18:00:00,14.55,58.2,56.0,13.33
67.0,25.0,284.92865,77.3,2020-01-13 00:00:00,11.78,53.2,51.9,11.06
67.0,25.0,291.203,51.6,2020-01-13 06:00:00,18.05,64.5,63.1,17.28
67.0,25.0,291.46396,36.8,2020-01-13 12:00:00,18.31,64.97,62.9,17.17
67.0,25.0,287.37082,35.0,2020-01-13 18:00:00,14.22,57.6,54.7,12.61
67.0,25.0,284.85654,37.0,2020-01-14 00:00:00,11.71,53.07,49.8,9.89
67.0,25.0,291.02255,22.5,2020-01-14 06:00:00,17.87,64.17,61.3,16.28
67.0,25.0,293.78232,19.6,2020-01-14 12:00:00,20.63,69.14,66.7,19.28
67.0,25.0,287.8704,37.5,2020-01-14 18:00:00,14.72,58.5,55.8,13.22
67.0,25.0,286.44003,40.8,2020-01-15 00:00:00,13.29,55.92,53.1,11.72
67.0,25.0,291.93542,25.0,2020-01-15 06:00:00,18.79,65.81,63.3,17.39
67.0,25.0,293.28204,24.6,2020-01-15 12:00:00,20.13,68.24,65.9,18.83
67.0,25.0,288.67725,41.5,2020-01-15 18:00:00,15.53,59.95,57.6,14.22
67.0,25.0,286.12875,49.1,2020-01-16 00:00:00,12.98,55.36,52.9,11.61
67.0,25.0,291.8667,24.3,2020-01-16 06:00:00,18.72,65.69,63.1,17.28
67.0,25.0,293.82977,20.4,2020-01-16 12:00:00,20.68,69.22,66.8,19.33
67.0,25.0,288.01715,35.9,2020-01-16 18:00:00,14.87,58.76,56.0,13.33
67.0,25.0,285.0172,45.2,2020-01-17 00:00:00,11.87,53.36,50.5,10.28
67.0,25.0,292.42838,30.3,2020-01-17 06:00:00,19.28,66.7,64.5,18.06
67.0,25.0,293.27386,19.8,2020-01-17 12:00:00,20.12,68.22,65.7,18.72
67.0,25.0,287.7095,36.0,2020-01-17 18:00:00,14.56,58.21,55.4,13.0
67.0,25.0,286.3878,27.9,2020-01-18 00:00:00,13.24,55.83,52.4,11.33
67.0,25.0,294.01517,16.0,2020-01-18 06:00:00,20.87,69.56,67.0,19.44
67.0,25.0,295.65384,12.7,2020-01-18 12:00:00,22.5,72.51,70.1,21.17
67.0,25.0,289.48984,24.0,2020-01-18 18:00:00,16.34,61.41,58.4,14.67
67.0,25.0,287.79242,27.6,2020-01-19 00:00:00,14.64,58.36,55.2,12.89
67.0,25.0,294.68658,13.7,2020-01-19 06:00:00,21.54,70.77,68.2,20.11
67.0,25.0,295.89893,12.8,2020-01-19 12:00:00,22.75,72.95,70.5,21.39
67.0,25.0,290.17432,20.3,2020-01-19 18:00:00,17.02,62.64,59.6,15.33
67.0,25.0,287.59464,27.9,2020-01-20 00:00:00,14.44,58.0,54.8,12.67
67.0,25.0,294.03455,18.7,2020-01-20 06:00:00,20.88,69.59,67.1,19.5
67.0,25.0,295.0292,23.8,2020-01-20 12:00:00,21.88,71.38,69.3,20.72
67.0,25.0,290.43054,49.4,2020-01-20 18:00:00,17.28,63.1,61.4,16.33
67.0,25.0,289.2739,58.8,2020-01-21 00:00:00,16.12,61.02,59.6,15.33
67.0,25.0,295.13013,21.6,2020-01-21 06:00:00,21.98,71.56,69.4,20.78
67.0,25.0,297.25302,25.2,2020-01-21 12:00:00,24.1,75.39,73.8,23.22
67.0,25.0,291.61707,37.0,2020-01-21 18:00:00,18.47,65.24,63.2,17.33
67.0,25.0,290.15625,43.7,2020-01-22 00:00:00,17.01,62.61,60.6,15.89
67.0,25.0,295.4922,31.3,2020-01-22 06:00:00,22.34,72.22,70.6,21.44
67.0,25.0,296.2081,29.9,2020-01-22 12:00:00,23.06,73.5,72.0,22.22
67.0,25.0,291.17288,41.7,2020-01-22 18:00:00,18.02,64.44,62.5,16.94
67.0,25.0,289.7831,44.7,2020-01-23 00:00:00,16.63,61.94,59.9,15.5
67.0,25.0,295.9263,28.3,2020-01-23 06:00:00,22.78,73.0,71.3,21.83
67.0,25.0,297.31958,24.4,2020-01-23 12:00:00,24.17,75.51,73.9,23.28
67.0,25.0,291.7418,40.7,2020-01-23 18:00:00,18.59,65.47,63.6,17.56
67.0,25.0,290.03497,43.2,2020-01-24 00:00:00,16.88,62.39,60.4,15.78
67.0,25.0,296.80426,26.2,2020-01-24 06:00:00,23.65,74.58,73.0,22.78
67.0,25.0,297.2788,30.2,2020-01-24 12:00:00,24.13,75.43,74.1,23.39
67.0,25.0,292.48203,51.2,2020-01-24 18:00:00,19.33,66.8,65.6,18.67
67.0,25.0,291.0868,71.0,2020-01-25 00:00:00,17.94,64.29,63.8,17.67
67.0,25.0,298.2683,27.7,2020-01-25 06:00:00,25.12,77.21,75.9,24.39
67.0,25.0,297.92883,35.2,2020-01-25 12:00:00,24.78,76.6,75.6,24.22
67.0,25.0,293.11984,71.3,2020-01-25 18:00:00,19.97,67.95,67.8,19.89
67.0,25.0,291.79446,90.0,2020-01-26 00:00:00,18.64,65.56,66.0,18.89
67.0,25.0,298.65503,36.1,2020-01-26 06:00:00,25.51,77.91,77.1,25.06
67.0,25.0,297.8723,39.6,2020-01-26 12:00:00,24.72,76.5,75.7,24.28
67.0,25.0,294.18872,60.3,2020-01-26 18:00:00,21.04,69.87,69.4,20.78
67.0,25.0,292.03677,60.4,2020-01-27 00:00:00,18.89,66.0,65.1,18.39
67.0,25.0,296.48242,39.1,2020-01-27 06:00:00,23.33,74.0,72.9,22.72
67.0,25.0,295.7831,30.4,2020-01-27 12:00:00,22.63,72.74,71.1,21.72
67.0,25.0,292.02945,53.9,2020-01-27 18:00:00,18.88,65.98,64.8,18.22
67.0,25.0,288.6263,40.7,2020-01-28 00:00:00,15.48,59.86,57.5,14.17
67.0,25.0,293.25232,30.0,2020-01-28 06:00:00,20.1,68.18,66.1,18.94
67.0,25.0,293.6226,24.7,2020-01-28 12:00:00,20.47,68.85,66.6,19.22
67.0,25.0,289.40237,44.5,2020-01-28 18:00:00,16.25,61.25,59.2,15.11
67.0,25.0,287.463,38.9,2020-01-29 00:00:00,14.31,57.76,55.1,12.83
67.0,25.0,292.76224,24.5,2020-01-29 06:00:00,19.61,67.3,64.9,18.28
67.0,25.0,294.96692,21.0,2020-01-29 12:00:00,21.82,71.27,69.1,20.61
67.0,25.0,288.7011,47.6,2020-01-29 18:00:00,15.55,59.99,57.9,14.39
67.0,25.0,287.96237,31.5,2020-01-30 00:00:00,14.81,58.66,55.7,13.17
67.0,25.0,295.65027,18.5,2020-01-30 06:00:00,22.5,72.5,70.3,21.28
67.0,25.0,296.87778,16.0,2020-01-30 12:00:00,23.73,74.71,72.6,22.56
67.0,25.0,289.63977,46.7,2020-01-30 18:00:00,16.49,61.68,59.7,15.39
67.0,25.0,287.64206,51.5,2020-01-31 00:00:00,14.49,58.09,56.0,13.33
67.0,25.0,294.5641,26.3,2020-01-31 06:00:00,21.41,70.55,68.5,20.28
67.0,25.0,294.84058,27.6,2020-01-31 12:00:00,21.69,71.04,69.1,20.61
67.0,25.0,290.29343,45.4,2020-01-31 18:00:00,17.14,62.86,61.0,16.11
67.0,25.0,288.34525,71.8,2020-02-01 00:00:00,15.2,59.35,58.4,14.67
67.0,25.0,296.4348,17.8,2020-02-01 06:00:00,23.28,73.91,71.8,22.11
67.0,25.0,297.8846,16.8,2020-02-01 12:00:00,24.73,76.52,74.7,23.72
67.0,25.0,289.53116,32.3,2020-02-01 18:00:00,16.38,61.49,58.9,14.94
67.0,25.0,289.00366,31.4,2020-02-02 00:00:00,15.85,60.54,57.8,14.33
67.0,25.0,296.5543,16.2,2020-02-02 06:00:00,23.4,74.13,72.0,22.22
67.0,25.0,297.80014,13.3,2020-02-02 12:00:00,24.65,76.37,74.3,23.5
67.0,25.0,290.60962,37.3,2020-02-02 18:00:00,17.46,63.43,61.2,16.22
67.0,25.0,287.53238,55.1,2020-02-03 00:00:00,14.38,57.89,56.0,13.33
67.0,25.0,295.72473,22.1,2020-02-03 06:00:00,22.57,72.63,70.6,21.44
67.0,25.0,295.3192,35.7,2020-02-03 12:00:00,22.17,71.9,70.5,21.39
67.0,25.0,291.48428,76.4,2020-02-03 18:00:00,18.33,65.0,64.8,18.22
67.0,25.0,291.25497,71.8,2020-02-04 00:00:00,18.1,64.59,64.1,17.83
67.0,25.0,296.39706,43.2,2020-02-04 06:00:00,23.25,73.84,73.0,22.78
67.0,25.0,298.0038,33.3,2020-02-04 12:00:00,24.85,76.74,75.7,24.28
67.0,25.0,292.46906,35.3,2020-02-04 18:00:00,19.32,66.77,64.8,18.22
67.0,25.0,290.65546,36.7,2020-02-05 00:00:00,17.51,63.51,61.3,16.28
67.0,25.0,296.5867,24.2,2020-02-05 06:00:00,23.44,74.19,72.4,22.44
67.0,25.0,297.66278,20.7,2020-02-05 12:00:00,24.51,76.12,74.4,23.56
67.0,25.0,290.33487,39.5,2020-02-05 18:00:00,17.18,62.93,60.8,16.0
67.0,25.0,288.8598,52.7,2020-02-06 00:00:00,15.71,60.28,58.5,14.72
67.0,25.0,296.72226,32.0,2020-02-06 06:00:00,23.57,74.43,73.1,22.83
67.0,25.0,296.19473,30.9,2020-02-06 12:00:00,23.04,73.48,72.0,22.22
67.0,25.0,291.1587,68.2,2020-02-06 18:00:00,18.01,64.42,63.8,17.67
67.0,25.0,287.87924,85.0,2020-02-07 00:00:00,14.73,58.51,58.1,14.5
67.0,25.0,298.16815,18.2,2020-02-07 06:00:00,25.02,77.03,75.3,24.06
67.0,25.0,299.349,14.8,2020-02-07 12:00:00,26.2,79.16,77.5,25.28
67.0,25.0,290.14392,24.2,2020-02-07 18:00:00,16.99,62.59,59.7,15.39
67.0,25.0,289.85547,23.0,2020-02-08 00:00:00,16.71,62.07,59.1,15.06
