latitude,longitude,valid_time,t2m,rh,t2m_cel,t2m_fah,hi_fah,hi_cel
25.0,67.0,2021-01-01 00:00:00,286.42276,18.7,13.27,55.89,52.1,11.17
25.0,67.0,2021-01-01 06:00:00,294.79495,10.5,21.64,70.96,68.2,20.11
25.0,67.0,2021-01-01 12:00:00,294.93185,17.1,21.78,71.21,68.8,20.44
25.0,67.0,2021-01-01 18:00:00,286.2257,26.2,13.08,55.54,52.0,11.11
25.0,67.0,2021-01-02 00:00:00,286.67688,26.8,13.53,56.35,52.9,11.61
25.0,67.0,2021-01-02 06:00:00,294.8714,10.7,21.72,71.1,68.4,20.22
25.0,67.0,2021-01-02 12:00:00,295.2778,13.3,22.13,71.83,69.3,20.72
25.0,67.0,2021-01-02 18:00:00,285.38763,22.8,12.24,54.03,50.2,10.11
25.0,67.0,2021-01-03 00:00:00,284.336,39.5,11.19,52.13,48.9,9.39
25.0,67.0,2021-01-03 06:00:00,294.91724,14.6,21.77,71.18,68.7,20.39
25.0,67.0,2021-01-03 12:00:00,295.0841,14.7,21.93,71.48,69.0,20.56
25.0,67.0,2021-01-03 18:00:00,285.1656,35.6,12.02,53.63,50.4,10.22
25.0,67.0,2021-01-04 00:00:00,285.51083,31.1,12.36,54.25,50.8,10.44
25.0,67.0,2021-01-04 06:00:00,295.54092,10.6,22.39,72.3,69.7,20.94
25.0,67.0,2021-01-04 12:00:00,296.18713,15.6,23.04,73.47,71.3,21.83
25.0,67.0,2021-01-04 18:00:00,288.55325,41.3,15.4,59.73,57.3,14.06
25.0,67.0,2021-01-05 00:00:00,287.37115,31.7,14.22,57.6,54.5,12.5
25.0,67.0,2021-01-05 06:00:00,295.1748,19.8,22.02,71.64,69.4,20.78
25.0,67.0,2021-01-05 12:00:00,295.25818,24.7,22.11,71.79,69.8,21.0
25.0,67.0,2021-01-05 18:00:00,289.5349,49.2,16.38,61.49,59.7,15.39
25.0,67.0,2021-01-06 00:00:00,286.0124,63.9,12.86,55.15,53.4,11.89
25.0,67.0,2021-01-06 06:00:00,295.74573,13.9,22.6,72.67,70.3,21.28
25.0,67.0,2021-01-06 12:00:00,296.3867,17.8,23.24,73.83,71.7,22.06
25.0,67.0,2021-01-06 18:00:00,289.11102,26.9,15.96,60.73,57.8,14.33
25.0,67.0,2021-01-07 00:00:00,287.38776,32.9,14.24,57.63,54.6,12.56
25.0,67.0,2021-01-07 06:00:00,295.4217,18.4,22.27,72.09,69.9,21.06
25.0,67.0,2021-01-07 12:00:00,295.83762,16.2,22.69,72.84,70.6,21.44
25.0,67.0,2021-01-07 18:00:00,288.089,15.4,14.94,58.89,55.2,12.89
25.0,67.0,2021-01-08 00:00:00,284.94446,17.3,11.79,53.23,49.1,9.5
25.0,67.0,2021-01-08 06:00:00,292.9589,8.3,19.81,67.66,64.5,18.06
25.0,67.0,2021-01-08 12:00:00,294.85153,11.5,21.7,71.06,68.4,20.22
25.0,67.0,2021-01-08 18:00:00,286.03925,12.7,12.89,55.2,51.0,10.56
25.0,67.0,2021-01-09 00:00:00,284.31393,14.5,11.16,52.1,47.7,8.72
25.0,67.0,2021-01-09 06:00:00,294.80026,7.7,21.65,70.97,68.1,20.06
25.0,67.0,2021-01-09 12:00:00,295.86392,14.7,22.71,72.89,70.6,21.44
25.0,67.0,2021-01-09 18:00:00,287.48685,24.4,14.34,57.81,54.4,12.44
25.0,67.0,2021-01-10 00:00:00,286.6454,20.8,13.5,56.29,52.6,11.44
25.0,67.0,2021-01-10 06:00:00,295.233,13.1,22.08,71.75,69.2,20.67
25.0,67.0,2021-01-10 12:00:00,297.2213,10.0,24.07,75.33,73.0,22.78
25.0,67.0,2021-01-10 18:00:00,288.0129,18.1,14.86,58.75,55.2,12.89
25.0,67.0,2021-01-11 00:00:00,287.05603,17.6,13.91,57.03,53.3,11.83
25.0,67.0,2021-01-11 06:00:00,296.2315,10.1,23.08,73.55,71.1,21.72
25.0,67.0,2021-01-11 12:00:00,297.24042,10.3,24.09,75.36,73.1,22.83
25.0,67.0,2021-01-11 18:00:00,287.70645,29.7,14.56,58.2,55.1,12.83
25.0,67.0,2021-01-12 00:00:00,284.60544,19.5,11.46,52.62,48.5,9.17
25.0,67.0,2021-01-12 06:00:00,296.79782,8.8,23.65,74.57,72.1,22.28
25.0,67.0,2021-01-12 12:00:00,297.47247,12.9,24.32,75.78,73.7,23.17
25.0,67.0,2021-01-12 18:00:00,286.3171,38.2,13.17,55.7,52.8,11.56
25.0,67.0,2021-01-13 00:00:00,285.41675,36.7,12.27,54.08,50.9,10.5
25.0,67.0,2021-01-13 06:00:00,297.1984,12.7,24.05,75.29,73.1,22.83
25.0,67.0,2021-01-13 12:00:00,297.6878,21.9,24.54,76.17,74.5,23.61
25.0,67.0,2021-01-13 18:00:00,286.8435,59.4,13.69,56.65,54.8,12.67
25.0,67.0,2021-01-14 00:00:00,285.52844,70.1,12.38,54.28,52.7,11.5
25.0,67.0,2021-01-14 06:00:00,297.06897,22.3,23.92,75.05,73.3,22.94
25.0,67.0,2021-01-14 12:00:00,297.22418,35.3,24.07,75.33,74.2,23.44
25.0,67.0,2021-01-14 18:00:00,287.69528,73.3,14.55,58.18,57.1,13.94
25.0,67.0,2021-01-15 00:00:00,287.3874,60.4,14.24,57.63,55.9,13.28
25.0,67.0,2021-01-15 06:00:00,298.57327,6.5,25.42,77.76,75.5,24.17
25.0,67.0,2021-01-15 12:00:00,297.34644,19.2,24.2,75.55,73.7,23.17
25.0,67.0,2021-01-15 18:00:00,287.42224,62.8,14.27,57.69,56.1,13.39
25.0,67.0,2021-01-16 00:00:00,286.69504,30.6,13.55,56.38,53.2,11.78
25.0,67.0,2021-01-16 06:00:00,298.88513,5.8,25.74,78.32,76.1,24.5
25.0,67.0,2021-01-16 12:00:00,297.99222,12.2,24.84,76.72,74.7,23.72
25.0,67.0,2021-01-16 18:00:00,287.33856,33.3,14.19,57.54,54.6,12.56
25.0,67.0,2021-01-17 00:00:00,287.47058,45.0,14.32,57.78,55.4,13.0
25.0,67.0,2021-01-17 06:00:00,297.7616,26.4,24.61,76.3,74.9,23.83
25.0,67.0,2021-01-17 12:00:00,297.10516,35.7,23.96,75.12,74.0,23.33
25.0,67.0,2021-01-17 18:00:00,288.8965,84.3,15.75,60.34,60.0,15.56
25.0,67.0,2021-01-18 00:00:00,288.16614,86.2,15.02,59.03,58.7,14.83
25.0,67.0,2021-01-18 06:00:00,298.94574,9.1,25.8,78.43,76.4,24.67
25.0,67.0,2021-01-18 12:00:00,300.17575,11.3,27.03,80.65,78.9,26.06
25.0,67.0,2021-01-18 18:00:00,289.60037,20.7,16.45,61.61,58.4,14.67
25.0,67.0,2021-01-19 00:00:00,289.18137,17.7,16.03,60.86,57.5,14.17
25.0,67.0,2021-01-19 06:00:00,297.24585,12.1,24.1,75.37,73.2,22.89
25.0,67.0,2021-01-19 12:00:00,296.2072,45.9,23.06,73.5,72.7,22.61
25.0,67.0,2021-01-19 18:00:00,289.99847,82.9,16.85,62.33,62.2,16.78
25.0,67.0,2021-01-20 00:00:00,288.54034,88.4,15.39,59.7,59.5,15.28
25.0,67.0,2021-01-20 06:00:00,296.91586,49.7,23.77,74.78,74.3,23.5
25.0,67.0,2021-01-20 12:00:00,297.426,57.6,24.28,75.7,75.7,24.28
25.0,67.0,2021-01-20 18:00:00,291.14835,92.5,18.0,64.4,64.9,18.28
25.0,67.0,2021-01-21 00:00:00,290.36694,94.7,17.22,62.99,63.4,17.44
25.0,67.0,2021-01-21 06:00:00,297.78992,51.8,24.64,76.35,76.1,24.5
25.0,67.0,2021-01-21 12:00:00,297.0286,56.6,23.88,74.98,74.8,23.78
25.0,67.0,2021-01-21 18:00:00,292.39548,87.9,19.25,66.64,67.1,19.5
25.0,67.0,2021-01-22 00:00:00,292.30804,88.8,19.16,66.48,67.0,19.44
25.0,67.0,2021-01-22 06:00:00,298.6702,53.6,25.52,77.94,78.0,25.56
25.0,67.0,2021-01-22 12:00:00,298.29022,49.3,25.14,77.25,77.0,25.0
25.0,67.0,2021-01-22 18:00:00,290.42944,86.5,17.28,63.1,63.2,17.33
25.0,67.0,2021-01-23 00:00:00,290.84265,15.5,17.69,63.85,60.7,15.94
25.0,67.0,2021-01-23 06:00:00,296.8093,3.7,23.66,74.59,71.9,22.17
25.0,67.0,2021-01-23 12:00:00,297.2448,6.3,24.09,75.37,72.9,22.72
25.0,67.0,2021-01-23 18:00:00,287.05054,12.1,13.9,57.02,53.0,11.67
25.0,67.0,2021-01-24 00:00:00,286.0642,9.3,12.91,55.25,50.9,10.5
25.0,67.0,2021-01-24 06:00:00,296.38028,4.1,23.23,73.81,71.1,21.72
25.0,67.0,2021-01-24 12:00:00,296.54855,8.5,23.4,74.12,71.6,22.0
25.0,67.0,2021-01-24 18:00:00,288.23395,8.6,15.08,59.15,55.2,12.89
25.0,67.0,2021-01-25 00:00:00,284.24472,9.6,11.09,51.97,47.3,8.5
25.0,67.0,2021-01-25 06:00:00,295.78955,4.3,22.64,72.75,69.9,21.06
25.0,67.0,2021-01-25 12:00:00,295.9959,13.5,22.85,73.12,70.8,21.56
25.0,67.0,2021-01-25 18:00:00,287.00284,46.2,13.85,56.94,54.5,12.5
25.0,67.0,2021-01-26 00:00:00,283.8317,56.7,10.68,51.23,48.7,9.28
25.0,67.0,2021-01-26 06:00:00,295.39987,8.4,22.25,72.05,69.3,20.72
25.0,67.0,2021-01-26 12:00:00,296.50296,19.1,23.35,74.04,72.0,22.22
25.0,67.0,2021-01-26 18:00:00,286.93845,67.2,13.79,56.82,55.4,13.0
25.0,67.0,2021-01-27 00:00:00,285.74515,59.1,12.6,54.67,52.6,11.44
25.0,67.0,2021-01-27 06:00:00,296.03485,10.8,22.88,73.19,70.7,21.5
25.0,67.0,2021-01-27 12:00:00,296.82013,18.0,23.67,74.61,72.6,22.56
25.0,67.0,2021-01-27 18:00:00,286.46835,74.3,13.32,55.97,54.8,12.67
25.0,67.0,2021-01-28 00:00:00,285.04132,67.0,11.89,53.4,51.6,10.89
25.0,67.0,2021-01-28 06:00:00,296.05188,16.0,22.9,73.22,71.0,21.67
25.0,67.0,2021-01-28 12:00:00,297.00516,23.7,23.86,74.94,73.2,22.89
25.0,67.0,2021-01-28 18:00:00,286.622,70.4,13.47,56.25,54.9,12.72
25.0,67.0,2021-01-29 00:00:00,285.11368,66.9,11.96,53.53,51.7,10.94
25.0,67.0,2021-01-29 06:00:00,296.41434,19.0,23.26,73.88,71.9,22.17
25.0,67.0,2021-01-29 12:00:00,296.3611,30.4,23.21,73.78,72.3,22.39
25.0,67.0,2021-01-29 18:00:00,287.96515,70.4,14.82,58.67,57.5,14.17
25.0,67.0,2021-01-30 00:00:00,286.27625,76.0,13.13,55.63,54.5,12.5
25.0,67.0,2021-01-30 06:00:00,295.76486,29.6,22.61,72.71,71.1,21.72
25.0,67.0,2021-01-30 12:00:00,296.1752,38.5,23.03,73.45,72.3,22.39
25.0,67.0,2021-01-30 18:00:00,288.45105,79.9,15.3,59.54,58.9,14.94
25.0,67.0,2021-01-31 00:00:00,288.88565,83.5,15.74,60.32,60.0,15.56
25.0,67.0,2021-01-31 06:00:00,297.91153,38.0,24.76,76.57,75.7,24.28
25.0,67.0,2021-01-31 12:00:00,297.07144,51.9,23.92,75.06,74.7,23.72
25.0,67.0,2021-01-31 18:00:00,291.24246,82.9,18.09,64.57,64.6,18.11
25.0,67.0,2021-02-01 00:00:00,290.00146,90.8,16.85,62.33,62.5,16.94
25.0,67.0,2021-02-01 06:00:00,297.7591,50.0,24.61,76.3,76.0,24.44
25.0,67.0,2021-02-01 12:00:00,298.3437,49.8,25.19,77.35,77.1,25.06
25.0,67.0,2021-02-01 18:00:00,291.5641,90.5,18.41,65.15,65.6,18.67
25.0,67.0,2021-02-02 00:00:00,290.10635,91.1,16.96,62.52,62.8,17.11
25.0,67.0,2021-02-02 06:00:00,298.16797,44.2,25.02,77.03,76.5,24.72
