District_id,Year,Simulated_event,Observed_event,Observed_vhi,Ens_mean_vhi,Ens_sd_vhi
701,1983,1.0,0.0,36.425,33.351230769230774,3.167871512820259
701,1984,0.0,0.0,38.016,40.39405128205129,3.167687241433748
701,1985,1.0,1.0,23.744,22.168666666666663,3.208492603539314
701,1986,1.0,1.0,23.087,22.891230769230766,3.1673895218738846
701,1987,1.0,1.0,28.270999999999997,28.311999999999998,3.1863860246481717
701,1988,0.0,0.0,36.45400000000001,35.43379487179487,3.1696944218310907
701,1989,0.0,1.0,32.411,35.84405128205128,3.1978907147760323
701,1990,1.0,1.0,24.896000000000004,22.763794871794875,3.168242392240841
701,1991,1.0,0.0,34.00599999999999,33.403794871794865,3.1688414868548724
701,1992,0.0,0.0,52.991,52.34635897435898,3.1734000733626777
701,1993,0.0,0.0,45.993,44.90789743589744,3.1683119084283082
701,1994,0.0,0.0,41.583000000000006,35.58456410256411,3.3030611040075977
701,1995,0.0,0.0,41.152,,
701,1996,0.0,1.0,32.559000000000005,35.46405128205128,3.1766799711382836
701,1997,1.0,1.0,33.398,25.96328205128205,3.205228132696108
701,1998,0.0,0.0,59.47600000000001,60.620974358974365,3.207814101171763
701,1999,0.0,0.0,45.29,41.01123076923077,3.183311132750778
701,2000,1.0,1.0,22.895,22.494307692307693,3.172644558677124
701,2001,1.0,1.0,26.949,24.019179487179493,3.182548220145151
701,2002,1.0,1.0,28.110000000000003,25.777641025641028,3.167352615311342
701,2003,1.0,0.0,36.882,33.79738461538462,3.1765491647849653
701,2004,0.0,0.0,45.272,52.12558974358975,3.1678320316963133
701,2005,0.0,0.0,58.186,55.26943589743592,3.2719593346450524
701,2006,0.0,0.0,40.684,44.551487179487175,3.17746021689624
701,2007,0.0,0.0,46.682,51.41892307692308,3.1721629795892037
701,2008,0.0,0.0,55.275999999999996,60.398666666666664,3.1965329322508325
701,2009,0.0,0.0,52.347,55.49251282051281,3.1779446823878756
701,2010,0.0,0.0,40.545,42.103794871794875,3.1801342431904174
701,2011,0.0,0.0,46.265,46.93558974358975,3.183533230912846
701,2012,0.0,0.0,58.278999999999996,57.813282051282044,3.167760253498476
701,2013,0.0,0.0,41.962,42.38533333333334,3.213210355231575
701,2014,0.0,0.0,40.678999999999995,41.69969230769231,3.2082949634710594
701,2015,0.0,0.0,39.477,36.053538461538466,3.172756141150238
701,2016,1.0,1.0,33.822,32.969692307692306,3.1678455120176388
701,2017,1.0,1.0,32.16,31.07687179487179,3.208118940758154
701,2018,0.0,1.0,32.939,34.85225641025641,3.1770857129131556
701,2019,0.0,0.0,40.514,36.785076923076915,3.2022627048105745
701,2020,0.0,0.0,49.044000000000004,53.552512820512824,3.228038865495258
701,2021,0.0,0.0,40.62,45.66097435897435,3.216214923770365
702,1983,1.0,0.0,45.094,42.75715384615385,4.51362817025122
702,1984,0.0,0.0,63.754000000000005,72.20971794871795,4.640630251000762
702,1985,1.0,1.0,30.002999999999997,31.48817948717948,4.568456648386327
702,1986,1.0,1.0,29.180999999999994,30.3458717948718,4.509476319571158
702,1987,0.0,1.0,41.223000000000006,44.449974358974366,4.514109898942707
702,1988,1.0,1.0,37.283,31.90561538461539,4.508670874892173
702,1989,0.0,0.0,46.452999999999996,51.31920512820513,4.742396836383761
702,1990,1.0,1.0,45.028999999999996,41.984589743589744,4.565788660134533
702,1991,0.0,0.0,48.33,49.96279487179487,4.574993990173043
702,1992,1.0,0.0,46.869,40.35689743589743,4.575968384622261
702,1993,1.0,0.0,49.799,40.688692307692314,4.546262686983146
702,1994,0.0,0.0,52.75599999999999,48.06689743589743,4.981292077333715
702,1995,0.0,0.0,57.306000000000004,,
702,1996,0.0,1.0,39.766000000000005,43.516897435897434,4.507540302662385
702,1997,1.0,1.0,39.449000000000005,34.00792307692308,4.512542994480677
702,1998,0.0,0.0,70.167,71.77817948717947,4.50700081576442
702,1999,0.0,0.0,48.779999999999994,45.785358974358964,4.601287765705041
702,2000,1.0,1.0,42.138,41.9161282051282,4.701835654610373
702,2001,1.0,1.0,24.029999999999998,20.566384615384617,4.52742438033405
702,2002,1.0,1.0,34.765,31.471256410256412,4.661317568418567
702,2003,1.0,1.0,40.854,37.697923076923075,4.536615000378236
702,2004,0.0,0.0,45.996,52.13612820512821,4.731091906265965
702,2005,0.0,0.0,57.102,55.51228205128205,4.856743585444032
702,2006,0.0,1.0,34.272999999999996,43.477410256410245,4.549930834840287
702,2007,0.0,0.0,59.028999999999996,59.25151282051282,4.627868285306511
702,2008,0.0,0.0,49.620000000000005,57.274846153846156,4.94772151423755
702,2009,0.0,0.0,62.580999999999996,59.84561538461539,4.732060616003375
702,2010,0.0,0.0,46.615,44.35971794871794,4.515945231245246
702,2011,0.0,0.0,74.25399999999999,73.02125641025641,4.547475979190779
702,2012,0.0,0.0,68.175,72.27407692307692,4.736883879985462
702,2013,0.0,0.0,60.508,56.660230769230765,4.518685640981046
702,2014,0.0,0.0,49.553999999999995,52.305358974358974,4.559129941202289
702,2015,1.0,0.0,47.616,41.18100000000001,4.510720620224962
702,2016,0.0,0.0,52.386,49.93741025641025,4.5044295391998554
702,2017,0.0,0.0,46.62,47.56869230769231,4.781423005504093
702,2018,0.0,1.0,45.001999999999995,47.82458974358974,4.509562709686117
702,2019,0.0,0.0,54.367,48.68894871794872,4.610850736156271
702,2020,0.0,0.0,75.43900000000001,79.17612820512818,4.613266294889449
702,2021,0.0,0.0,56.709999999999994,64.11997435897433,4.520190871309207
703,1983,1.0,1.0,36.219,35.82107692307693,3.5289765960263115
703,1984,0.0,0.0,43.13,41.846717948717945,3.6152124451730656
703,1985,1.0,1.0,30.556,30.113897435897435,3.5296578958847284
703,1986,1.0,1.0,22.832,21.27671794871795,3.507489166694875
703,1987,1.0,1.0,31.179999999999996,31.48005128205128,3.530628010980827
703,1988,0.0,0.0,55.864,60.31979487179486,3.7749588837578116
703,1989,1.0,1.0,35.791000000000004,37.88620512820512,3.554503861613188
