District_id,Year,Simulated_event,Observed_event,Observed_vhi,Ens_mean_vhi,Ens_sd_vhi
701,1983,0.0,0.0,36.425,36.80605128205129,0.938208356728246
701,1984,0.0,0.0,38.016,38.20605128205129,0.9382083567282467
701,1985,1.0,1.0,23.744,23.743051282051276,0.9382083567282459
701,1986,1.0,1.0,23.087,23.435051282051276,0.9382083567282458
701,1987,1.0,1.0,28.270999999999997,26.948051282051285,0.9382083567282455
701,1988,0.0,0.0,36.45400000000001,38.19005128205129,0.938208356728246
701,1989,1.0,1.0,32.411,33.38005128205128,0.9382083567282459
701,1990,1.0,1.0,24.896000000000004,24.702051282051283,0.9382083567282464
701,1991,0.0,0.0,34.00599999999999,33.9200512820513,0.9382083567282459
701,1992,0.0,0.0,52.991,50.649051282051275,0.9382083567282465
701,1993,0.0,0.0,45.993,44.14505128205128,0.9382083567282458
701,1994,0.0,0.0,41.583000000000006,40.66005128205129,0.9382083567282453
701,1995,0.0,0.0,41.152,39.95410256410256,1.8764167133564917
701,1996,1.0,1.0,32.559000000000005,33.37005128205128,0.9382083567282465
701,1997,1.0,1.0,33.398,32.88005128205128,0.938208356728245
701,1998,0.0,0.0,59.47600000000001,59.337051282051284,0.9382083567282461
701,1999,0.0,0.0,45.29,44.62105128205129,0.9382083567282468
701,2000,1.0,1.0,22.895,22.682051282051287,0.9382083567282463
701,2001,1.0,1.0,26.949,27.04205128205128,0.9382083567282459
701,2002,1.0,1.0,28.110000000000003,28.982051282051287,0.9382083567282458
701,2003,0.0,0.0,36.882,38.17605128205127,0.9382083567282458
701,2004,0.0,0.0,45.272,47.667051282051276,0.9382083567282461
701,2005,0.0,0.0,58.186,59.14605128205129,0.9382083567282475
701,2006,0.0,0.0,40.684,41.15305128205128,0.9382083567282454
701,2007,0.0,0.0,46.682,46.63005128205129,0.9382083567282469
701,2008,0.0,0.0,55.275999999999996,56.85605128205127,0.9382083567282469
701,2009,0.0,0.0,52.347,52.11205128205128,0.9382083567282454
701,2010,0.0,0.0,40.545,41.64805128205127,0.9382083567282458
701,2011,0.0,0.0,46.265,45.87605128205128,0.9382083567282453
701,2012,0.0,0.0,58.278999999999996,57.63805128205128,0.9382083567282451
701,2013,0.0,0.0,41.962,41.439051282051295,0.9382083567282461
701,2014,0.0,0.0,40.678999999999995,39.98105128205129,0.9382083567282463
701,2015,0.0,0.0,39.477,39.30205128205127,0.9382083567282464
701,2016,1.0,1.0,33.822,32.94405128205127,0.9382083567282459
701,2017,1.0,1.0,32.16,32.565051282051286,0.9382083567282459
701,2018,1.0,1.0,32.939,33.45905128205129,0.9382083567282453
701,2019,0.0,0.0,40.514,40.21705128205129,0.938208356728246
701,2020,0.0,0.0,49.044000000000004,48.22605128205129,0.9382083567282462
701,2021,0.0,0.0,40.62,40.05305128205128,0.938208356728246
702,1983,1.0,0.0,45.094,45.00930769230769,1.4954771498169201
702,1984,0.0,0.0,63.754000000000005,65.19730769230767,1.4954771498169201
702,1985,1.0,1.0,30.002999999999997,28.349307692307686,1.4954771498169201
702,1986,1.0,1.0,29.180999999999994,28.073307692307697,1.4954771498169204
702,1987,1.0,1.0,41.223000000000006,38.760307692307684,1.4954771498169201
702,1988,1.0,1.0,37.283,36.58630769230769,1.4954771498169204
702,1989,0.0,0.0,46.452999999999996,45.9093076923077,1.4954771498169193
702,1990,1.0,1.0,45.028999999999996,44.36730769230769,1.4954771498169206
702,1991,0.0,0.0,48.33,47.9743076923077,1.4954771498169206
702,1992,0.0,0.0,46.869,45.96130769230769,1.4954771498169201
702,1993,0.0,0.0,49.799,48.33730769230768,1.495477149816921
702,1994,0.0,0.0,52.75599999999999,52.500307692307686,1.4954771498169195
702,1995,0.0,0.0,57.306000000000004,58.74061538461539,2.9909542995338403
