District_id,Year,Simulated_event,Observed_event,Observed_precip,Ens_mean_precip,Ens_sd_precip
701,1983,0.0,0.0,69.19,50.764102564102565,14.884138816208
701,1984,1.0,1.0,41.38999999999999,50.59410256410256,14.884138816207999
701,1985,0.0,1.0,44.76,50.67410256410256,14.884138816208003
701,1986,0.0,0.0,51.37,50.65410256410257,14.884138816208
701,1987,0.0,1.0,44.45,50.61410256410257,14.884138816207999
701,1988,0.0,1.0,38.21,50.63410256410257,14.884138816208
701,1989,1.0,1.0,41.89,50.59410256410256,14.884138816207999
701,1990,0.0,0.0,74.78,50.67410256410256,14.884138816208003
701,1991,0.0,0.0,60.55,50.644102564102575,14.884138816208
701,1992,0.0,0.0,61.17,50.65410256410257,14.884138816208
701,1993,0.0,0.0,49.18,50.63410256410257,14.884138816208
701,1994,0.0,1.0,41.949999999999996,50.644102564102575,14.884138816208
701,1995,0.0,0.0,46.04,50.65410256410257,14.884138816208
701,1996,0.0,0.0,54.809999999999995,50.65410256410257,14.884138816208
701,1997,0.0,0.0,70.80000000000001,50.644102564102575,14.884138816208
701,1998,0.0,0.0,57.690000000000005,50.68410256410257,14.884138816208
701,1999,0.0,0.0,80.16000000000001,50.65410256410257,14.884138816208
701,2000,0.0,1.0,39.69,50.65410256410257,14.884138816208
701,2001,0.0,1.0,40.2,50.66410256410256,14.884138816208
701,2002,1.0,1.0,32.94,50.60410256410256,14.884138816208003
701,2003,0.0,0.0,50.92,50.784102564102554,14.884138816208
701,2004,0.0,1.0,41.77,50.65410256410257,14.884138816208
701,2005,0.0,0.0,81.78999999999999,50.61410256410257,14.884138816207999
701,2006,0.0,0.0,51.34,50.61410256410257,14.884138816207999
701,2007,0.0,0.0,75.67,50.67410256410256,14.884138816208003
701,2008,0.0,0.0,68.10000000000001,50.61410256410257,14.884138816207999
701,2009,0.0,0.0,87.03999999999999,50.61410256410257,14.884138816207999
701,2010,0.0,0.0,54.739999999999995,50.61410256410257,14.884138816207999
701,2011,0.0,0.0,45.01,50.61410256410257,14.884138816207999
701,2012,0.0,1.0,43.87,51.02410256410256,14.884138816208
701,2013,0.0,0.0,63.66,50.61410256410257,14.884138816207999
701,2014,0.0,0.0,53.51,50.67410256410256,14.884138816208003
701,2015,0.0,0.0,64.95,50.61410256410257,14.884138816207999
701,2016,0.0,0.0,47.709999999999994,50.61410256410257,14.884138816207999
701,2017,1.0,0.0,69.68999999999998,50.59410256410256,14.884138816207999
701,2018,1.0,1.0,42.02,50.59410256410256,14.884138816207999
701,2019,0.0,0.0,109.35,50.624102564102564,14.884138816208
701,2020,0.0,0.0,67.44,51.17410256410256,14.884138816208003
701,2021,0.0,1.0,31.990000000000002,50.63410256410257,14.884138816208
702,1983,0.0,0.0,68.78,58.32410256410256,24.11113517825418
702,1984,0.0,0.0,53.86,56.924102564102554,24.11113517825418
702,1985,0.0,1.0,46.99000000000001,56.90410256410256,24.11113517825418
702,1986,0.0,1.0,44.910000000000004,56.934102564102574,24.111135178254184
702,1987,0.0,0.0,64.17,57.22410256410256,24.11113517825418
702,1988,0.0,1.0,50.83,56.94410256410256,24.11113517825418
702,1989,0.0,0.0,53.63,57.06410256410256,24.11113517825418
702,1990,0.0,0.0,69.83,57.01410256410257,24.111135178254187
702,1991,0.0,0.0,56.91,56.94410256410256,24.11113517825418
702,1992,0.0,0.0,67.71000000000001,56.884102564102555,24.11113517825418
702,1993,0.0,1.0,45.82,56.964102564102554,24.111135178254184
702,1994,0.0,1.0,43.47,56.884102564102555,24.11113517825418
702,1995,0.0,1.0,46.120000000000005,57.03410256410256,24.11113517825418
702,1996,0.0,1.0,46.55,56.924102564102554,24.11113517825418
702,1997,0.0,0.0,51.57,56.91410256410258,24.111135178254184
702,1998,0.0,0.0,57.61999999999999,56.97410256410256,24.11113517825418
702,1999,0.0,0.0,74.21,56.934102564102574,24.111135178254184
702,2000,0.0,1.0,39.67,56.964102564102554,24.111135178254184
702,2001,1.0,1.0,41.25,56.79410256410256,24.11113517825418
702,2002,1.0,1.0,43.81,56.634102564102555,24.11113517825418
702,2003,0.0,0.0,64.47999999999999,59.53410256410256,24.11113517825418
702,2004,0.0,1.0,44.4,57.184102564102574,24.111135178254184
702,2005,0.0,0.0,130.32999999999998,57.004102564102546,24.111135178254184
702,2006,1.0,0.0,72.2,56.644102564102575,24.111135178254184
702,2007,0.0,0.0,145.07999999999998,59.374102564102564,24.11113517825418
702,2008,1.0,1.0,49.36000000000001,56.65410256410256,24.11113517825418
702,2009,1.0,0.0,93.9,56.644102564102575,24.111135178254184
702,2010,1.0,0.0,54.71,56.77410256410256,24.11113517825418
702,2011,1.0,0.0,75.46000000000001,56.644102564102575,24.111135178254184
702,2012,1.0,1.0,34.660000000000004,56.78410256410256,24.11113517825418
702,2013,1.0,0.0,98.74,56.644102564102575,24.111135178254184
702,2014,0.0,0.0,67.6,57.804102564102564,24.11113517825418
702,2015,1.0,0.0,71.76,56.72410256410256,24.11113517825418
702,2016,0.0,0.0,230.91,57.58410256410257,24.111135178254184
702,2017,1.0,0.0,77.91,56.624102564102564,24.11113517825418
702,2018,0.0,0.0,63.04,63.40410256410256,24.11113517825418
702,2019,1.0,0.0,138.70999999999998,56.66410256410258,24.111135178254184
702,2020,0.0,0.0,167.86,63.504102564102546,24.111135178254184
702,2021,0.0,0.0,68.15,56.95410256410256,24.111135178254184
703,1983,0.0,0.0,73.33,58.7451282051282,17.428465350518632
703,1984,0.0,1.0,51.08,58.1551282051282,17.428465350518632
703,1985,0.0,1.0,47.52,58.205128205128204,17.428465350518636
703,1986,0.0,0.0,58.349999999999994,58.21512820512819,17.428465350518632
703,1987,0.0,0.0,60.17,58.205128205128204,17.428465350518636
703,1988,0.0,0.0,55.45,58.1551282051282,17.428465350518632
703,1989,0.0,0.0,55.580000000000005,58.18512820512821,17.428465350518632
703,1990,0.0,0.0,77.81,58.2551282051282,17.42846535051863
703,1991,0.0,0.0,79.94000000000001,58.6951282051282,17.428465350518632
703,1992,0.0,0.0,66.27,58.46512820512819,17.428465350518632
703,1993,0.0,0.0,69.82999999999998,58.1751282051282,17.428465350518632
703,1994,1.0,1.0,45.46,58.145128205128216,17.428465350518632
703,1995,0.0,1.0,54.23,58.18512820512821,17.428465350518632
703,1996,0.0,0.0,73.78999999999999,58.33512820512822,17.428465350518632
703,1997,0.0,0.0,63.35,58.1951282051282,17.428465350518632
703,1998,0.0,0.0,70.49999999999999,58.30512820512822,17.428465350518632
703,1999,0.0,0.0,74.38,58.1951282051282,17.428465350518632
703,2000,0.0,1.0,39.730000000000004,58.33512820512822,17.428465350518632
703,2001,0.0,1.0,47.089999999999996,58.27512820512819,17.428465350518636
703,2002,1.0,1.0,31.34,58.135128205128204,17.428465350518632
703,2003,0.0,1.0,53.86000000000001,58.51512820512821,17.428465350518632
703,2004,1.0,1.0,40.6,58.145128205128216,17.428465350518632
703,2005,1.0,0.0,109.99,58.145128205128216,17.428465350518632
703,2006,0.0,0.0,64.21000000000001,58.1551282051282,17.428465350518632
703,2007,0.0,0.0,79.66,59.02512820512819,17.428465350518636
703,2008,0.0,0.0,94.31,58.1751282051282,17.428465350518632
703,2009,1.0,0.0,88.77000000000001,58.145128205128216,17.428465350518632
703,2010,1.0,0.0,67.27,58.135128205128204,17.428465350518632
703,2011,1.0,0.0,79.48,58.135128205128204,17.428465350518632
703,2012,0.0,1.0,41.97,58.285128205128224,17.42846535051863
703,2013,1.0,0.0,69.73,58.135128205128204,17.428465350518632
703,2014,0.0,0.0,64.77,59.01512820512821,17.428465350518632
703,2015,1.0,1.0,54.85000000000001,58.12512820512822,17.428465350518632
703,2016,0.0,0.0,66.37,58.2451282051282,17.428465350518632
703,2017,1.0,0.0,87.16000000000003,58.12512820512822,17.428465350518632
703,2018,0.0,1.0,45.37,58.68512820512821,17.428465350518632
703,2019,1.0,0.0,124.99000000000001,58.135128205128204,17.428465350518632
703,2020,0.0,0.0,103.76,59.0051282051282,17.42846535051863
703,2021,0.0,1.0,36.05,58.59512820512822,17.428465350518632
704,1983,0.0,0.0,48.81,39.32794871794872,15.059187532154153
704,1984,0.0,0.0,53.53,39.297948717948714,15.059187532154153
704,1985,0.0,0.0,48.61,39.30794871794872,15.059187532154153
704,1986,0.0,0.0,40.39,39.297948717948714,15.059187532154153
704,1987,0.0,0.0,43.33,39.297948717948714,15.059187532154153
704,1988,0.0,1.0,39.559999999999995,39.32794871794872,15.059187532154153
704,1989,0.0,0.0,48.41,39.347948717948725,15.059187532154153
704,1990,0.0,0.0,61.25,39.287948717948716,15.059187532154153
704,1991,0.0,0.0,49.58,39.287948717948716,15.059187532154153
704,1992,0.0,0.0,51.64,39.30794871794872,15.059187532154153
704,1993,0.0,1.0,34.870000000000005,39.31794871794871,15.059187532154153
704,1994,0.0,1.0,38.64,39.30794871794872,15.059187532154153
704,1995,0.0,0.0,40.63,39.30794871794872,15.059187532154153
704,1996,0.0,0.0,47.96999999999999,39.21794871794872,15.059187532154153
704,1997,0.0,0.0,58.96,39.30794871794872,15.059187532154153
704,1998,0.0,0.0,49.2,39.297948717948714,15.059187532154153
704,1999,0.0,0.0,48.60000000000001,39.23794871794872,15.059187532154155
704,2000,0.0,1.0,29.17,39.23794871794872,15.059187532154155
704,2001,0.0,1.0,31.45,39.21794871794872,15.059187532154153
704,2002,1.0,1.0,27.94,39.18794871794873,15.059187532154153
704,2003,0.0,0.0,40.95,39.57794871794872,15.059187532154153
704,2004,1.0,1.0,30.560000000000002,39.19794871794873,15.059187532154153
704,2005,1.0,0.0,66.12,39.207948717948724,15.059187532154153
704,2006,1.0,1.0,37.709999999999994,39.167948717948725,15.059187532154153
704,2007,0.0,0.0,91.81,39.82794871794872,15.059187532154155
704,2008,1.0,1.0,32.309999999999995,39.17794871794872,15.059187532154155
704,2009,1.0,0.0,69.64,39.17794871794872,15.059187532154155
704,2010,1.0,1.0,34.1,39.17794871794872,15.059187532154155
704,2011,1.0,0.0,50.96999999999999,39.17794871794872,15.059187532154155
704,2012,1.0,1.0,26.740000000000002,39.17794871794872,15.059187532154155
704,2013,1.0,0.0,74.88,39.17794871794872,15.059187532154155
704,2014,0.0,1.0,37.010000000000005,39.30794871794872,15.059187532154153
704,2015,1.0,0.0,56.86,39.207948717948724,15.059187532154153
704,2016,0.0,0.0,82.59,39.33794871794872,15.059187532154153
704,2017,1.0,0.0,55.489999999999995,39.18794871794873,15.059187532154153
704,2018,0.0,1.0,38.47,40.457948717948724,15.059187532154153
704,2019,1.0,0.0,135.8,39.19794871794873,15.059187532154153
704,2020,0.0,0.0,94.03,41.42794871794872,15.059187532154155
704,2021,0.0,0.0,50.769999999999996,39.417948717948725,15.059187532154153
705,1983,0.0,0.0,93.79,63.10615384615385,18.35871785033498
705,1984,0.0,1.0,53.669999999999995,63.04615384615385,18.35871785033498
705,1985,0.0,1.0,55.9,63.10615384615385,18.35871785033498
705,1986,0.0,0.0,67.21000000000001,63.06615384615385,18.35871785033498
705,1987,0.0,0.0,64.59,63.23615384615387,18.358717850334976
705,1988,0.0,1.0,46.160000000000004,63.07615384615385,18.358717850334976
705,1989,0.0,1.0,47.919999999999995,63.03615384615383,18.35871785033498
705,1990,0.0,0.0,103.62,63.10615384615385,18.35871785033498
705,1991,0.0,0.0,62.39,63.06615384615385,18.35871785033498
705,1992,0.0,0.0,68.64999999999999,63.08615384615385,18.358717850334976
705,1993,0.0,0.0,66.1,63.056153846153826,18.35871785033498
705,1994,0.0,1.0,51.43,63.256153846153865,18.35871785033498
705,1995,0.0,0.0,60.00999999999999,63.03615384615383,18.35871785033498
705,1996,0.0,0.0,64.58999999999999,63.056153846153826,18.35871785033498
705,1997,1.0,0.0,100.29,62.98615384615387,18.358717850334976
705,1998,0.0,0.0,80.17,63.176153846153845,18.35871785033498
705,1999,0.0,0.0,72.63000000000001,63.06615384615385,18.35871785033498
705,2000,0.0,1.0,39.58,63.056153846153826,18.35871785033498
705,2001,0.0,1.0,48.28,63.04615384615385,18.35871785033498
705,2002,1.0,1.0,37.16000000000001,63.006153846153865,18.35871785033498
705,2003,0.0,0.0,57.779999999999994,63.61615384615384,18.35871785033498
705,2004,0.0,1.0,54.22,63.02615384615386,18.358717850334976
705,2005,1.0,0.0,98.13,63.016153846153834,18.358717850334976
705,2006,1.0,0.0,64.08,63.006153846153865,18.35871785033498
705,2007,0.0,0.0,84.58,63.09615384615385,18.35871785033498
705,2008,1.0,0.0,95.33,63.016153846153834,18.358717850334976
705,2009,0.0,0.0,111.1,63.04615384615385,18.35871785033498
705,2010,0.0,0.0,79.27999999999999,63.02615384615386,18.358717850334976
705,2011,1.0,1.0,41.24,63.006153846153865,18.35871785033498
705,2012,0.0,0.0,58.769999999999996,65.69615384615388,18.358717850334976
705,2013,1.0,0.0,100.15,63.016153846153834,18.358717850334976
705,2014,1.0,0.0,77.77,62.97615384615385,18.35871785033498
705,2015,1.0,0.0,62.800000000000004,62.956153846153846,18.35871785033498
705,2016,1.0,1.0,57.26,62.94615384615385,18.35871785033498
705,2017,1.0,0.0,76.14,62.94615384615385,18.35871785033498
705,2018,1.0,1.0,52.51,62.94615384615385,18.35871785033498
705,2019,0.0,0.0,104.91,63.02615384615386,18.358717850334976
705,2020,0.0,0.0,95.08,64.05615384615382,18.35871785033498
705,2021,1.0,1.0,40.599999999999994,63.016153846153834,18.358717850334976
706,1983,0.0,0.0,143.87,110.38102564102563,33.68397547919489
706,1984,1.0,1.0,102.44000000000001,107.98102564102565,33.68397547919489
706,1985,1.0,1.0,99.48,107.92102564102564,33.68397547919489
706,1986,0.0,0.0,120.28999999999999,108.03102564102562,33.683975479194885
706,1987,0.0,0.0,124.29,110.24102564102563,33.68397547919489
706,1988,0.0,1.0,115.32000000000001,107.99102564102563,33.68397547919489
706,1989,1.0,0.0,121.34,107.96102564102563,33.68397547919489
706,1990,0.0,0.0,163.25,109.62102564102565,33.68397547919489
706,1991,0.0,0.0,135.35999999999999,108.18102564102566,33.68397547919489
706,1992,0.0,0.0,139.29,109.79102564102563,33.68397547919489
706,1993,0.0,0.0,121.45000000000002,107.99102564102563,33.68397547919489
706,1994,1.0,1.0,93.82,107.60102564102566,33.683975479194885
706,1995,0.0,1.0,97.22,108.03102564102562,33.683975479194885
706,1996,0.0,0.0,116.3,108.19102564102566,33.68397547919489
706,1997,0.0,0.0,119.26,108.08102564102563,33.68397547919489
706,1998,0.0,0.0,117.38000000000001,108.75102564102563,33.68397547919489
706,1999,0.0,0.0,138.74,108.09102564102562,33.68397547919489
706,2000,0.0,1.0,72.77000000000001,108.11102564102562,33.683975479194885
706,2001,0.0,1.0,89.15,109.27102564102566,33.68397547919489
706,2002,1.0,1.0,76.28,107.71102564102563,33.68397547919489
706,2003,0.0,0.0,134.51,112.94102564102566,33.68397547919489
706,2004,0.0,1.0,93.39,110.10102564102566,33.68397547919489
706,2005,1.0,0.0,196.51,107.85102564102566,33.683975479194885
706,2006,1.0,1.0,111.14,107.80102564102563,33.683975479194885
706,2007,0.0,0.0,225.73999999999998,115.82102564102563,33.68397547919489
706,2008,1.0,0.0,121.95,107.75102564102563,33.683975479194885
706,2009,0.0,0.0,173.82000000000002,108.64102564102566,33.68397547919489
706,2010,0.0,1.0,103.89000000000001,109.05102564102563,33.683975479194885
706,2011,1.0,0.0,150.95000000000002,107.73102564102565,33.68397547919489
706,2012,0.0,1.0,76.77,108.76102564102565,33.68397547919489
706,2013,0.0,0.0,208.66000000000003,108.10102564102566,33.683975479194885
706,2014,0.0,0.0,118.2,110.89102564102566,33.68397547919489
706,2015,0.0,0.0,120.42,109.38102564102563,33.68397547919489
706,2016,1.0,0.0,121.00999999999999,107.70102564102565,33.68397547919489
706,2017,1.0,0.0,187.4,107.40102564102563,33.683975479194885
706,2018,0.0,0.0,121.51000000000002,120.37102564102565,33.683975479194885
706,2019,1.0,0.0,250.03000000000003,107.78102564102562,33.683975479194885
706,2020,0.0,0.0,198.12,111.48102564102565,33.68397547919489
706,2021,0.0,1.0,92.39000000000001,109.13102564102563,33.68397547919489
708,1983,0.0,0.0,44.519999999999996,37.54717948717948,13.533273894509943
708,1984,0.0,0.0,35.57,37.45717948717949,13.533273894509943
708,1985,0.0,0.0,35.760000000000005,37.49717948717949,13.533273894509945
708,1986,0.0,1.0,34.04,37.48717948717949,13.533273894509946
708,1987,0.0,0.0,36.75,37.507179487179485,13.533273894509943
708,1988,0.0,1.0,32.81,37.49717948717949,13.533273894509945
708,1989,0.0,0.0,38.300000000000004,37.49717948717949,13.533273894509945
