District_id,Year,Simulated_event,Observed_event,Observed_ndvi,Ens_mean_ndvi,Ens_sd_ndvi
703,1983,1.0,1.0,0.012,0.010717179487179488,0.002908878594538657
703,1984,1.0,1.0,0.020999999999999998,0.02071717948717949,0.002908878594538658
703,1985,1.0,1.0,0.019999999999999997,0.02071717948717949,0.002908878594538658
703,1986,1.0,1.0,0.009999999999999998,0.010717179487179488,0.002908878594538657
703,1987,1.0,1.0,0.012,0.010717179487179488,0.002908878594538657
703,1988,1.0,1.0,0.020999999999999998,0.02071717948717949,0.002908878594538658
703,1989,0.0,1.0,0.026999999999999996,0.02967871794871794,0.002927960954690668
703,1990,1.0,1.0,0.014000000000000002,0.010717179487179488,0.002908878594538657
703,1991,1.0,1.0,0.019999999999999997,0.02071717948717949,0.002908878594538658
703,1992,0.0,0.0,0.030000000000000006,0.030717179487179485,0.002908878594538654
703,1993,0.0,0.0,0.030000000000000006,0.030717179487179485,0.002908878594538654
703,1994,0.0,0.0,0.031,0.02760179487179487,0.00302208451548754
703,1995,0.0,0.0,0.03,,
703,1996,1.0,1.0,0.016999999999999998,0.012794102564102563,0.0029284964481752006
703,1997,0.0,0.0,0.028000000000000004,0.030717179487179485,0.002908878594538654
703,1998,0.0,0.0,0.031,0.02760179487179487,0.00302208451548754
703,1999,0.0,0.0,0.030000000000000006,0.030717179487179485,0.002908878594538654
703,2000,1.0,1.0,0.017,0.018640256410256413,0.002965933590946033
703,2001,1.0,1.0,0.027000000000000003,0.018640256410256413,0.002965933590946033
703,2002,1.0,1.0,0.027000000000000003,0.02175564102564103,0.0029090582742002007
703,2003,0.0,0.0,0.029000000000000005,0.02967871794871794,0.002927960954690668
703,2004,0.0,0.0,0.029000000000000005,0.030717179487179485,0.002908878594538654
703,2005,0.0,0.0,0.029000000000000005,0.02967871794871794,0.002927960954690668
703,2006,0.0,0.0,0.036,0.03864025641025641,0.0029659335909460313
703,2007,0.0,0.0,0.029000000000000005,0.02967871794871794,0.002927960954690668
703,2008,0.0,0.0,0.038,0.03279410256410257,0.0029284964481751962
703,2009,0.0,0.0,0.03200000000000001,0.03864025641025641,0.0029659335909460313
703,2010,0.0,0.0,0.034999999999999996,0.030717179487179485,0.002908878594538654
703,2011,0.0,0.0,0.041999999999999996,0.04864025641025641,0.002965933590946036
703,2012,0.0,0.0,0.037,0.03864025641025641,0.0029659335909460313
703,2013,0.0,0.0,0.028000000000000004,0.02864025641025641,0.002965933590946031
703,2014,0.0,0.0,0.029000000000000005,0.02967871794871794,0.002927960954690668
703,2015,0.0,0.0,0.029000000000000005,0.02967871794871794,0.002927960954690668
703,2016,0.0,0.0,0.029000000000000005,0.02967871794871794,0.002927960954690668
703,2017,0.0,0.0,0.029000000000000005,0.02967871794871794,0.002927960954690668
703,2018,0.0,0.0,0.029000000000000005,0.02967871794871794,0.002927960954690668
703,2019,0.0,0.0,0.029000000000000005,0.02967871794871794,0.002927960954690668
703,2020,0.0,0.0,0.030000000000000006,0.02967871794871794,0.002927960954690668
703,2021,0.0,0.0,0.03178,0.03345448717948718,0.002960851241243828
704,1983,1.0,1.0,0.06100000000000001,0.05614435897435898,0.006038581524037203
704,1984,0.0,0.0,0.08099999999999999,0.07925974358974358,0.006010771835586918
704,1985,0.0,1.0,0.06900000000000002,0.07029820512820514,0.006020177229941533
704,1986,1.0,1.0,0.06000000000000001,0.059259743589743584,0.006010771835586929
704,1987,0.0,1.0,0.06900000000000002,0.07822128205128205,0.006010711129012551
704,1988,1.0,1.0,0.06800000000000002,0.062375128205128215,0.006066805059734642
704,1989,0.0,0.0,0.092,0.09614435897435897,0.006038581524037207
704,1990,0.0,0.0,0.08,0.07341358974358976,0.006103815000905018
704,1991,0.0,0.0,0.079,0.07925974358974358,0.006010771835586918
704,1992,1.0,1.0,0.06999999999999999,0.06029820512820512,0.006020177229941539
704,1993,0.0,0.0,0.089,0.08341358974358974,0.006103815000905014
704,1994,1.0,0.0,0.07899999999999999,0.06925974358974361,0.006010771835586923
704,1995,0.0,0.0,0.094,,
704,1996,1.0,0.0,0.07100000000000002,0.06925974358974361,0.006010771835586923
704,1997,0.0,0.0,0.07100000000000002,0.07133666666666667,0.006038883649954781
704,1998,0.0,0.0,0.086,0.07822128205128205,0.006010711129012551
704,1999,0.0,0.0,0.073,0.07029820512820514,0.006020177229941533
704,2000,1.0,0.0,0.073,0.06718282051282051,0.006019995392918313
704,2001,1.0,1.0,0.06800000000000002,0.058221282051282054,0.006010711129012562
704,2002,1.0,1.0,0.07000000000000002,0.06029820512820512,0.006020177229941539
704,2003,1.0,1.0,0.06400000000000002,0.058221282051282054,0.006010711129012562
704,2004,0.0,0.0,0.075,0.08029820512820511,0.00602017722994153
704,2005,1.0,1.0,0.06300000000000001,0.058221282051282054,0.006010711129012562
704,2006,0.0,0.0,0.07100000000000002,0.07822128205128205,0.006010711129012551
704,2007,0.0,0.0,0.077,0.07614435897435896,0.006038581524037192
704,2008,0.0,0.0,0.087,0.08718282051282049,0.00601999539291832
704,2009,0.0,0.0,0.08499999999999999,0.07925974358974358,0.006010771835586918
704,2010,0.0,0.0,0.07600000000000003,0.07822128205128205,0.006010711129012551
704,2011,0.0,0.0,0.10700000000000001,0.11029820512820514,0.00602017722994155
704,2012,0.0,0.0,0.095,0.09718282051282054,0.006019995392918324
704,2013,0.0,0.0,0.093,0.1013366666666667,0.006038883649954794
704,2014,0.0,0.0,0.077,0.08718282051282049,0.00601999539291832
704,2015,0.0,1.0,0.07000000000000002,0.07822128205128205,0.006010711129012551
704,2016,0.0,0.0,0.07300000000000002,0.07925974358974358,0.006010771835586918
704,2017,0.0,0.0,0.07200000000000002,0.07822128205128205,0.006010711129012551
704,2018,0.0,0.0,0.07200000000000002,0.07822128205128205,0.006010711129012551
704,2019,1.0,1.0,0.06600000000000002,0.06925974358974361,0.006010771835586923
704,2020,0.0,0.0,0.08,0.08614435897435896,0.0060385815240372
704,2021,0.0,0.0,0.08344,0.09255858974358977,0.006009791357597458
705,1983,1.0,1.0,-0.009999999999999998,-0.010106666666666667,0.0033686408007783082
705,1984,1.0,1.0,0.003,0.0009317948717948718,0.0033496046474934932
705,1985,1.0,1.0,-0.002,-0.0011451282051282057,0.003404123445707998
705,1986,1.0,1.0,-0.011,-0.010106666666666667,0.0033686408007783082
705,1987,1.0,1.0,-0.004,-0.0032220512820512826,0.0035222103468494376
705,1988,1.0,1.0,0.003,-0.0001066666666666669,0.0033686408007783082
705,1989,0.0,0.0,0.004,0.0067779487179487185,0.0035222103468494376
705,1990,1.0,1.0,-0.005,-0.009068205128205128,0.0033496046474934924
705,1991,1.0,1.0,0.002,0.0009317948717948718,0.0033496046474934932
705,1992,0.0,0.0,0.009,0.009893333333333336,0.003368640800778308
705,1993,0.0,0.0,0.009,0.008854871794871795,0.003404123445707999
705,1994,0.0,0.0,0.012,0.007816410256410259,0.0034555459859854864
705,1995,0.0,0.0,0.01,,
705,1996,1.0,1.0,-0.001,-0.005952820512820514,0.0033927479831403883
705,1997,0.0,0.0,0.006,0.009893333333333336,0.003368640800778308
705,1998,0.0,0.0,0.015,0.009893333333333336,0.003368640800778308
705,1999,0.0,0.0,0.011,0.010931794871794874,0.0033496046474934932
705,2000,1.0,1.0,-0.009,-0.010106666666666667,0.0033686408007783082
705,2001,1.0,1.0,-1.7347234759768072e-19,-0.004260512820512821,0.0036032706576148593
705,2002,1.0,0.0,0.004,-0.0001066666666666669,0.0033686408007783082
705,2003,1.0,1.0,0.0019999999999999996,-0.0001066666666666669,0.0033686408007783082
705,2004,0.0,0.0,0.006,0.010931794871794874,0.0033496046474934932
705,2005,0.0,0.0,0.008,0.007816410256410259,0.0034555459859854864
705,2006,0.0,0.0,0.014000000000000002,0.0188548717948718,0.0034041234457079976
705,2007,0.0,0.0,0.007000000000000001,0.007816410256410259,0.0034555459859854864
705,2008,0.0,0.0,0.022,0.0188548717948718,0.0034041234457079976
705,2009,0.0,0.0,0.018000000000000002,0.019893333333333336,0.003368640800778308
705,2010,0.0,0.0,0.014000000000000002,0.010931794871794874,0.0033496046474934932
705,2011,0.0,0.0,0.026000000000000002,0.03781641025641024,0.0034555459859854846
705,2012,0.0,0.0,0.015000000000000003,0.017816410256410255,0.003455545985985485
705,2013,0.0,0.0,0.009,0.00573948717948718,0.0036032706576148593
705,2014,0.0,0.0,0.015,0.016777948717948722,0.0035222103468494363
705,2015,0.0,0.0,0.014000000000000002,0.016777948717948722,0.0035222103468494363
705,2016,0.0,0.0,0.009999999999999998,0.008854871794871795,0.003404123445707999
705,2017,0.0,0.0,0.012,0.008854871794871795,0.003404123445707999
705,2018,0.0,0.0,0.014000000000000002,0.016777948717948722,0.0035222103468494363
705,2019,0.0,0.0,0.009999999999999998,0.008854871794871795,0.003404123445707999
705,2020,0.0,0.0,0.015,0.016777948717948722,0.0035222103468494363
705,2021,0.0,0.0,0.01354999999999999,0.01502294871794871,0.0034609332996955343
706,1983,1.0,1.0,0.08199999999999999,0.07591820512820513,0.005661827236360214
706,1984,0.0,0.0,0.10700000000000001,0.11007205128205126,0.005849071110825388
706,1985,1.0,1.0,0.089,0.08526435897435898,0.006279761158198023
706,1986,1.0,1.0,0.093,0.08695666666666667,0.005694425774348882
706,1987,0.0,1.0,0.096,0.10591820512820514,0.005661827236360224
706,1988,0.0,1.0,0.095,0.09591820512820512,0.00566182723636022
706,1989,1.0,1.0,0.092,0.09111051282051282,0.005918744313965361
706,1990,1.0,1.0,0.091,0.0900720512820513,0.005849071110825378
706,1991,0.0,0.0,0.097,0.09799512820512822,0.005736646074334265
706,1992,1.0,1.0,0.08,0.07214897435897437,0.005996987717672892
706,1993,1.0,0.0,0.1,0.09214897435897432,0.005996987717672892
706,1994,0.0,0.0,0.10600000000000001,0.10007205128205125,0.00584907111082538
706,1995,0.0,0.0,0.11199999999999999,,
706,1996,0.0,0.0,0.10200000000000001,0.10214897435897437,0.005996987717672895
706,1997,0.0,0.0,0.101,0.10591820512820514,0.005661827236360224
706,1998,0.0,0.0,0.11000000000000001,0.1048797435897436,0.0056390173298787325
706,1999,0.0,0.0,0.11299999999999999,0.11695666666666667,0.005694425774348886
706,2000,1.0,1.0,0.094,0.09487974358974359,0.005639017329878726
706,2001,1.0,1.0,0.091,0.07384128205128206,0.005626115114040878
706,2002,1.0,0.0,0.098,0.0879951282051282,0.005736646074334259
706,2003,1.0,1.0,0.089,0.08487974358974358,0.0056390173298787255
706,2004,0.0,0.0,0.10700000000000001,0.1090335897435897,0.005788277593737688
706,2005,1.0,1.0,0.086,0.08695666666666667,0.005694425774348882
706,2006,0.0,0.0,0.11100000000000002,0.11591820512820515,0.0056618272363602225
706,2007,0.0,0.0,0.10400000000000001,0.09695666666666668,0.005694425774348888
706,2008,0.0,0.0,0.12800000000000003,0.12903358974358975,0.005788277593737677
706,2009,0.0,0.0,0.11300000000000002,0.11695666666666667,0.005694425774348886
706,2010,0.0,0.0,0.11600000000000002,0.11591820512820515,0.0056618272363602225
706,2011,0.0,0.0,0.133,0.13799512820512821,0.005736646074334257
706,2012,0.0,0.0,0.12500000000000003,0.12903358974358975,0.005788277593737677
706,2013,0.0,0.0,0.11300000000000002,0.1179951282051282,0.005736646074334259
706,2014,0.0,0.0,0.10999999999999999,0.11591820512820515,0.0056618272363602225
706,2015,0.0,0.0,0.10200000000000001,0.10591820512820514,0.005661827236360224
706,2016,0.0,0.0,0.10500000000000001,0.1079951282051282,0.005736646074334269
706,2017,0.0,0.0,0.10600000000000001,0.10695666666666667,0.005694425774348889
706,2018,0.0,0.0,0.10600000000000001,0.11280282051282053,0.005623188787841302
706,2019,0.0,1.0,0.094,0.09591820512820512,0.00566182723636022
706,2020,0.0,0.0,0.11100000000000002,0.11695666666666667,0.005694425774348886
706,2021,0.0,0.0,0.11726,0.1264085897435897,0.00569630985334459
708,1983,1.0,1.0,0.046,0.050101282051282045,0.008070844169697429
708,1984,0.0,0.0,0.092,0.10048589743589739,0.007936599422757417
708,1985,1.0,1.0,0.06900000000000002,0.07360128205128207,0.008033507549805969
708,1986,1.0,1.0,0.08199999999999999,0.0642551282051282,0.00793283348387892
708,1987,0.0,0.0,0.08900000000000001,0.11048589743589744,0.007936599422757425
708,1988,1.0,1.0,0.06000000000000001,0.0642551282051282,0.00793283348387892
708,1989,0.0,0.0,0.082,0.08633205128205129,0.00790569820066819
708,1990,0.0,1.0,0.07600000000000003,0.08048589743589744,0.007936599422757406
708,1991,1.0,1.0,0.06900000000000002,0.07425512820512822,0.00793283348387892
708,1992,1.0,1.0,0.05700000000000001,0.0542551282051282,0.007932833483878923
708,1993,0.0,0.0,0.089,0.09048589743589745,0.007936599422757413
708,1994,1.0,1.0,0.071,0.0642551282051282,0.00793283348387892
708,1995,0.0,0.0,0.11399999999999999,,
708,1996,0.0,0.0,0.094,0.10048589743589739,0.007936599422757417
708,1997,0.0,1.0,0.081,0.0842551282051282,0.007932833483878925
708,1998,1.0,1.0,0.077,0.0642551282051282,0.00793283348387892
708,1999,1.0,0.0,0.082,0.07529358974358974,0.007915727543507308
708,2000,1.0,0.0,0.08299999999999999,0.06906282051282053,0.008122300187498245
708,2001,1.0,1.0,0.075,0.061139743589743605,0.008026064846740401
708,2002,0.0,0.0,0.09,0.0811397435897436,0.008026064846740408
708,2003,1.0,1.0,0.07699999999999999,0.07113974358974359,0.008026064846740401
708,2004,0.0,0.0,0.10900000000000001,0.11944743589743592,0.007918243792193858
708,2005,1.0,0.0,0.087,0.07906282051282049,0.00812230018749825
708,2006,0.0,0.0,0.097,0.0990628205128205,0.008122300187498257
708,2007,0.0,0.0,0.096,0.09113974358974358,0.008026064846740412
708,2008,0.0,0.0,0.13200000000000003,0.12840897435897436,0.007906958020935523
708,2009,0.0,0.0,0.11500000000000002,0.11321666666666666,0.007956970381983973
708,2010,0.0,0.0,0.098,0.09113974358974355,0.00802606484674041
708,2011,0.0,0.0,0.12600000000000003,0.13113974358974362,0.0080260648467404
708,2012,0.0,0.0,0.144,0.13802435897435897,0.008180306907258574
708,2013,0.0,0.0,0.125,0.13802435897435897,0.008180306907258574
708,2014,0.0,0.0,0.11300000000000002,0.1211397435897436,0.008026064846740408
708,2015,0.0,0.0,0.094,0.09217820512820513,0.007988074503501207
708,2016,0.0,0.0,0.095,0.09802435897435899,0.008180306907258583
708,2017,0.0,0.0,0.10300000000000001,0.10802435897435898,0.008180306907258583
708,2018,0.0,0.0,0.1,0.09802435897435899,0.008180306907258583
708,2019,0.0,0.0,0.092,0.09010128205128207,0.00807084416969743
708,2020,0.0,0.0,0.10500000000000001,0.10217820512820514,0.007988074503501212
708,2021,0.0,0.0,0.13238999999999998,0.14052358974358972,0.008093692004946876
710,1983,1.0,1.0,0.05600000000000001,0.04507358974358974,0.0066596098857424285
710,1984,0.0,0.0,0.08600000000000001,0.08715051282051281,0.0067329908054428
710,1985,1.0,1.0,0.06400000000000002,0.06130435897435898,0.006974797512689523
710,1986,1.0,1.0,0.053000000000000005,0.04818897435897435,0.0067818275501379845
710,1987,0.0,0.0,0.07800000000000001,0.0892274358974359,0.006838540099357601
710,1988,1.0,1.0,0.06300000000000001,0.058188974358974375,0.006781827550137986
710,1989,0.0,0.0,0.08600000000000001,0.08715051282051281,0.0067329908054428
710,1990,0.0,0.0,0.07400000000000002,0.06922743589743591,0.006838540099357604
710,1991,0.0,0.0,0.08,0.07715051282051283,0.006732990805442796
710,1992,1.0,1.0,0.06900000000000002,0.05715051282051281,0.0067329908054428065
710,1993,0.0,0.0,0.091,0.0861120512820513,0.006692202289953335
710,1994,1.0,0.0,0.07300000000000001,0.0661120512820513,0.0066922022899533395
710,1995,0.0,0.0,0.094,,
710,1996,0.0,0.0,0.07100000000000002,0.06922743589743591,0.006838540099357604
710,1997,1.0,1.0,0.06700000000000002,0.06715051282051283,0.006732990805442804
710,1998,0.0,0.0,0.08199999999999999,0.07403512820512823,0.006635334370479459
710,1999,0.0,0.0,0.07500000000000001,0.07507358974358974,0.006659609885742422
710,2000,1.0,1.0,0.05900000000000001,0.055073589743589745,0.006659609885742431
710,2001,1.0,1.0,0.06000000000000001,0.04507358974358974,0.0066596098857424285
710,2002,1.0,0.0,0.07400000000000002,0.06818897435897435,0.006781827550137984
710,2003,1.0,1.0,0.05900000000000001,0.054035128205128215,0.006635334370479472
710,2004,0.0,0.0,0.08800000000000001,0.09715051282051282,0.006732990805442805
710,2005,1.0,1.0,0.05800000000000001,0.055073589743589745,0.006659609885742431
710,2006,0.0,0.0,0.077,0.08507358974358974,0.006659609885742422
710,2007,0.0,0.0,0.08399999999999999,0.08403512820512819,0.006635334370479463
710,2008,0.0,0.0,0.098,0.09611205128205128,0.006692202289953339
710,2009,0.0,0.0,0.078,0.07818897435897439,0.006781827550137978
710,2010,0.0,0.0,0.073,0.07611205128205127,0.006692202289953333
710,2011,0.0,0.0,0.11200000000000002,0.11818897435897437,0.006781827550137983
710,2012,0.0,0.0,0.11300000000000002,0.11195820512820515,0.0066120690464640496
710,2013,0.0,0.0,0.099,0.1140351282051282,0.006635334370479473
710,2014,0.0,0.0,0.08,0.0861120512820513,0.006692202289953335
710,2015,0.0,1.0,0.07000000000000002,0.07507358974358974,0.006659609885742422
710,2016,0.0,1.0,0.06900000000000002,0.07507358974358974,0.006659609885742422
710,2017,0.0,0.0,0.081,0.08715051282051281,0.0067329908054428
710,2018,0.0,0.0,0.07200000000000002,0.07507358974358974,0.006659609885742422
710,2019,0.0,1.0,0.06800000000000002,0.07507358974358974,0.006659609885742422
710,2020,0.0,0.0,0.079,0.08507358974358974,0.006659609885742422
710,2021,0.0,0.0,0.09789,0.10907128205128205,0.00664451053111267
709,1983,1.0,1.0,0.079,0.07593615384615385,0.004428842407133941
709,1984,0.0,0.0,0.09,0.09008999999999999,0.0044109834777712595
709,1985,1.0,1.0,0.08299999999999999,0.08216692307692308,0.004477990236294344
709,1986,1.0,1.0,0.078,0.07697461538461538,0.004405285297644273
709,1987,0.0,1.0,0.08,0.08801307692307692,0.004394412142493401
709,1988,1.0,1.0,0.08099999999999999,0.08009000000000001,0.004410983477771252
709,1989,0.0,0.0,0.084,0.08905153846153843,0.004396317054149371
709,1990,1.0,1.0,0.075,0.07112846153846154,0.004438284902951516
709,1991,0.0,0.0,0.087,0.08905153846153843,0.004396317054149371
709,1992,1.0,1.0,0.077,0.07112846153846154,0.004438284902951516
709,1993,1.0,0.0,0.086,0.08112846153846154,0.0044382849029515154
709,1994,0.0,0.0,0.094,0.08905153846153843,0.004396317054149371
709,1995,0.0,0.0,0.096,,
709,1996,1.0,0.0,0.08399999999999999,0.08112846153846154,0.0044382849029515154
709,1997,0.0,0.0,0.088,0.08905153846153843,0.004396317054149371
709,1998,0.0,0.0,0.10300000000000001,0.09593615384615384,0.00442884240713395
709,1999,0.0,0.0,0.098,0.09905153846153847,0.004396317054149374
709,2000,0.0,1.0,0.08299999999999999,0.08593615384615384,0.004428842407133947
709,2001,1.0,1.0,0.08299999999999999,0.07178230769230769,0.004644494751949987
709,2002,0.0,0.0,0.092,0.08905153846153843,0.004396317054149371
709,2003,0.0,0.0,0.089,0.08801307692307692,0.004394412142493401
709,2004,0.0,0.0,0.092,0.09801307692307694,0.004394412142493405
709,2005,1.0,1.0,0.08299999999999999,0.07905153846153846,0.004396317054149365
709,2006,0.0,0.0,0.098,0.10697461538461539,0.004405285297644284
709,2007,0.0,0.0,0.096,0.08801307692307692,0.004394412142493401
709,2008,0.0,0.0,0.10899999999999999,0.11009,0.004410983477771267
709,2009,0.0,0.0,0.099,0.09905153846153847,0.004396317054149374
709,2010,0.0,0.0,0.098,0.09905153846153847,0.004396317054149374
709,2011,0.0,0.0,0.1,0.09905153846153847,0.004396317054149374
709,2012,0.0,0.0,0.101,0.10697461538461539,0.004405285297644284
709,2013,0.0,0.0,0.086,0.08905153846153843,0.004396317054149371
709,2014,0.0,0.0,0.088,0.08905153846153843,0.004396317054149371
709,2015,0.0,0.0,0.083,0.08801307692307692,0.004394412142493401
709,2016,0.0,1.0,0.081,0.08593615384615384,0.004428842407133947
709,2017,1.0,1.0,0.07999999999999999,0.07905153846153846,0.004396317054149365
709,2018,0.0,0.0,0.08499999999999999,0.08801307692307692,0.004394412142493401
709,2019,1.0,1.0,0.07899999999999999,0.07905153846153846,0.004396317054149365
709,2020,0.0,0.0,0.091,0.08905153846153843,0.004396317054149371
709,2021,0.0,0.0,0.09134,0.09735961538461539,0.004393663717105449
711,1983,1.0,1.0,0.003,0.0018102564102564101,0.0038475964107050637
711,1984,0.0,1.0,0.015,0.011810256410256412,0.0038475964107050637
711,1985,1.0,1.0,0.007999999999999998,0.009733333333333335,0.003912461017038075
711,1986,1.0,1.0,-0.002,-0.00026666666666666684,0.003912461017038076
711,1987,1.0,1.0,0.005,0.0007717948717948716,0.0038729138456183223
711,1988,1.0,1.0,0.011,0.010771794871794874,0.003872913845618322
711,1989,0.0,0.0,0.017000000000000005,0.020771794871794872,0.003872913845618322
711,1990,1.0,1.0,0.004,0.0007717948717948716,0.0038729138456183223
711,1991,0.0,1.0,0.013000000000000001,0.011810256410256412,0.0038475964107050637
711,1992,0.0,0.0,0.019,0.020771794871794872,0.003872913845618322
711,1993,0.0,0.0,0.023,0.021810256410256412,0.0038475964107050637
711,1994,1.0,0.0,0.018000000000000002,0.009733333333333335,0.003912461017038075
711,1995,0.0,0.0,0.02,,
711,1996,1.0,1.0,0.009999999999999998,0.002848717948717949,0.0038367904115502735
711,1997,0.0,0.0,0.017000000000000005,0.020771794871794872,0.003872913845618322
711,1998,0.0,0.0,0.033999999999999996,0.02869487179487179,0.003965812250014729
711,1999,0.0,0.0,0.028000000000000004,0.03077179487179487,0.0038729138456183184
