Variable,Province,Time_step,hits,misses,FA,true_neg
VHI,Balochistan,20,6.0,4.0,4.0,6.0
VHI,Balochistan,21,6.0,4.0,2.0,8.0
VHI,Balochistan,22,6.0,4.0,3.0,7.0
VHI,Balochistan,23,6.0,4.0,2.0,8.0
VHI,Balochistan,24,6.0,4.0,2.0,8.0
VHI,Balochistan,25,7.0,3.0,1.0,9.0
VHI,Balochistan,26,7.0,3.0,3.0,7.0
VHI,Balochistan,27,7.0,3.0,2.0,8.0
VHI,Balochistan,28,9.0,1.0,2.0,8.0
VHI,Balochistan,29,10.0,0.0,1.0,9.0
VHI,Balochistan,30,10.0,0.0,0.0,10.0
