hwSite,Balochistan,Punjab,Sindh
Jacobabad,0.17646319681352718,0.0668403576482543,0.4262063652208641
Karachi_Jinnah_Airport,0.42620636522086364,0.07145530575203986,1.0000000000000002
Lahore,0.539999759350348,0.47779479674889314,0.3881058173179119
Multan,0.38723174701019214,0.7004015585388946,0.0720394632247281
Nawabshah,0.29564452897406757,0.1424708968461499,0.6058575613497253
Sibi,0.5259531857931192,0.07840748354207049,0.7523436471371049
