HWsite,precipMetric,pearson-r,p,HWMonths_pearson-r,HWMonths_p,FLMonths_pearson-r,FLMonths_p
Jacobabad,total,0.15576974542078886,1.8538695650092018e-38,0.0127327504910146,0.5400613334351244,0.07044312919786967,0.003211665804020352
Karachi_Jinnah_Airport,total,0.09349497646729343,8.9678967532254e-15,-0.07846839020513535,0.0001557591983582595,0.027574210297414598,0.249219572243162
Lahore,total,0.13613189369000978,1.0840803134786467e-29,-0.028150703909598153,0.1754588778736167,-0.02587448555849304,0.2796100016141472
Multan,total,0.16054556377101112,8.941453595217887e-41,0.04856471631854756,0.019371869693724657,0.06739935441017815,0.004815913098555645
Nawabshah,total,0.1178403910308571,1.3105682989315767e-22,-0.15177951012714955,2.0396125959982275e-13,-0.04369476160235115,0.06778947582277954
Sibi,total,0.1607828944560219,6.8294185654949e-41,0.06275923553228469,0.002503383461418079,0.17459279482396398,1.969183059724998e-13
