hwSite,Balochistan,Punjab,Sindh
Jacobabad,-0.44721359549995804,0.1889822365046136,0.149071198499986
Karachi_Jinnah_Airport,-0.149071198499986,0.1889822365046136,-0.149071198499986
Lahore,0.149071198499986,-0.09449111825230685,-0.149071198499986
Multan,-0.149071198499986,-0.09449111825230683,0.149071198499986
Nawabshah,-0.27735009811261463,0.21320071635561047,0.05547001962252289
Sibi,-0.05096471914376255,0.5330017908890261,-0.05096471914376255
