hwSite,Balochistan,Punjab,Sindh
Jacobabad,-0.33333333333333337,0.48507125007266594,0.2
Karachi_Jinnah_Airport,-0.20000000000000007,0.4780914437337575,0.0
Lahore,0.1546720562224365,-0.1986798535597566,-0.21654087871141112
Multan,-0.21693045781865616,0.10846522890932812,0.43386091563731244
Nawabshah,-0.26093122922137685,0.3973597071195131,0.13046561461068845
Sibi,0.15999999999999995,0.4681645887845223,-0.08000000000000002
