FLRealisation,pearson-r,p
255.0,-0.693402713384633,0.0009943007019009317
256.0,-0.693402713384633,0.0009943007019009317
257.0,-0.693402713384633,0.0009943007019009317
258.0,-0.693402713384633,0.0009943007019009317
259.0,-0.5651385660113486,0.011688719441751124
260.0,-0.5651385660113486,0.011688719441751124
261.0,-0.5651385660113486,0.011688719441751124
262.0,-0.3889865347408364,0.09975971058672974
263.0,0.4940560560853614,0.03155260281547587
264.0,0.6388543814007389,0.003236287839368914
265.0,0.5596998677330669,0.012706733922698056
266.0,0.5596998677330669,0.012706733922698056
267.0,0.5596998677330669,0.012706733922698056
268.0,0.5596998677330669,0.012706733922698056
269.0,0.5596998677330669,0.012706733922698056
270.0,0.5596998677330669,0.012706733922698056
271.0,0.5516536310870043,0.014342173518662472
272.0,0.5516536310870043,0.014342173518662472
273.0,0.5516536310870043,0.014342173518662472
274.0,0.428412244437656,0.06724550573063831
275.0,0.428412244437656,0.06724550573063831
276.0,0.428412244437656,0.06724550573063831
277.0,0.428412244437656,0.06724550573063831
278.0,0.41727646454016987,0.07548602788589862
279.0,0.41727646454016987,0.07548602788589862
280.0,0.4940560560853614,0.03155260281547587
281.0,-0.3889865347408362,0.09975971058672987
282.0,-0.28623901395379997,0.23481632336055142
283.0,-0.28623901395379997,0.23481632336055142
284.0,-0.28623901395379997,0.23481632336055142
285.0,0.3500878812667527,0.14173243378853229
286.0,-0.2862390139537999,0.23481632336055142
287.0,-0.4561751180142534,0.04963580469164008
288.0,-0.42568878998257426,0.06919568211801332
289.0,-0.42568878998257426,0.06919568211801332
290.0,-0.42568878998257426,0.06919568211801332
291.0,-0.42568878998257426,0.06919568211801332
292.0,-0.42568878998257426,0.06919568211801332
293.0,-0.4725984973906437,0.041020170120787104
294.0,-0.4725984973906437,0.041020170120787104
295.0,-0.4725984973906437,0.041020170120787104
296.0,-0.2862390139537999,0.23481632336055142
297.0,-0.2862390139537999,0.23481632336055142
298.0,-0.2862390139537999,0.23481632336055142
299.0,-0.398997092059314,0.09060120039478753
300.0,-0.4256887899825742,0.06919568211801352
301.0,0.41727646454016987,0.07548602788589862
302.0,0.41727646454016987,0.07548602788589862
303.0,0.41727646454016987,0.07548602788589862
304.0,0.41100986619007174,0.08044020721811142
305.0,0.41100986619007174,0.08044020721811142
306.0,0.4842197719166432,0.03565472532297971
307.0,0.4842197719166432,0.03565472532297971
308.0,0.4842197719166432,0.03565472532297971
309.0,0.480734754204459,0.03720311482884065
310.0,0.480734754204459,0.03720311482884065
311.0,0.480734754204459,0.03720311482884065
312.0,0.480734754204459,0.03720311482884065
313.0,0.480734754204459,0.03720311482884065
314.0,0.480734754204459,0.03720311482884065
315.0,0.480734754204459,0.03720311482884065
316.0,0.480734754204459,0.03720311482884065
317.0,-0.5233637012876707,0.021472803487601347
318.0,-0.5233637012876707,0.021472803487601347
319.0,-0.49541367799696145,0.031016573321949556
320.0,-0.47259849739064375,0.04102017012078695
321.0,-0.47259849739064375,0.04102017012078695
322.0,-0.42568878998257426,0.06919568211801332
323.0,-0.42568878998257426,0.06919568211801332
324.0,-0.42568878998257426,0.06919568211801332
325.0,-0.42568878998257426,0.06919568211801332
326.0,0.2828992979933355,0.24056317704689845
327.0,0.42841224443765613,0.06724550573063831
328.0,0.42841224443765613,0.06724550573063831
329.0,0.5739440431835515,0.01018044836897224
330.0,0.4940560560853616,0.03155260281547583
331.0,0.4940560560853616,0.03155260281547583
332.0,0.4940560560853616,0.03155260281547583
333.0,0.4940560560853616,0.03155260281547583
334.0,0.4844650478135871,0.03554765902821807
335.0,0.4844650478135871,0.03554765902821807
336.0,0.4844650478135871,0.03554765902821807
337.0,0.4844650478135871,0.03554765902821807
338.0,0.4844650478135871,0.03554765902821807
339.0,0.4844650478135871,0.03554765902821807
340.0,0.6201845302332332,0.004614412916363134
341.0,0.6201845302332332,0.004614412916363134
342.0,0.5516536310870043,0.014342173518662472
343.0,0.5516536310870043,0.014342173518662472
344.0,0.5516536310870043,0.014342173518662472
345.0,0.480734754204459,0.03720311482884065
346.0,0.33701696125398367,0.15825344208632894
347.0,0.4184137043778614,0.07461177022594631
348.0,-0.44908871313907184,0.053752139032837515
349.0,-0.44908871313907184,0.053752139032837515
350.0,0.4184137043778614,0.07461177022594631
351.0,0.4184137043778614,0.07461177022594631
352.0,0.33701696125398367,0.15825344208632894
353.0,0.33701696125398367,0.15825344208632894
354.0,0.33701696125398367,0.15825344208632894
355.0,0.33701696125398367,0.15825344208632894
356.0,0.33701696125398367,0.15825344208632894
357.0,-0.4256887899825742,0.06919568211801352
358.0,-0.4256887899825742,0.06919568211801352
359.0,-0.4256887899825742,0.06919568211801352
360.0,-0.47259849739064375,0.04102017012078695
361.0,-0.5355695416036628,0.018114996124891706
362.0,-0.5355695416036628,0.018114996124891706
363.0,0.33701696125398367,0.15825344208632894
364.0,-0.2862390139538,0.23481632336055142
365.0,-0.45617511801425353,0.04963580469164008
366.0,-0.45617511801425353,0.04963580469164008
367.0,-0.45617511801425353,0.04963580469164008
368.0,-0.45617511801425353,0.04963580469164008
369.0,0.34128497817568465,0.1527199413594404
370.0,0.34128497817568465,0.1527199413594404
371.0,-0.4725984973906437,0.041020170120787104
372.0,-0.4725984973906437,0.041020170120787104
373.0,-0.3559639019681871,0.13471268624756064
374.0,0.4106183665853134,0.08075747712982205
375.0,0.4106183665853134,0.08075747712982205
376.0,0.5774109120414487,0.00963157637958574
377.0,0.5774109120414487,0.00963157637958574
378.0,0.5774109120414487,0.00963157637958574
379.0,0.5774109120414487,0.00963157637958574
380.0,0.5578211772479731,0.01307447891576183
381.0,0.6899094182476204,0.0010802400866187032
382.0,0.48421977191664317,0.03565472532297971
383.0,-0.37657233394007533,0.11202592021713519
384.0,-0.44908871313907184,0.053752139032837515
385.0,-0.44908871313907184,0.053752139032837515
386.0,-0.44908871313907184,0.053752139032837515
387.0,-0.44908871313907184,0.053752139032837515
388.0,-0.44908871313907184,0.053752139032837515
389.0,0.3389151005460677,0.1557757316983872
390.0,0.3389151005460677,0.1557757316983872
391.0,0.3389151005460677,0.1557757316983872
392.0,0.5286148394241159,0.019972692323044865
393.0,0.5286148394241159,0.019972692323044865
394.0,0.5286148394241159,0.019972692323044865
395.0,0.5286148394241159,0.019972692323044865
396.0,0.5286148394241159,0.019972692323044865
397.0,0.5286148394241159,0.019972692323044865
398.0,0.5774109120414487,0.00963157637958574
399.0,0.4397326982820079,0.059576815059114656
400.0,0.4397326982820079,0.059576815059114656
401.0,0.5774109120414487,0.00963157637958574
402.0,0.6314225825793027,0.003737118221814895
403.0,0.6314225825793027,0.003737118221814895
404.0,0.6314225825793027,0.003737118221814895
405.0,-0.5651385660113487,0.011688719441751124
406.0,-0.5651385660113487,0.011688719441751124
407.0,-0.5651385660113487,0.011688719441751124
408.0,-0.5651385660113487,0.011688719441751124
409.0,-0.5233637012876707,0.021472803487601347
410.0,-0.5233637012876707,0.021472803487601347
411.0,-0.5233637012876707,0.021472803487601347
412.0,-0.5233637012876707,0.021472803487601347
413.0,-0.5233637012876707,0.021472803487601347
414.0,-0.5233637012876707,0.021472803487601347
415.0,-0.5233637012876707,0.021472803487601347
416.0,-0.5233637012876707,0.021472803487601347
417.0,-0.4954136779969615,0.031016573321949504
418.0,-0.4954136779969615,0.031016573321949504
419.0,-0.5461999027219734,0.015543366527556144
420.0,-0.456070937771869,0.0496945275839274
421.0,0.5286148394241159,0.019972692323044865
422.0,0.5286148394241159,0.019972692323044865
423.0,0.4979123082096551,0.03004860211521692
424.0,0.4979123082096551,0.03004860211521692
425.0,0.4979123082096551,0.03004860211521692
426.0,0.4979123082096551,0.03004860211521692
427.0,0.5286148394241158,0.019972692323044945
428.0,0.5947382148821665,0.007235090651208842
429.0,0.5947382148821665,0.007235090651208842
430.0,0.5947382148821665,0.007235090651208842
431.0,0.5947382148821665,0.007235090651208842
432.0,0.5947382148821665,0.007235090651208842
433.0,0.5947382148821665,0.007235090651208842
434.0,0.5947382148821665,0.007235090651208842
435.0,-0.44908871313907184,0.053752139032837515
436.0,-0.456070937771869,0.0496945275839274
437.0,0.4842197719166432,0.03565472532297971
438.0,0.4842197719166432,0.03565472532297971
439.0,0.4842197719166432,0.03565472532297971
440.0,0.4842197719166432,0.03565472532297971
441.0,0.4842197719166432,0.03565472532297971
442.0,0.5774109120414488,0.009631576379585676
443.0,0.7063791217083318,0.0007234592455512623
444.0,0.7063791217083318,0.0007234592455512623
445.0,0.7063791217083318,0.0007234592455512623
446.0,0.7063791217083318,0.0007234592455512623
447.0,0.7063791217083318,0.0007234592455512623
448.0,0.7063791217083318,0.0007234592455512623
449.0,0.7063791217083318,0.0007234592455512623
450.0,-0.6150681454354564,0.0050663434240182095
451.0,-0.6150681454354564,0.0050663434240182095
