site1,Jacobabad,Karachi_Jinnah_Airport,Lahore,Multan,Nawabshah,Sibi
Jacobabad,6.078962509308227e-132,0.014949362193429948,0.9490794500222561,0.36117268345966447,1.899118258474376e-05,0.049489287045477476
Karachi_Jinnah_Airport,0.014949362193429948,0.0,0.9392895269719023,0.6204192812853608,0.19126543146001737,0.06839134447664354
Lahore,0.9490794500222561,0.9392895269719023,0.0,0.937081018513349,0.5087006411942122,0.326134403045728
Multan,0.36117268345966447,0.6204192812853608,0.937081018513349,0.0,0.10487564092087431,0.26025469630801584
Nawabshah,1.899118258474376e-05,0.19126543146001737,0.5087006411942122,0.10487564092087431,0.0,0.02310034603595687
Sibi,0.049489287045477476,0.06839134447664354,0.326134403045728,0.26025469630801584,0.02310034603595687,0.0
