site1,Jacobabad,Karachi_Jinnah_Airport,Lahore,Multan,Nawabshah,Sibi
Jacobabad,1.0,0.15555555555555553,-0.055555555555555546,-0.15555555555555553,0.4893451639269457,0.47193990372426947
Karachi_Jinnah_Airport,0.15555555555555553,1.0,0.15555555555555553,0.05555555555555556,0.03580574370197164,0.47193990372426936
Lahore,-0.055555555555555546,0.15555555555555553,1.0,0.05555555555555556,0.03580574370197164,-0.16854996561581048
Multan,-0.15555555555555553,0.05555555555555556,0.05555555555555556,1.0,0.1909639664105154,0.16854996561581045
Nawabshah,0.48934516392694566,0.03580574370197165,0.03580574370197165,0.1909639664105154,1.0,0.5672953457626893
Sibi,0.4719399037242694,0.47193990372426936,-0.16854996561581048,0.16854996561581045,0.5672953457626893,0.9999999999999998
