site1,Jacobabad,Karachi_Jinnah_Airport,Lahore,Multan,Nawabshah,Sibi
Jacobabad,0.0,0.5248362175666538,0.8212832692417209,0.524836217566653,0.033468706800011024,0.04134183006418047
Karachi_Jinnah_Airport,0.5248362175666538,0.0,0.524836217566653,0.8212832692417209,0.8842973021381604,0.04134183006418047
Lahore,0.8212832692417209,0.524836217566653,0.0,0.8212832692417209,0.8842973021381604,0.49033563584516127
Multan,0.524836217566653,0.8212832692417209,0.8212832692417209,0.0,0.4335505345932048,0.49033563584516127
Nawabshah,0.033468706800011024,0.8842973021381604,0.8842973021381604,0.4335505345932048,0.0,0.011303657543463417
Sibi,0.04134183006418047,0.04134183006418047,0.49033563584516127,0.49033563584516127,0.011303657543463417,0.0
