longitude,latitude,t2m,rh,valid_time,t2m_cel,t2m_fah,hi_fah,hi_cel
68.0,30.0,282.42,36.29999923706055,2017-01-01 00:00:00,9.27,48.69,45.0,7.22
68.0,30.0,292.39,15.399999618530273,2017-01-01 06:00:00,19.24,66.63,63.7,17.61
68.0,30.0,289.68,19.299999237060547,2017-01-01 12:00:00,16.53,61.75,58.5,14.72
68.0,30.0,283.27,32.29999923706055,2017-01-01 18:00:00,10.12,50.22,46.5,8.06
68.0,30.0,281.72,45.400001525878906,2017-01-02 00:00:00,8.57,47.43,44.0,6.67
68.0,30.0,290.87,23.899999618530273,2017-01-02 06:00:00,17.72,63.9,61.1,16.17
68.0,30.0,289.27,27.399999618530273,2017-01-02 12:00:00,16.12,61.02,58.1,14.5
68.0,30.0,282.74,42.099998474121094,2017-01-02 18:00:00,9.59,49.26,45.9,7.72
68.0,30.0,281.2,49.900001525878906,2017-01-03 00:00:00,8.05,46.49,43.2,6.22
68.0,30.0,289.6,28.600000381469727,2017-01-03 06:00:00,16.45,61.61,58.8,14.89
68.0,30.0,288.32,31.600000381469727,2017-01-03 12:00:00,15.17,59.31,56.4,13.56
68.0,30.0,281.8,53.900001525878906,2017-01-03 18:00:00,8.65,47.57,44.6,7.0
68.0,30.0,280.31,69.69999694824219,2017-01-04 00:00:00,7.16,44.89,42.4,5.78
68.0,30.0,289.76,33.900001525878906,2017-01-04 06:00:00,16.61,61.9,59.4,15.22
68.0,30.0,288.49,37.900001525878906,2017-01-04 12:00:00,15.34,59.61,57.1,13.94
68.0,30.0,282.72,54.5,2017-01-04 18:00:00,9.57,49.23,46.4,8.0
68.0,30.0,280.97,60.400001525878906,2017-01-05 00:00:00,7.82,46.08,43.2,6.22
68.0,30.0,289.57,33.79999923706055,2017-01-05 06:00:00,16.42,61.56,59.0,15.0
68.0,30.0,287.22,42.29999923706055,2017-01-05 12:00:00,14.07,57.33,54.8,12.67
68.0,30.0,282.11,53.29999923706055,2017-01-05 18:00:00,8.96,48.13,45.1,7.28
68.0,30.0,280.03,73.0999984741211,2017-01-06 00:00:00,6.88,44.38,42.0,5.56
68.0,30.0,289.59,15.300000190734863,2017-01-06 06:00:00,16.44,61.59,58.2,14.56
68.0,30.0,288.29,6.300000190734863,2017-01-06 12:00:00,15.14,59.25,55.2,12.89
68.0,30.0,280.74,12.399999618530273,2017-01-06 18:00:00,7.59,45.66,40.5,4.72
68.0,30.0,277.46,16.200000762939453,2017-01-07 00:00:00,4.31,39.76,34.2,1.22
68.0,30.0,286.77,9.100000381469727,2017-01-07 06:00:00,13.62,56.52,52.3,11.28
68.0,30.0,285.98,8.199999809265137,2017-01-07 12:00:00,12.83,55.09,50.7,10.39
68.0,30.0,278.17,15.100000381469727,2017-01-07 18:00:00,5.02,41.04,35.6,2.0
68.0,30.0,274.85,32.20000076293945,2017-01-08 00:00:00,1.7,35.06,29.8,-1.22
68.0,30.0,286.04,6.099999904632568,2017-01-08 06:00:00,12.89,55.2,50.7,10.39
68.0,30.0,283.2,7.900000095367432,2017-01-08 12:00:00,10.05,50.09,45.2,7.33
68.0,30.0,275.91,14.699999809265137,2017-01-08 18:00:00,2.76,36.97,31.1,-0.5
68.0,30.0,274.42,27.299999237060547,2017-01-09 00:00:00,1.27,34.29,28.7,-1.83
68.0,30.0,284.04,24.899999618530273,2017-01-09 06:00:00,10.89,51.6,47.6,8.67
68.0,30.0,283.67,29.799999237060547,2017-01-09 12:00:00,10.52,50.94,47.1,8.39
68.0,30.0,276.16,36.0,2017-01-09 18:00:00,3.01,37.42,32.6,0.33
68.0,30.0,273.95,44.599998474121094,2017-01-10 00:00:00,0.8,33.44,28.6,-1.89
68.0,30.0,284.78,13.399999618530273,2017-01-10 06:00:00,11.63,52.93,48.6,9.22
68.0,30.0,283.77,17.899999618530273,2017-01-10 12:00:00,10.62,51.12,46.8,8.22
68.0,30.0,276.7,29.399999618530273,2017-01-10 18:00:00,3.55,38.39,33.3,0.72
68.0,30.0,275.06,38.900001525878906,2017-01-11 00:00:00,1.91,35.44,30.5,-0.83
68.0,30.0,286.76,8.199999809265137,2017-01-11 06:00:00,13.61,56.5,52.2,11.22
68.0,30.0,285.7,11.899999618530273,2017-01-11 12:00:00,12.55,54.59,50.3,10.17
68.0,30.0,277.58,29.100000381469727,2017-01-11 18:00:00,4.43,39.97,35.0,1.67
68.0,30.0,275.92,43.20000076293945,2017-01-12 00:00:00,2.77,36.99,32.4,0.22
68.0,30.0,286.7,14.399999618530273,2017-01-12 06:00:00,13.55,56.39,52.4,11.33
68.0,30.0,285.8,17.5,2017-01-12 12:00:00,12.65,54.77,50.8,10.44
68.0,30.0,278.36,28.200000762939453,2017-01-12 18:00:00,5.21,41.38,36.5,2.5
68.0,30.0,276.3,38.70000076293945,2017-01-13 00:00:00,3.15,37.67,33.0,0.56
68.0,30.0,285.58,20.5,2017-01-13 06:00:00,12.43,54.37,50.5,10.28
68.0,30.0,285.3,22.600000381469727,2017-01-13 12:00:00,12.15,53.87,50.0,10.0
68.0,30.0,280.82,54.70000076293945,2017-01-13 18:00:00,7.67,45.81,42.7,5.94
68.0,30.0,279.89,65.0999984741211,2017-01-14 00:00:00,6.74,44.13,41.3,5.17
68.0,30.0,279.76,77.0,2017-01-14 06:00:00,6.61,43.9,41.6,5.33
68.0,30.0,281.59,54.29999923706055,2017-01-14 12:00:00,8.44,47.19,44.2,6.78
68.0,30.0,279.81,69.80000305175781,2017-01-14 18:00:00,6.66,43.99,41.4,5.22
68.0,30.0,279.28,73.9000015258789,2017-01-15 00:00:00,6.13,43.03,40.5,4.72
68.0,30.0,279.96,66.4000015258789,2017-01-15 06:00:00,6.81,44.26,41.5,5.28
68.0,30.0,281.87,56.599998474121094,2017-01-15 12:00:00,8.72,47.7,44.8,7.11
68.0,30.0,280.84,45.0,2017-01-15 18:00:00,7.69,45.84,42.2,5.67
68.0,30.0,283.0,28.299999237060547,2017-01-16 06:00:00,9.85,49.73,45.7,7.61
68.0,30.0,284.52,25.700000762939453,2017-01-16 12:00:00,11.37,52.47,48.6,9.22
68.0,30.0,282.93,33.29999923706055,2017-01-16 18:00:00,9.78,49.6,45.8,7.67
68.0,30.0,280.56,38.099998474121094,2017-01-17 00:00:00,7.41,45.34,41.4,5.22
68.0,30.0,284.31,26.700000762939453,2017-01-17 06:00:00,11.16,52.09,48.3,9.06
68.0,30.0,285.1,24.100000381469727,2017-01-17 12:00:00,11.95,53.51,49.7,9.83
68.0,30.0,282.64,31.799999237060547,2017-01-17 18:00:00,9.49,49.08,45.2,7.33
68.0,30.0,281.05,36.29999923706055,2017-01-18 00:00:00,7.9,46.22,42.2,5.67
68.0,30.0,284.9,27.200000762939453,2017-01-18 06:00:00,11.75,53.15,49.4,9.67
68.0,30.0,286.88,23.700000762939453,2017-01-18 12:00:00,13.73,56.71,53.2,11.78
68.0,30.0,283.72,33.599998474121094,2017-01-18 18:00:00,10.57,51.03,47.4,8.56
68.0,30.0,281.04,40.599998474121094,2017-01-19 00:00:00,7.89,46.2,42.4,5.78
68.0,30.0,285.34,28.700000762939453,2017-01-19 06:00:00,12.19,53.94,50.4,10.22
68.0,30.0,286.64,23.600000381469727,2017-01-19 12:00:00,13.49,56.28,52.7,11.5
68.0,30.0,283.83,30.100000381469727,2017-01-19 18:00:00,10.68,51.22,47.5,8.61
68.0,30.0,281.8,27.100000381469727,2017-01-20 00:00:00,8.65,47.57,43.3,6.28
68.0,30.0,286.77,18.100000381469727,2017-01-20 06:00:00,13.62,56.52,52.7,11.5
68.0,30.0,287.88,18.799999237060547,2017-01-20 12:00:00,14.73,58.51,54.9,12.72
68.0,30.0,285.24,27.299999237060547,2017-01-20 18:00:00,12.09,53.76,50.1,10.06
68.0,30.0,283.71,30.200000762939453,2017-01-21 00:00:00,10.56,51.01,47.2,8.44
68.0,30.0,287.39,24.0,2017-01-21 06:00:00,14.24,57.63,54.2,12.33
68.0,30.0,289.48,25.299999237060547,2017-01-21 12:00:00,16.33,61.39,58.4,14.67
68.0,30.0,286.03,35.099998474121094,2017-01-21 18:00:00,12.88,55.18,52.0,11.11
68.0,30.0,284.26,43.79999923706055,2017-01-22 00:00:00,11.11,52.0,49.0,9.44
68.0,30.0,288.81,30.600000381469727,2017-01-22 06:00:00,15.66,60.19,57.3,14.06
68.0,30.0,290.19,31.299999237060547,2017-01-22 12:00:00,17.04,62.67,60.1,15.61
68.0,30.0,287.19,43.599998474121094,2017-01-22 18:00:00,14.04,57.27,54.7,12.61
68.0,30.0,285.63,55.70000076293945,2017-01-23 00:00:00,12.48,54.46,52.2,11.22
68.0,30.0,287.88,44.79999923706055,2017-01-23 06:00:00,14.73,58.51,56.2,13.44
68.0,30.0,288.55,38.400001525878906,2017-01-23 12:00:00,15.4,59.72,57.2,14.0
68.0,30.0,285.48,58.70000076293945,2017-01-23 18:00:00,12.33,54.19,52.1,11.17
68.0,30.0,283.46,79.19999694824219,2017-01-24 00:00:00,10.31,50.56,49.0,9.44
68.0,30.0,285.39,52.599998474121094,2017-01-24 06:00:00,12.24,54.03,51.6,10.89
68.0,30.0,287.15,37.099998474121094,2017-01-24 12:00:00,14.0,57.2,54.4,12.44
68.0,30.0,285.04,53.599998474121094,2017-01-24 18:00:00,11.89,53.4,51.0,10.56
68.0,30.0,282.71,72.30000305175781,2017-01-25 00:00:00,9.56,49.21,47.2,8.44
68.0,30.0,284.65,63.20000076293945,2017-01-25 06:00:00,11.5,52.7,50.6,10.33
68.0,30.0,287.37,48.099998474121094,2017-01-25 12:00:00,14.22,57.6,55.3,12.94
68.0,30.0,285.07,52.900001525878906,2017-01-25 18:00:00,11.92,53.46,51.0,10.56
68.0,30.0,283.38,43.0,2017-01-26 00:00:00,10.23,50.41,47.2,8.44
68.0,30.0,286.7,29.700000762939453,2017-01-26 06:00:00,13.55,56.39,53.1,11.72
68.0,30.0,288.8,27.600000381469727,2017-01-26 12:00:00,15.65,60.17,57.2,14.0
68.0,30.0,285.0,38.099998474121094,2017-01-26 18:00:00,11.85,53.33,50.2,10.11
68.0,30.0,282.78,34.0,2017-01-27 00:00:00,9.63,49.33,45.6,7.56
68.0,30.0,288.03,17.700000762939453,2017-01-27 06:00:00,14.88,58.78,55.2,12.89
68.0,30.0,289.96,15.399999618530273,2017-01-27 12:00:00,16.81,62.26,58.9,14.94
68.0,30.0,285.86,24.799999237060547,2017-01-27 18:00:00,12.71,54.88,51.2,10.67
68.0,30.0,283.92,31.799999237060547,2017-01-28 00:00:00,10.77,51.39,47.7,8.72
68.0,30.0,287.82,33.400001525878906,2017-01-28 06:00:00,14.67,58.41,55.5,13.06
68.0,30.0,289.44,27.700000762939453,2017-01-28 12:00:00,16.29,61.32,58.5,14.72
68.0,30.0,286.7,36.5,2017-01-28 18:00:00,13.55,56.39,53.4,11.89
68.0,30.0,284.73,37.70000076293945,2017-01-29 00:00:00,11.58,52.84,49.6,9.78
68.0,30.0,288.17,34.099998474121094,2017-01-29 06:00:00,15.02,59.04,56.2,13.44
68.0,30.0,289.8,34.70000076293945,2017-01-29 12:00:00,16.65,61.97,59.5,15.28
68.0,30.0,287.29,45.70000076293945,2017-01-29 18:00:00,14.14,57.45,55.0,12.78
68.0,30.0,285.32,51.900001525878906,2017-01-30 00:00:00,12.17,53.91,51.4,10.78
68.0,30.0,288.65,42.400001525878906,2017-01-30 06:00:00,15.5,59.9,57.6,14.22
68.0,30.0,290.95,36.70000076293945,2017-01-30 12:00:00,17.8,64.04,61.9,16.61
68.0,30.0,287.64,47.599998474121094,2017-01-30 18:00:00,14.49,58.08,55.8,13.22
68.0,30.0,285.43,33.099998474121094,2017-01-31 00:00:00,12.28,54.1,50.8,10.44
68.0,30.0,290.88,15.5,2017-01-31 06:00:00,17.73,63.91,60.7,15.94
68.0,30.0,291.76,29.200000762939453,2017-01-31 12:00:00,18.61,65.5,63.1,17.28
68.0,30.0,287.17,44.79999923706055,2017-01-31 18:00:00,14.02,57.24,54.8,12.67
68.0,30.0,284.02,34.400001525878906,2017-02-01 00:00:00,10.87,51.57,48.0,8.89
68.0,30.0,289.24,15.899999618530273,2017-02-01 06:00:00,16.09,60.96,57.5,14.17
68.0,30.0,290.64,18.799999237060547,2017-02-01 12:00:00,17.49,63.48,60.4,15.78
68.0,30.0,286.89,30.399999618530273,2017-02-01 18:00:00,13.74,56.73,53.5,11.94
68.0,30.0,285.31,26.399999618530273,2017-02-02 00:00:00,12.16,53.89,50.2,10.11
68.0,30.0,290.47,22.5,2017-02-02 06:00:00,17.32,63.18,60.3,15.72
68.0,30.0,291.26,24.600000381469727,2017-02-02 12:00:00,18.11,64.6,61.9,16.61
68.0,30.0,288.53,29.5,2017-02-02 18:00:00,15.38,59.68,56.7,13.72
68.0,30.0,286.78,35.79999923706055,2017-02-03 00:00:00,13.63,56.53,53.6,12.0
68.0,30.0,289.54,31.200000762939453,2017-02-03 06:00:00,16.39,61.5,58.8,14.89
68.0,30.0,290.26,26.799999237060547,2017-02-03 12:00:00,17.11,62.8,60.0,15.56
68.0,30.0,287.73,36.5,2017-02-03 18:00:00,14.58,58.24,55.5,13.06
68.0,30.0,284.49,53.79999923706055,2017-02-04 00:00:00,11.34,52.41,49.9,9.94
68.0,30.0,282.43,83.5,2017-02-04 06:00:00,9.28,48.7,47.2,8.44
68.0,30.0,285.2,25.5,2017-02-04 12:00:00,12.05,53.69,50.0,10.0
68.0,30.0,280.21,40.0,2017-02-04 18:00:00,7.06,44.71,40.8,4.89
68.0,30.0,279.05,44.29999923706055,2017-02-05 00:00:00,5.9,42.62,38.7,3.72
68.0,30.0,283.92,25.200000762939453,2017-02-05 06:00:00,10.77,51.39,47.4,8.56
68.0,30.0,287.04,21.299999237060547,2017-02-05 12:00:00,13.89,57.0,53.4,11.89
68.0,30.0,283.47,32.599998474121094,2017-02-05 18:00:00,10.32,50.58,46.9,8.28
68.0,30.0,281.37,29.600000381469727,2017-02-06 00:00:00,8.22,46.8,42.6,5.89
68.0,30.0,286.28,17.899999618530273,2017-02-06 06:00:00,13.13,55.63,51.7,10.94
68.0,30.0,288.25,15.100000381469727,2017-02-06 12:00:00,15.1,59.18,55.5,13.06
