longitude,latitude,t2m,rh,valid_time,t2m_cel,t2m_fah,hi_fah,hi_cel
68.0,30.0,281.6173,28.2,2019-01-01 00:00:00,8.47,47.24,43.0,6.11
68.0,30.0,289.3943,22.1,2019-01-01 06:00:00,16.24,61.24,58.1,14.5
68.0,30.0,290.12573,28.4,2019-01-01 12:00:00,16.98,62.56,59.9,15.5
68.0,30.0,284.1168,38.7,2019-01-01 18:00:00,10.97,51.74,48.4,9.11
68.0,30.0,281.28467,40.0,2019-01-02 00:00:00,8.13,46.64,42.9,6.06
68.0,30.0,290.38715,18.5,2019-01-02 06:00:00,17.24,63.03,59.9,15.5
68.0,30.0,289.118,17.1,2019-01-02 12:00:00,15.97,60.74,57.3,14.06
68.0,30.0,282.91696,23.7,2019-01-02 18:00:00,9.77,49.58,45.4,7.44
68.0,30.0,281.02707,28.7,2019-01-03 00:00:00,7.88,46.18,41.8,5.44
68.0,30.0,289.91992,21.4,2019-01-03 06:00:00,16.77,62.19,59.1,15.06
68.0,30.0,288.4495,23.3,2019-01-03 12:00:00,15.3,59.54,56.3,13.5
68.0,30.0,283.55496,30.8,2019-01-03 18:00:00,10.4,50.73,47.0,8.33
68.0,30.0,281.97076,36.8,2019-01-04 00:00:00,8.82,47.88,44.1,6.72
68.0,30.0,288.2151,26.1,2019-01-04 06:00:00,15.07,59.12,56.0,13.33
68.0,30.0,286.9748,27.5,2019-01-04 12:00:00,13.82,56.88,53.6,12.0
68.0,30.0,282.5464,42.2,2019-01-04 18:00:00,9.4,48.91,45.5,7.5
68.0,30.0,280.011,40.8,2019-01-05 00:00:00,6.86,44.35,40.4,4.67
68.0,30.0,288.2031,17.8,2019-01-05 06:00:00,15.05,59.1,55.5,13.06
68.0,30.0,289.06268,15.5,2019-01-05 12:00:00,15.91,60.64,57.1,13.94
68.0,30.0,282.6521,29.6,2019-01-05 18:00:00,9.5,49.1,45.1,7.28
68.0,30.0,278.67044,37.8,2019-01-06 00:00:00,5.52,41.94,37.6,3.11
68.0,30.0,286.88577,25.6,2019-01-06 06:00:00,13.74,56.72,53.3,11.83
68.0,30.0,286.29163,28.8,2019-01-06 12:00:00,13.14,55.65,52.3,11.28
68.0,30.0,280.2375,36.7,2019-01-06 18:00:00,7.09,44.76,40.7,4.83
68.0,30.0,278.19547,44.2,2019-01-07 00:00:00,5.05,41.08,37.0,2.78
68.0,30.0,286.43286,28.0,2019-01-07 06:00:00,13.28,55.91,52.5,11.39
68.0,30.0,286.08075,27.5,2019-01-07 12:00:00,12.93,55.28,51.8,11.0
68.0,30.0,280.06958,38.1,2019-01-07 18:00:00,6.92,44.46,40.4,4.67
68.0,30.0,278.2754,40.1,2019-01-08 00:00:00,5.13,41.23,36.9,2.72
68.0,30.0,285.95267,30.0,2019-01-08 06:00:00,12.8,55.04,51.7,10.94
