latitude,longitude,valid_time,t2m,rh,t2m_cel,t2m_fah,hi_fah,hi_cel
30.0,68.0,2022-01-01 00:00:00,284.1833,50.7,11.03,51.86,49.1,9.5
30.0,68.0,2022-01-01 06:00:00,287.42288,39.0,14.27,57.69,55.0,12.78
30.0,68.0,2022-01-01 12:00:00,289.2008,36.4,16.05,60.89,58.4,14.67
30.0,68.0,2022-01-01 18:00:00,283.5187,51.1,10.37,50.66,47.8,8.78
30.0,68.0,2022-01-02 00:00:00,281.9579,59.0,8.81,47.85,45.1,7.28
30.0,68.0,2022-01-02 06:00:00,288.6164,34.4,15.47,59.84,57.1,13.94
30.0,68.0,2022-01-02 12:00:00,288.95337,32.5,15.8,60.45,57.7,14.28
30.0,68.0,2022-01-02 18:00:00,285.70322,39.9,12.55,54.6,51.6,10.89
30.0,68.0,2022-01-03 00:00:00,283.4676,45.6,10.32,50.57,47.5,8.61
30.0,68.0,2022-01-03 06:00:00,287.22906,36.0,14.08,57.34,54.5,12.5
30.0,68.0,2022-01-03 12:00:00,288.08365,32.7,14.93,58.88,56.0,13.33
30.0,68.0,2022-01-03 18:00:00,286.92966,36.7,13.78,56.8,53.9,12.17
30.0,68.0,2022-01-04 00:00:00,284.16333,57.1,11.01,51.82,49.4,9.67
30.0,68.0,2022-01-04 06:00:00,286.54544,49.7,13.4,56.11,53.8,12.11
30.0,68.0,2022-01-04 12:00:00,287.716,47.5,14.57,58.22,56.0,13.33
30.0,68.0,2022-01-04 18:00:00,282.89566,88.7,9.75,49.54,48.4,9.11
30.0,68.0,2022-01-05 00:00:00,282.9114,87.5,9.76,49.57,48.3,9.06
30.0,68.0,2022-01-05 06:00:00,286.08044,63.1,12.93,55.27,53.5,11.94
30.0,68.0,2022-01-05 12:00:00,287.9908,51.8,14.84,58.71,56.7,13.72
30.0,68.0,2022-01-05 18:00:00,283.975,72.7,10.83,51.49,49.8,9.89
30.0,68.0,2022-01-06 00:00:00,283.377,74.9,10.23,50.41,48.7,9.28
30.0,68.0,2022-01-06 06:00:00,284.70395,71.9,11.55,52.8,51.2,10.67
30.0,68.0,2022-01-06 12:00:00,283.7899,79.7,10.64,51.15,49.7,9.83
30.0,68.0,2022-01-06 18:00:00,282.28555,90.9,9.14,48.44,47.3,8.5
30.0,68.0,2022-01-07 00:00:00,280.6752,82.1,7.53,45.55,43.7,6.5
30.0,68.0,2022-01-07 06:00:00,281.4637,79.7,8.31,46.96,45.1,7.28
30.0,68.0,2022-01-07 12:00:00,282.74802,71.1,9.6,49.28,47.2,8.44
30.0,68.0,2022-01-07 18:00:00,281.2745,84.0,8.12,46.62,44.9,7.17
30.0,68.0,2022-01-08 00:00:00,279.91312,88.7,6.76,44.17,42.5,5.83
30.0,68.0,2022-01-08 06:00:00,282.9037,70.1,9.75,49.56,47.5,8.61
30.0,68.0,2022-01-08 12:00:00,285.27554,55.8,12.13,53.83,51.5,10.83
30.0,68.0,2022-01-08 18:00:00,283.0707,72.0,9.92,49.86,47.9,8.83
30.0,68.0,2022-01-09 00:00:00,281.79233,74.0,8.64,47.56,45.5,7.5
30.0,68.0,2022-01-09 06:00:00,285.4004,43.5,12.25,54.05,51.2,10.67
30.0,68.0,2022-01-09 12:00:00,287.0482,33.8,13.9,57.02,54.0,12.22
30.0,68.0,2022-01-09 18:00:00,282.21652,56.4,9.07,48.32,45.5,7.5
30.0,68.0,2022-01-10 00:00:00,280.34937,60.1,7.2,44.96,42.0,5.56
30.0,68.0,2022-01-10 06:00:00,285.1664,44.6,12.02,53.63,50.8,10.44
30.0,68.0,2022-01-10 12:00:00,286.88202,38.4,13.73,56.72,53.9,12.17
30.0,68.0,2022-01-10 18:00:00,283.34113,57.2,10.19,50.34,47.8,8.78
30.0,68.0,2022-01-11 00:00:00,281.65012,57.1,8.5,47.3,44.4,6.89
30.0,68.0,2022-01-11 06:00:00,285.54034,42.4,12.39,54.3,51.4,10.78
30.0,68.0,2022-01-11 12:00:00,286.89902,38.1,13.75,56.75,53.9,12.17
30.0,68.0,2022-01-11 18:00:00,283.45544,54.0,10.31,50.55,47.8,8.78
30.0,68.0,2022-01-12 00:00:00,281.7458,50.2,8.6,47.47,44.3,6.83
30.0,68.0,2022-01-12 06:00:00,286.03442,33.8,12.88,55.19,52.0,11.11
30.0,68.0,2022-01-12 12:00:00,287.53513,34.2,14.39,57.89,55.0,12.78
30.0,68.0,2022-01-12 18:00:00,283.67126,49.5,10.52,50.94,48.1,8.94
30.0,68.0,2022-01-13 00:00:00,281.89017,50.9,8.74,47.73,44.6,7.0
30.0,68.0,2022-01-13 06:00:00,287.13412,30.7,13.98,57.17,54.0,12.22
30.0,68.0,2022-01-13 12:00:00,288.49335,27.4,15.34,59.62,56.6,13.67
30.0,68.0,2022-01-13 18:00:00,283.32367,41.8,10.17,50.31,47.0,8.33
30.0,68.0,2022-01-14 00:00:00,281.50507,44.9,8.36,47.04,43.6,6.44
30.0,68.0,2022-01-14 06:00:00,287.02344,33.2,13.87,56.97,53.9,12.17
30.0,68.0,2022-01-14 12:00:00,287.86353,36.6,14.71,58.48,55.7,13.17
30.0,68.0,2022-01-14 18:00:00,284.14185,52.5,10.99,51.79,49.1,9.5
30.0,68.0,2022-01-15 00:00:00,282.3666,56.1,9.22,48.59,45.8,7.67
30.0,68.0,2022-01-15 06:00:00,286.57898,41.8,13.43,56.17,53.5,11.94
30.0,68.0,2022-01-15 12:00:00,287.75198,41.0,14.6,58.28,55.7,13.17
30.0,68.0,2022-01-15 18:00:00,284.19904,58.1,11.05,51.89,49.5,9.72
30.0,68.0,2022-01-16 00:00:00,283.34903,56.4,10.2,50.36,47.7,8.72
30.0,68.0,2022-01-16 06:00:00,287.20255,39.8,14.05,57.29,54.6,12.56
30.0,68.0,2022-01-16 12:00:00,287.98587,39.2,14.84,58.7,56.1,13.39
30.0,68.0,2022-01-16 18:00:00,286.44357,50.1,13.29,55.93,53.6,12.0
30.0,68.0,2022-01-17 00:00:00,285.33664,59.5,12.19,53.94,51.8,11.0
30.0,68.0,2022-01-17 06:00:00,288.68692,36.0,15.54,59.97,57.4,14.11
30.0,68.0,2022-01-17 12:00:00,290.32043,31.5,17.17,62.91,60.4,15.78
30.0,68.0,2022-01-17 18:00:00,285.72205,44.2,12.57,54.63,51.9,11.06
30.0,68.0,2022-01-18 00:00:00,284.19614,52.8,11.05,51.88,49.2,9.56
30.0,68.0,2022-01-18 06:00:00,288.46997,41.1,15.32,59.58,57.2,14.0
30.0,68.0,2022-01-18 12:00:00,290.00986,39.9,16.86,62.35,60.2,15.67
30.0,68.0,2022-01-18 18:00:00,287.58032,50.0,14.43,57.97,55.8,13.22
30.0,68.0,2022-01-19 00:00:00,284.4874,80.0,11.34,52.41,51.1,10.61
30.0,68.0,2022-01-19 06:00:00,287.9039,63.8,14.75,58.56,57.1,13.94
30.0,68.0,2022-01-19 12:00:00,291.1973,49.8,18.05,64.49,63.0,17.22
30.0,68.0,2022-01-19 18:00:00,287.99677,63.5,14.85,58.72,57.3,14.06
30.0,68.0,2022-01-20 00:00:00,285.82724,55.7,12.68,54.82,52.6,11.44
30.0,68.0,2022-01-20 06:00:00,288.568,44.0,15.42,59.75,57.5,14.17
30.0,68.0,2022-01-20 12:00:00,289.5845,41.1,16.43,61.58,59.4,15.22
30.0,68.0,2022-01-20 18:00:00,285.90176,57.8,12.75,54.95,52.9,11.61
30.0,68.0,2022-01-21 00:00:00,285.8716,56.6,12.72,54.9,52.8,11.56
30.0,68.0,2022-01-21 06:00:00,286.00027,59.3,12.85,55.13,53.1,11.72
30.0,68.0,2022-01-21 12:00:00,283.98117,73.9,10.83,51.5,49.8,9.89
30.0,68.0,2022-01-21 18:00:00,282.9031,70.2,9.75,49.56,47.5,8.61
30.0,68.0,2022-01-22 00:00:00,281.08267,64.8,7.93,46.28,43.7,6.5
30.0,68.0,2022-01-22 06:00:00,283.8135,24.5,10.66,51.19,47.2,8.44
30.0,68.0,2022-01-22 12:00:00,285.67346,22.6,12.52,54.54,50.8,10.44
30.0,68.0,2022-01-22 18:00:00,281.3256,43.7,8.18,46.72,43.1,6.17
30.0,68.0,2022-01-23 00:00:00,279.66858,41.9,6.52,43.73,39.8,4.33
30.0,68.0,2022-01-23 06:00:00,283.26068,31.3,10.11,50.2,46.4,8.0
30.0,68.0,2022-01-23 12:00:00,284.88086,31.3,11.73,53.12,49.6,9.78
30.0,68.0,2022-01-23 18:00:00,281.9224,43.0,8.77,47.79,44.3,6.83
30.0,68.0,2022-01-24 00:00:00,280.13077,37.0,6.98,44.57,40.5,4.72
30.0,68.0,2022-01-24 06:00:00,284.3875,22.9,11.24,52.23,48.2,9.0
30.0,68.0,2022-01-24 12:00:00,286.24432,23.5,13.09,55.57,51.9,11.06
30.0,68.0,2022-01-24 18:00:00,282.29208,37.5,9.14,48.46,44.8,7.11
30.0,68.0,2022-01-25 00:00:00,280.27243,37.1,7.12,44.82,40.7,4.83
30.0,68.0,2022-01-25 06:00:00,285.5454,21.5,12.4,54.31,50.5,10.28
30.0,68.0,2022-01-25 12:00:00,287.596,16.1,14.45,58.0,54.3,12.39
30.0,68.0,2022-01-25 18:00:00,282.46497,23.4,9.31,48.77,44.4,6.89
30.0,68.0,2022-01-26 00:00:00,279.93195,21.5,6.78,44.21,39.3,4.06
30.0,68.0,2022-01-26 06:00:00,285.9531,18.1,12.8,55.05,51.1,10.61
30.0,68.0,2022-01-26 12:00:00,287.8987,17.6,14.75,58.55,54.9,12.72
30.0,68.0,2022-01-26 18:00:00,283.0308,29.8,9.88,49.79,45.9,7.72
30.0,68.0,2022-01-27 00:00:00,280.68,30.9,7.53,45.55,41.3,5.17
30.0,68.0,2022-01-27 06:00:00,286.20456,19.5,13.05,55.5,51.7,10.94
30.0,68.0,2022-01-27 12:00:00,287.79797,20.6,14.65,58.37,54.9,12.72
30.0,68.0,2022-01-27 18:00:00,283.5499,36.6,10.4,50.72,47.2,8.44
30.0,68.0,2022-01-28 00:00:00,282.21692,36.1,9.07,48.32,44.5,6.94
30.0,68.0,2022-01-28 06:00:00,287.4525,20.9,14.3,57.74,54.2,12.33
30.0,68.0,2022-01-28 12:00:00,288.6567,21.0,15.51,59.91,56.6,13.67
30.0,68.0,2022-01-28 18:00:00,284.52585,34.4,11.38,52.48,49.0,9.44
30.0,68.0,2022-01-29 00:00:00,283.26813,32.9,10.12,50.21,46.5,8.06
30.0,68.0,2022-01-29 06:00:00,289.49863,19.6,16.35,61.43,58.2,14.56
30.0,68.0,2022-01-29 12:00:00,291.44736,18.6,18.3,64.94,62.0,16.67
30.0,68.0,2022-01-29 18:00:00,285.23776,30.2,12.09,53.76,50.3,10.17
30.0,68.0,2022-01-30 00:00:00,283.31064,33.5,10.16,50.29,46.6,8.11
30.0,68.0,2022-01-30 06:00:00,289.38895,24.8,16.24,61.23,58.2,14.56
30.0,68.0,2022-01-30 12:00:00,290.8183,22.7,17.67,63.8,60.9,16.06
30.0,68.0,2022-01-30 18:00:00,286.5087,35.7,13.36,56.05,53.0,11.67
30.0,68.0,2022-01-31 00:00:00,285.14868,39.9,12.0,53.6,50.5,10.28
30.0,68.0,2022-01-31 06:00:00,290.70267,28.1,17.55,63.59,61.0,16.11
30.0,68.0,2022-01-31 12:00:00,293.7,24.0,20.55,68.99,66.7,19.28
30.0,68.0,2022-01-31 18:00:00,287.76285,31.5,14.61,58.3,55.3,12.94
30.0,68.0,2022-02-01 00:00:00,285.42346,27.4,12.27,54.09,50.5,10.28
30.0,68.0,2022-02-01 06:00:00,291.43835,18.3,18.29,64.92,62.0,16.67
30.0,68.0,2022-02-01 12:00:00,292.98386,16.6,19.83,67.7,65.0,18.33
30.0,68.0,2022-02-01 18:00:00,287.44827,28.8,14.3,57.74,54.6,12.56
30.0,68.0,2022-02-02 00:00:00,285.7389,26.5,12.59,54.66,51.1,10.61
30.0,68.0,2022-02-02 06:00:00,291.16934,16.8,18.02,64.43,61.4,16.33
30.0,68.0,2022-02-02 12:00:00,292.38138,16.9,19.23,66.62,63.8,17.67
30.0,68.0,2022-02-02 18:00:00,285.99512,38.0,12.85,55.12,52.1,11.17
30.0,68.0,2022-02-03 00:00:00,283.54767,39.1,10.4,50.72,47.3,8.5
30.0,68.0,2022-02-03 06:00:00,288.11212,21.6,14.96,58.93,55.5,13.06
30.0,68.0,2022-02-03 12:00:00,292.09442,12.3,18.94,66.1,63.0,17.22
30.0,68.0,2022-02-03 18:00:00,285.18704,23.1,12.04,53.67,49.8,9.89
30.0,68.0,2022-02-04 00:00:00,282.9946,19.9,9.84,49.72,45.3,7.39
30.0,68.0,2022-02-04 06:00:00,289.00925,13.7,15.86,60.55,56.9,13.83
30.0,68.0,2022-02-04 12:00:00,290.90247,16.7,17.75,63.95,60.8,16.0
30.0,68.0,2022-02-04 18:00:00,285.8059,30.2,12.66,54.78,51.4,10.78
30.0,68.0,2022-02-05 00:00:00,284.071,30.0,10.92,51.66,47.9,8.83
30.0,68.0,2022-02-05 06:00:00,289.52847,16.2,16.38,61.48,58.1,14.5
30.0,68.0,2022-02-05 12:00:00,290.17136,17.2,17.02,62.64,59.4,15.22
30.0,68.0,2022-02-05 18:00:00,286.21222,25.8,13.06,55.51,52.0,11.11
30.0,68.0,2022-02-06 00:00:00,284.4037,30.7,11.25,52.26,48.6,9.22
30.0,68.0,2022-02-06 06:00:00,289.4541,22.4,16.3,61.35,58.2,14.56
30.0,68.0,2022-02-06 12:00:00,290.57822,22.4,17.43,63.37,60.5,15.83
30.0,68.0,2022-02-06 18:00:00,285.6362,30.5,12.49,54.48,51.1,10.61
30.0,68.0,2022-02-07 00:00:00,283.68216,32.8,10.53,50.96,47.3,8.5
30.0,68.0,2022-02-07 06:00:00,289.53732,21.1,16.39,61.5,58.3,14.61
30.0,68.0,2022-02-07 12:00:00,291.05258,18.2,17.9,64.22,61.2,16.22
30.0,68.0,2022-02-07 18:00:00,286.14798,39.9,13.0,55.4,52.5,11.39
30.0,68.0,2022-02-08 00:00:00,284.23456,41.7,11.08,51.95,48.8,9.33
30.0,68.0,2022-02-08 06:00:00,288.60837,34.4,15.46,59.83,57.1,13.94
30.0,68.0,2022-02-08 12:00:00,288.91946,37.6,15.77,60.39,57.9,14.39
30.0,68.0,2022-02-08 18:00:00,285.74384,53.1,12.59,54.67,52.3,11.28
30.0,68.0,2022-02-09 00:00:00,283.9162,42.3,10.77,51.38,48.2,9.0
30.0,68.0,2022-02-09 06:00:00,288.30066,24.2,15.15,59.27,56.0,13.33
30.0,68.0,2022-02-09 12:00:00,290.9215,15.6,17.77,63.99,60.8,16.0
30.0,68.0,2022-02-09 18:00:00,285.85092,28.4,12.7,54.86,51.4,10.78
30.0,68.0,2022-02-10 00:00:00,283.51105,28.5,10.36,50.65,46.8,8.22
30.0,68.0,2022-02-10 06:00:00,289.71002,15.3,16.56,61.81,58.4,14.67
30.0,68.0,2022-02-10 12:00:00,292.1037,8.8,18.95,66.12,62.8,17.11
30.0,68.0,2022-02-10 18:00:00,284.98093,18.2,11.83,53.3,49.2,9.56
30.0,68.0,2022-02-11 00:00:00,282.38077,19.5,9.23,48.62,44.1,6.72
30.0,68.0,2022-02-11 06:00:00,289.7115,14.0,16.56,61.81,58.3,14.61
30.0,68.0,2022-02-11 12:00:00,291.78287,14.6,18.63,65.54,62.5,16.94
30.0,68.0,2022-02-11 18:00:00,286.30542,28.6,13.16,55.68,52.3,11.28
30.0,68.0,2022-02-12 00:00:00,284.13223,27.1,10.98,51.77,47.9,8.83
30.0,68.0,2022-02-12 06:00:00,290.11374,18.3,16.96,62.53,59.3,15.17
30.0,68.0,2022-02-12 12:00:00,292.31686,16.9,19.17,66.5,63.6,17.56
30.0,68.0,2022-02-12 18:00:00,287.25714,30.8,14.11,57.39,54.3,12.39
30.0,68.0,2022-02-13 00:00:00,285.3826,28.6,12.23,54.02,50.5,10.28
30.0,68.0,2022-02-13 06:00:00,291.43906,16.7,18.29,64.92,61.9,16.61
30.0,68.0,2022-02-13 12:00:00,292.64734,18.4,19.5,67.1,64.4,18.0
30.0,68.0,2022-02-13 18:00:00,288.30743,28.5,15.16,59.28,56.2,13.44
30.0,68.0,2022-02-14 00:00:00,286.95776,28.3,13.81,56.85,53.6,12.0
30.0,68.0,2022-02-14 06:00:00,292.00198,19.9,18.85,65.93,63.2,17.33
30.0,68.0,2022-02-14 12:00:00,293.49835,17.5,20.35,68.63,66.0,18.89
30.0,68.0,2022-02-14 18:00:00,287.60962,26.8,14.46,58.03,54.8,12.67
30.0,68.0,2022-02-15 00:00:00,285.8444,34.1,12.69,54.85,51.6,10.89
30.0,68.0,2022-02-15 06:00:00,291.64023,24.4,18.49,65.28,62.7,17.06
30.0,68.0,2022-02-15 12:00:00,293.3804,20.7,20.23,68.41,65.9,18.83
30.0,68.0,2022-02-15 18:00:00,288.56067,33.4,15.41,59.74,57.0,13.89
30.0,68.0,2022-02-16 00:00:00,286.2888,30.1,13.14,55.65,52.3,11.28
