longitude,latitude,t2m,rh,valid_time,t2m_cel,t2m_fah,hi_fah,hi_cel
68.0,30.0,281.46,29.0,2016-01-01 00:00:00,8.31,46.96,42.7,5.94
68.0,30.0,291.95,19.2,2016-01-01 06:00:00,18.8,65.84,63.0,17.22
68.0,30.0,289.79,22.9,2016-01-01 12:00:00,16.64,61.95,58.9,14.94
68.0,30.0,284.72,32.3,2016-01-01 18:00:00,11.57,52.83,49.3,9.61
68.0,30.0,282.9,46.5,2016-01-02 00:00:00,9.75,49.55,46.4,8.0
68.0,30.0,292.15,23.4,2016-01-02 06:00:00,19.0,66.2,63.6,17.56
68.0,30.0,290.41,27.3,2016-01-02 12:00:00,17.26,63.07,60.4,15.78
68.0,30.0,284.27,40.4,2016-01-02 18:00:00,11.12,52.02,48.8,9.33
68.0,30.0,282.92,52.4,2016-01-03 00:00:00,9.77,49.59,46.7,8.17
68.0,30.0,291.49,26.6,2016-01-03 06:00:00,18.34,65.01,62.5,16.94
68.0,30.0,287.03,39.6,2016-01-03 18:00:00,13.88,56.98,54.2,12.33
68.0,30.0,290.24,23.0,2016-01-05 12:00:00,17.09,62.76,59.8,15.44
68.0,30.0,284.9,24.4,2016-01-05 18:00:00,11.75,53.15,49.3,9.61
68.0,30.0,284.16,31.9,2016-01-06 00:00:00,11.01,51.82,48.2,9.0
68.0,30.0,289.85,34.3,2016-01-06 06:00:00,16.7,62.06,59.6,15.33
68.0,30.0,288.89,36.4,2016-01-06 12:00:00,15.74,60.33,57.8,14.33
68.0,30.0,283.97,45.6,2016-01-06 18:00:00,10.82,51.48,48.5,9.17
68.0,30.0,282.68,50.4,2016-01-07 00:00:00,9.53,49.15,46.1,7.83
68.0,30.0,289.98,32.9,2016-01-07 06:00:00,16.83,62.29,59.8,15.44
68.0,30.0,289.57,33.9,2016-01-07 12:00:00,16.42,61.56,59.0,15.0
68.0,30.0,282.56,56.4,2016-01-07 18:00:00,9.41,48.94,46.2,7.89
68.0,30.0,280.65,70.0,2016-01-08 00:00:00,7.5,45.5,43.0,6.11
68.0,30.0,290.68,29.9,2016-01-08 06:00:00,17.53,63.55,61.0,16.11
68.0,30.0,290.43,32.5,2016-01-08 12:00:00,17.28,63.1,60.6,15.89
68.0,30.0,282.36,64.3,2016-01-08 18:00:00,9.21,48.58,46.2,7.89
68.0,30.0,280.89,63.1,2016-01-09 00:00:00,7.74,45.93,43.2,6.22
68.0,30.0,290.4,27.1,2016-01-09 06:00:00,17.25,63.05,60.3,15.72
68.0,30.0,289.07,33.4,2016-01-09 12:00:00,15.92,60.66,58.0,14.44
68.0,30.0,282.57,50.0,2016-01-09 18:00:00,9.42,48.96,45.9,7.72
68.0,30.0,281.15,56.8,2016-01-10 00:00:00,8.0,46.4,43.4,6.33
68.0,30.0,292.65,15.4,2016-01-10 06:00:00,19.5,67.1,64.2,17.89
68.0,30.0,290.47,18.9,2016-01-10 12:00:00,17.32,63.18,60.1,15.61
68.0,30.0,284.34,27.2,2016-01-10 18:00:00,11.19,52.14,48.3,9.06
68.0,30.0,283.3,28.3,2016-01-11 00:00:00,10.15,50.27,46.3,7.94
68.0,30.0,291.99,25.9,2016-01-11 06:00:00,18.84,65.91,63.4,17.44
68.0,30.0,290.3,34.1,2016-01-11 12:00:00,17.15,62.87,60.5,15.83
68.0,30.0,283.05,51.2,2016-01-11 18:00:00,9.9,49.82,46.9,8.28
68.0,30.0,281.47,46.5,2016-01-12 00:00:00,8.32,46.98,43.6,6.44
68.0,30.0,288.94,15.3,2016-01-12 06:00:00,15.79,60.42,56.9,13.83
68.0,30.0,289.73,10.2,2016-01-12 12:00:00,16.58,61.84,58.2,14.56
68.0,30.0,280.4,13.2,2016-01-12 18:00:00,7.25,45.05,39.9,4.39
68.0,30.0,278.25,51.3,2016-01-13 00:00:00,5.1,41.18,37.4,3.0
68.0,30.0,288.62,14.0,2016-01-13 06:00:00,15.47,59.85,56.2,13.44
68.0,30.0,287.23,14.9,2016-01-13 12:00:00,14.08,57.34,53.5,11.94
68.0,30.0,281.52,24.6,2016-01-13 18:00:00,8.37,47.07,42.6,5.89
68.0,30.0,278.06,36.0,2016-01-14 00:00:00,4.91,40.84,36.3,2.39
68.0,30.0,289.5,13.0,2016-01-14 06:00:00,16.35,61.43,57.9,14.39
