time,t2m_cel,trigger
2005-06-26,32.225,0
2005-06-27,32.4,0
2005-06-28,32.25,0
2005-06-29,32.800000000000004,0
2005-06-30,33.375,0
2005-07-01,33.375,0
2005-07-02,32.875,0
2005-07-03,32.475,0
2005-07-04,32.35,0
2005-07-05,32.575,0
2005-07-06,32.150000000000006,0
2005-07-07,31.925,0
2005-07-08,30.825000000000003,0
2005-07-09,31.15,0
2005-07-10,30.950000000000003,0
2005-07-11,31.225,0
2005-07-12,31.0,0
2005-07-13,31.275,0
2005-07-14,30.65,0
2005-07-15,30.450000000000003,0
2005-07-16,30.225,0
2005-07-17,30.25,0
2005-07-18,30.85,0
2005-07-19,30.450000000000003,0
2005-07-20,29.4,0
2005-07-21,29.65,0
2005-07-22,30.15,0
2005-07-23,30.1,0
2005-07-24,29.7,0
2005-07-25,29.775,0
2005-07-26,29.9,0
2005-07-27,29.75,0
2005-07-28,29.175,0
2005-07-29,29.35,0
2005-07-30,30.35,0
2005-07-31,31.025,0
2006-04-01,28.450000000000003,0
2006-04-02,28.875,0
2006-04-03,28.65,0
2006-04-04,28.0,0
2006-04-05,28.175,0
2006-04-06,28.2,0
2006-04-07,28.225,0
2006-04-08,29.25,0
2006-04-09,29.85,0
2006-04-10,27.825,0
2006-04-11,28.2,0
2006-04-12,27.275,0
2006-04-13,27.35,0
2006-04-14,27.525,0
2006-04-15,28.3,0
2006-04-16,27.9,0
2006-04-17,27.825000000000003,0
2006-04-18,26.8,0
2006-04-19,28.200000000000003,0
2006-04-20,27.950000000000003,0
2006-04-21,28.4,0
2006-04-22,28.55,0
2006-04-23,28.475,0
2006-04-24,28.675000000000004,0
2006-04-25,29.125000000000004,0
2006-04-26,28.175,0
2006-04-27,28.925,0
2006-04-28,28.925,0
2006-04-29,29.5,0
2006-04-30,29.675,0
2006-05-01,29.075000000000003,0
2006-05-02,28.375,0
2006-05-03,28.725,0
2006-05-04,29.1,0
2006-05-05,29.525,0
2006-05-06,30.075000000000003,0
2006-05-07,30.375,0
2006-05-08,30.375,0
2006-05-09,30.325,0
2006-05-10,30.45,0
2006-05-11,30.15,0
2006-05-12,30.775,0
2006-05-13,30.475,0
2006-05-14,30.1,0
2006-05-15,30.3,0
2006-05-16,30.375,0
2006-05-17,30.475,0
2006-05-18,30.4,0
2006-05-19,30.425,0
2006-05-20,30.125,0
2006-05-21,29.375,0
2006-05-22,30.25,0
2006-05-23,30.75,0
2006-05-24,30.575000000000003,0
2006-05-25,30.5,0
2006-05-26,30.775,0
2006-05-27,30.75,0
2006-05-28,30.300000000000004,0
2006-05-29,30.3,0
2006-05-30,31.225,0
2006-05-31,31.275,0
2006-06-01,30.875,0
2006-06-02,30.725,0
2006-06-03,29.65,0
2006-06-04,30.4,0
2006-06-05,29.875000000000004,0
2006-06-06,29.95,0
2006-06-07,30.15,0
2006-06-08,30.200000000000003,0
2006-06-09,29.875,0
2006-06-10,30.0,0
2006-06-11,30.575000000000003,0
2006-06-12,31.025,0
2006-06-13,30.65,0
2006-06-14,30.8,0
2006-06-15,30.525,0
2006-06-16,30.0,0
2006-06-17,30.025,0
2006-06-18,29.95,0
2006-06-19,29.700000000000003,0
2006-06-20,29.9,0
2006-06-21,30.950000000000003,0
2006-06-22,32.9,0
2006-06-23,33.3375,0
2006-06-24,33.775,0
2006-06-25,32.45,0
2006-06-26,30.05,0
2006-06-27,34.225,0
2006-06-28,31.95,0
2006-06-29,32.775,0
2006-06-30,32.550000000000004,0
2006-07-01,31.725,0
2006-07-02,31.725,0
2006-07-03,32.175,0
2006-07-04,32.2,0
2006-07-05,32.125,0
2006-07-06,30.25,0
2006-07-07,31.925,0
2006-07-08,31.475,0
2006-07-09,30.65,0
2006-07-10,30.55,0
2006-07-11,30.8,0
2006-07-12,30.925,0
2006-07-13,30.25,0
2006-07-14,32.0,0
2006-07-15,32.125,0
2006-07-16,30.875,0
2006-07-17,30.95,0
2006-07-18,29.925,0
2006-07-19,30.85,0
2006-07-20,30.55,0
2006-07-21,30.35,0
2006-07-22,29.85,0
2006-07-23,32.025,0
2006-07-24,30.425,0
2006-07-25,30.825000000000003,0
2006-07-26,29.8,0
2006-07-27,30.200000000000003,0
2006-07-28,30.5,0
2006-07-29,30.375,0
2006-07-30,30.1,0
2006-07-31,31.225,0
2007-04-01,27.05,0
2007-04-02,28.0,0
2007-04-03,28.975,0
2007-04-04,30.475,0
2007-04-05,31.450000000000003,0
2007-04-06,30.975,0
2007-04-07,29.375000000000004,0
2007-04-08,29.35,0
2007-04-09,28.975,0
2007-04-10,28.475,0
2007-04-11,27.75,0
2007-04-12,28.25,0
2007-04-13,29.3,0
2007-04-14,30.125,0
2007-04-15,30.875,0
2007-04-16,29.15,0
2007-04-17,29.175,0
2007-04-18,28.9,0
2007-04-19,29.475,0
2007-04-20,29.2,0
2007-04-21,28.9,0
2007-04-22,29.225,0
2007-04-23,29.125,0
2007-04-24,28.875,0
2007-04-25,29.15,0
2007-04-26,29.525,0
2007-04-27,29.225,0
2007-04-28,29.125,0
2007-04-29,29.175000000000004,0
2007-04-30,29.2,0
2007-05-01,29.9,0
2007-05-02,31.175,0
2007-05-03,30.675000000000004,0
2007-05-04,30.9,0
2007-05-05,32.35,0
2007-05-06,31.425,0
2007-05-07,30.575000000000003,0
2007-05-08,31.4,0
2007-05-09,33.6,0
2007-05-10,31.65,0
2007-05-11,30.875000000000004,0
2007-05-12,30.775,0
2007-05-13,30.6,0
2007-05-14,30.2,0
2007-05-15,30.65,0
2007-05-16,30.8,0
2007-05-17,30.225,0
2007-05-18,30.2,0
2007-05-19,30.25,0
2007-05-20,30.25,0
2007-05-21,31.250000000000004,0
2007-05-22,31.3,0
2007-05-23,30.925,0
2007-05-24,31.7,0
2007-05-25,32.4,0
2007-05-26,31.25,0
2007-05-27,30.575,0
2007-05-28,30.025,0
2007-05-29,30.25,0
2007-05-30,30.7,0
2007-05-31,31.3,0
2007-06-01,31.625,0
2007-06-02,31.325,0
2007-06-03,31.3,0
2007-06-04,32.225,0
2007-06-05,31.425,0
2007-06-06,31.325000000000003,0
2007-06-07,31.45,0
2007-06-08,32.0,0
2007-06-09,32.325,0
2007-06-10,31.875,0
2007-06-11,31.85,0
2007-06-12,31.950000000000003,0
2007-06-13,31.625000000000004,0
2007-06-14,31.575,0
2007-06-15,31.4,0
2007-06-16,31.6,0
2007-06-17,32.875,0
2007-06-18,32.7,0
2007-06-19,32.775,0
2007-06-20,32.75,0
2007-06-21,34.0,0
2007-06-22,35.4,1
2007-06-23,36.425,0
2007-06-24,37.225,0
2007-06-25,31.325,0
2007-06-26,28.700000000000003,0
2007-06-27,28.625,0
2007-06-28,30.450000000000003,0
2007-06-29,30.7,0
2007-06-30,31.0,0
2007-07-01,32.45,0
2007-07-02,33.45,0
2007-07-03,32.275,0
2007-07-04,32.1,0
2007-07-05,31.525,0
2007-07-06,31.6,0
2007-07-07,31.075000000000003,0
2007-07-08,31.700000000000003,0
2007-07-09,32.025,0
2007-07-10,32.300000000000004,0
2007-07-11,31.45,0
2007-07-12,31.975,0
2007-07-13,31.35,0
2007-07-14,31.175,0
2007-07-15,31.125,0
2007-07-16,31.7,0
2007-07-17,31.925,0
2007-07-18,31.575,0
2007-07-19,31.1,0
2007-07-20,30.95,0
2007-07-21,30.125,0
2007-07-22,31.3,0
2007-07-23,32.599999999999994,0
2007-07-24,32.9,0
2007-07-25,32.975,0
2007-07-26,32.6,0
2007-07-27,30.625,0
2007-07-28,31.65,0
2007-07-29,32.375,0
2007-07-30,31.9,0
2007-07-31,31.925,0
2008-04-01,26.4575,0
2008-04-02,26.6,0
2008-04-03,26.4,0
2008-04-04,26.95,0
2008-04-05,25.675,0
2008-04-06,26.21,0
2008-04-07,28.1525,0
2008-04-08,30.025,0
2008-04-09,30.1675,0
2008-04-10,27.9375,0
2008-04-11,27.9075,0
2008-04-12,29.2725,0
2008-04-13,28.090000000000003,0
2008-04-14,28.1125,0
2008-04-15,28.81,0
