event_ref,year,loss
R05_2016R1_Sim_00186450,3213,602.4449563200001
R05_2016R1_Sim_00186479,3213,2203.3787461000006
R05_2016R1_Sim_00186507,3214,72.01079680999999
R05_2016R1_Sim_00186510,3214,1.03028703
R05_2016R1_Sim_00186514,3214,8571.688263480002
R05_2016R1_Sim_00186517,3214,242.8465703199999
R05_2016R1_Sim_00186519,3214,827.2614923399999
R05_2016R1_Sim_00186522,3214,50916.00566981009
R05_2016R1_Sim_00186534,3214,267222.00621182984
R05_2016R1_Sim_00186543,3214,1218.0088604899997
R05_2016R1_Sim_00186561,3214,168259.22224388996
R05_2016R1_Sim_00186570,3215,5.4455250500000005
R05_2016R1_Sim_00186571,3215,128.64193655999998
R05_2016R1_Sim_00186573,3215,6.9486381999999995
R05_2016R1_Sim_00186574,3215,3956858.174168733
R05_2016R1_Sim_00186586,3215,8875.08794265
R05_2016R1_Sim_00186593,3215,43.40052149
R05_2016R1_Sim_00186624,3216,776.116786
R05_2016R1_Sim_00186634,3216,1.2381413000000001
R05_2016R1_Sim_00186636,3216,304.50961523
R05_2016R1_Sim_00186642,3216,72.43655654999999
R05_2016R1_Sim_00186644,3216,320.36233773
R05_2016R1_Sim_00186650,3216,1484596.4238525203
R05_2016R1_Sim_00186683,3217,901.7483870199992
R05_2016R1_Sim_00186697,3217,168.90853026
R05_2016R1_Sim_00186713,3217,48.70210158
R05_2016R1_Sim_00186714,3217,689.9444664600001
R05_2016R1_Sim_00186719,3217,17859.57269108
R05_2016R1_Sim_00186723,3217,10774871.632178722
R05_2016R1_Sim_00186724,3217,493098.95355781814
R05_2016R1_Sim_00186726,3217,95.56304442
R05_2016R1_Sim_00186735,3217,26.35010219
R05_2016R1_Sim_00186736,3217,43.84070134
R05_2016R1_Sim_00186754,3218,276568.1916723403
R05_2016R1_Sim_00186756,3218,123192.74955886004
R05_2016R1_Sim_00186812,3218,76537.23808176004
R05_2016R1_Sim_00186813,3218,3601708.7216271656
R05_2016R1_Sim_00186824,3219,4.71605241
R05_2016R1_Sim_00186827,3219,2618.5629691000026
R05_2016R1_Sim_00186841,3219,13782.935848899999
R05_2016R1_Sim_00186926,3221,71.40134575000002
R05_2016R1_Sim_00186948,3221,493.23517371999986
R05_2016R1_Sim_00186950,3221,35.187610729999996
R05_2016R1_Sim_00186954,3221,3544.1559021800012
R05_2016R1_Sim_00186968,3221,1821.87008789
R05_2016R1_Sim_00187029,3222,7803.961506520001
R05_2016R1_Sim_00187045,3223,202.84035034000004
R05_2016R1_Sim_00187046,3223,2559.1020884599993
R05_2016R1_Sim_00187048,3223,379.66185517
R05_2016R1_Sim_00187073,3223,1227.1516621300002
R05_2016R1_Sim_00187079,3223,1614.4902351899998
R05_2016R1_Sim_00187084,3223,203033.15272513023
R05_2016R1_Sim_00187104,3224,55751.29491958002
R05_2016R1_Sim_00187142,3224,1.2573303
R05_2016R1_Sim_00187146,3225,744.9971254299998
R05_2016R1_Sim_00187148,3225,1842.3327896199978
R05_2016R1_Sim_00187159,3225,9985.006484959998
R05_2016R1_Sim_00187164,3225,812.14320876
R05_2016R1_Sim_00187168,3225,8245.703171899999
R05_2016R1_Sim_00187190,3226,16.81286479
R05_2016R1_Sim_00187194,3226,120.25038085
R05_2016R1_Sim_00187209,3226,3222.95504799
R05_2016R1_Sim_00187212,3226,1219182.3467392004
R05_2016R1_Sim_00187215,3226,631.7990009500003
R05_2016R1_Sim_00187219,3226,7715.48796894
R05_2016R1_Sim_00187224,3226,559524.8828915099
R05_2016R1_Sim_00187241,3226,22.50741208
R05_2016R1_Sim_00187243,3226,4099.039644359999
R05_2016R1_Sim_00187248,3227,28712.94524542007
R05_2016R1_Sim_00187273,3227,290.58441857
R05_2016R1_Sim_00187318,3228,7.11525916
R05_2016R1_Sim_00187324,3228,221.15863826999998
R05_2016R1_Sim_00187327,3228,551.3991255600001
R05_2016R1_Sim_00187330,3228,741.5370916199998
R05_2016R1_Sim_00187355,3228,3.0553255100000003
R05_2016R1_Sim_00187374,3228,879.7645088200003
R05_2016R1_Sim_00187377,3228,32192.435433159986
R05_2016R1_Sim_00187379,3229,24.91321574
R05_2016R1_Sim_00187380,3229,10093.589595240011
R05_2016R1_Sim_00187384,3229,1899.6214355599998
R05_2016R1_Sim_00187385,3229,2300.38193886
R05_2016R1_Sim_00187394,3229,3336.5423703800025
R05_2016R1_Sim_00187431,3229,234557.921978169
R05_2016R1_Sim_00187432,3229,126073.91922278999
R05_2016R1_Sim_00187434,3229,14371.03550210002
R05_2016R1_Sim_00187461,3230,9555.00188155
R05_2016R1_Sim_00187488,3230,210756.20511778965
R05_2016R1_Sim_00187516,3231,2.47889638
R05_2016R1_Sim_00187523,3231,266.33623247
R05_2016R1_Sim_00187531,3231,116.85994805999997
R05_2016R1_Sim_00187532,3231,19693.099286499993
R05_2016R1_Sim_00187546,3231,845804.1801535992
R05_2016R1_Sim_00187553,3231,39.88615573
R05_2016R1_Sim_00187580,3232,1962.997234509998
R05_2016R1_Sim_00187592,3232,123.54242541
R05_2016R1_Sim_00187594,3232,1754643.62683351
R05_2016R1_Sim_00187607,3232,6656.559615730001
R05_2016R1_Sim_00187609,3232,4708.870978520003
R05_2016R1_Sim_00187613,3232,170227.8132282604
R05_2016R1_Sim_00187616,3232,501614.2325132583
R05_2016R1_Sim_00187628,3232,12.44102634
R05_2016R1_Sim_00187643,3233,13.21040106
R05_2016R1_Sim_00187646,3233,2150.96724941
R05_2016R1_Sim_00187650,3233,396915.4663397507
R05_2016R1_Sim_00187705,3233,135202.30741474987
R05_2016R1_Sim_00187717,3234,1457.4993179000014
R05_2016R1_Sim_00187722,3234,4.25988972
R05_2016R1_Sim_00187737,3234,3635.472945420013
R05_2016R1_Sim_00187743,3234,7.148517849999999
R05_2016R1_Sim_00187787,3235,2.01244855
R05_2016R1_Sim_00187824,3236,55.887991450000015
R05_2016R1_Sim_00187844,3236,1381.7862801299993
R05_2016R1_Sim_00187849,3236,3793.3334547700006
R05_2016R1_Sim_00187853,3236,26.9011426
R05_2016R1_Sim_00187923,3237,7380.343294029999
R05_2016R1_Sim_00187941,3238,6346.93900561
R05_2016R1_Sim_00187966,3238,418.0807678699999
R05_2016R1_Sim_00187968,3238,131069.92229845999
R05_2016R1_Sim_00187971,3238,201437.94367830042
R05_2016R1_Sim_00187994,3239,55749.64315856001
R05_2016R1_Sim_00188026,3239,5433.0702229
R05_2016R1_Sim_00188029,3239,10.35442091
R05_2016R1_Sim_00188034,3240,42.12652458
R05_2016R1_Sim_00188037,3240,2650.3224805499967
R05_2016R1_Sim_00188041,3240,112.73216580000002
R05_2016R1_Sim_00188047,3240,4366.339045810001
R05_2016R1_Sim_00188052,3240,14395.544994330001
R05_2016R1_Sim_00188058,3240,2216.6781486599994
R05_2016R1_Sim_00188088,3241,76.8577958
R05_2016R1_Sim_00188100,3241,37906.207026020005
R05_2016R1_Sim_00188103,3241,3179640.4903598214
R05_2016R1_Sim_00188105,3241,63.80426405
R05_2016R1_Sim_00188109,3241,6819.338417519999
R05_2016R1_Sim_00188112,3241,500030.05906036025
R05_2016R1_Sim_00188131,3241,198.72811260999998
R05_2016R1_Sim_00188136,3242,286.19006398000005
R05_2016R1_Sim_00188162,3242,173961.3558859401
R05_2016R1_Sim_00188200,3243,81.92554703
R05_2016R1_Sim_00188206,3243,507637.3662634898
R05_2016R1_Sim_00188209,3243,40545.09034369001
R05_2016R1_Sim_00188220,3243,148.97297322
R05_2016R1_Sim_00188229,3243,3503.851769409999
R05_2016R1_Sim_00188231,3243,16.292507410000002
R05_2016R1_Sim_00188232,3243,143.4435761
R05_2016R1_Sim_00188241,3243,16064.135683619998
R05_2016R1_Sim_00188262,3244,38640.93823426001
R05_2016R1_Sim_00188266,3244,864.2515273800002
R05_2016R1_Sim_00188273,3244,23.25879059
R05_2016R1_Sim_00188282,3244,291.1499352
R05_2016R1_Sim_00188287,3244,1517.0434760400005
R05_2016R1_Sim_00188291,3244,512.08099982
R05_2016R1_Sim_00188292,3244,32.560229539999995
R05_2016R1_Sim_00188296,3244,425.91089888
R05_2016R1_Sim_00188319,3245,788.6787875200002
R05_2016R1_Sim_00188333,3245,2822.1412327199996
R05_2016R1_Sim_00188334,3245,206.81825015
R05_2016R1_Sim_00188348,3245,160.90204656999998
R05_2016R1_Sim_00188358,3246,128.64193655999998
R05_2016R1_Sim_00188360,3246,2125956.7219664995
R05_2016R1_Sim_00188362,3246,1103783.1202281006
R05_2016R1_Sim_00188371,3246,2085.319829260001
R05_2016R1_Sim_00188377,3246,148.58619214
R05_2016R1_Sim_00188380,3246,63388.32509980003
R05_2016R1_Sim_00188395,3246,1.03028703
R05_2016R1_Sim_00188397,3246,71560.69119051004
R05_2016R1_Sim_00188401,3247,44027.10506251992
R05_2016R1_Sim_00188404,3247,2808.2536111899994
R05_2016R1_Sim_00188406,3247,2192.18669304
R05_2016R1_Sim_00188411,3247,419.8981385499998
R05_2016R1_Sim_00188412,3247,390.7101480200001
R05_2016R1_Sim_00188415,3247,77774.13818058005
R05_2016R1_Sim_00188418,3247,6.41622031
R05_2016R1_Sim_00188439,3247,50.58830285
R05_2016R1_Sim_00188450,3248,223.873796
R05_2016R1_Sim_00188452,3248,109.61827138000001
R05_2016R1_Sim_00188453,3248,1146923.459625619
R05_2016R1_Sim_00188455,3248,89.08882973
R05_2016R1_Sim_00188457,3248,22.540314799999997
R05_2016R1_Sim_00188470,3248,4952.396047610001
R05_2016R1_Sim_00188474,3248,4957.4262997700025
R05_2016R1_Sim_00188475,3248,29433.009984330005
R05_2016R1_Sim_00188479,3248,4470.759828809999
R05_2016R1_Sim_00188485,3248,21305.839228750006
R05_2016R1_Sim_00188488,3248,54.60523469999999
R05_2016R1_Sim_00188512,3249,50.31345247
R05_2016R1_Sim_00188514,3249,30227.10002375998
R05_2016R1_Sim_00188516,3249,5021.95714262
R05_2016R1_Sim_00188531,3249,4793.968269530002
R05_2016R1_Sim_00188541,3249,8775.62333794
R05_2016R1_Sim_00188543,3249,3831.3647284300155
R05_2016R1_Sim_00188547,3249,84534.69399401006
R05_2016R1_Sim_00188573,3250,62208.502707439984
R05_2016R1_Sim_00188575,3250,1832823.4101994599
R05_2016R1_Sim_00188588,3250,18224.835899429985
R05_2016R1_Sim_00188593,3250,291.45530839
R05_2016R1_Sim_00188598,3250,18.617668039999998
R05_2016R1_Sim_00188617,3251,2605205.623790679
R05_2016R1_Sim_00188619,3251,1108998.8413316905
R05_2016R1_Sim_00188630,3251,2346.8159541200002
R05_2016R1_Sim_00188640,3251,145.06040336
R05_2016R1_Sim_00188643,3251,40079.07411454
R05_2016R1_Sim_00188661,3251,10640.768995620008
R05_2016R1_Sim_00188663,3252,10257.970548809995
R05_2016R1_Sim_00188665,3252,2687.325531320002
R05_2016R1_Sim_00188666,3252,3547.220301079998
R05_2016R1_Sim_00188667,3252,2186.0627407699994
R05_2016R1_Sim_00188670,3252,3.25387096
R05_2016R1_Sim_00188671,3252,413.22579959
R05_2016R1_Sim_00188672,3252,365.15686874000016
R05_2016R1_Sim_00188675,3252,73382.26434028003
R05_2016R1_Sim_00188687,3252,57.95703803999999
R05_2016R1_Sim_00188717,3253,95.21660063
R05_2016R1_Sim_00188719,3253,57.655211940000015
R05_2016R1_Sim_00188720,3253,1139.7672391000006
R05_2016R1_Sim_00188724,3253,15.610847960000001
R05_2016R1_Sim_00188739,3253,115.91487013000003
R05_2016R1_Sim_00188743,3253,6056.287417870001
R05_2016R1_Sim_00188744,3253,51961.88886359005
R05_2016R1_Sim_00188747,3253,10658.029869639999
R05_2016R1_Sim_00188751,3253,3992.3024010500008
R05_2016R1_Sim_00188754,3253,52.16703447
R05_2016R1_Sim_00188765,3253,1785666.6374246809
R05_2016R1_Sim_00188781,3254,1.2381413000000001
R05_2016R1_Sim_00188783,3254,1247.36512472
R05_2016R1_Sim_00188796,3254,3000.3308281599993
R05_2016R1_Sim_00188804,3254,17589.08575353
R05_2016R1_Sim_00188805,3254,4036.554922880014
R05_2016R1_Sim_00188808,3254,79236.50338935007
R05_2016R1_Sim_00188840,3255,2008.3525784
R05_2016R1_Sim_00188842,3255,608025.4062329103
R05_2016R1_Sim_00188843,3255,1791.3194160700007
R05_2016R1_Sim_00188870,3255,770356.0434949595
R05_2016R1_Sim_00188875,3255,1.0802108
R05_2016R1_Sim_00188881,3255,2872.5829553
R05_2016R1_Sim_00188908,3255,1.03028703
R05_2016R1_Sim_00188911,3255,1743670.675822485
R05_2016R1_Sim_00188922,3256,36615.33090590002
R05_2016R1_Sim_00188925,3256,32826.40964919002
R05_2016R1_Sim_00188982,3257,7401577.802908735
R05_2016R1_Sim_00188988,3257,544660.0934681804
R05_2016R1_Sim_00189011,3257,1859.521064069999
R05_2016R1_Sim_00189015,3257,93534.05007334996
R05_2016R1_Sim_00189020,3257,9101913.752850866
R05_2016R1_Sim_00189036,3258,137678.44719804998
R05_2016R1_Sim_00189037,3258,78023.60597032016
R05_2016R1_Sim_00189040,3258,16.81286479
R05_2016R1_Sim_00189041,3258,107.99282024
R05_2016R1_Sim_00189042,3258,30.125476839999997
R05_2016R1_Sim_00189053,3258,3352.60109759
R05_2016R1_Sim_00189057,3258,4993.581444940002
R05_2016R1_Sim_00189058,3258,25405.56558435
R05_2016R1_Sim_00189061,3258,5818.868811129997
R05_2016R1_Sim_00189065,3258,3771.199633440001
R05_2016R1_Sim_00189079,3258,4385286.926172507
R05_2016R1_Sim_00189094,3259,10.77348555
R05_2016R1_Sim_00189115,3259,771.6433259499997
R05_2016R1_Sim_00189127,3259,16426.264338239995
R05_2016R1_Sim_00189131,3259,4355.889358800013
R05_2016R1_Sim_00189134,3259,115154.85441328977
R05_2016R1_Sim_00189169,3260,212035.78976895008
R05_2016R1_Sim_00189170,3260,25416.124101619975
R05_2016R1_Sim_00189197,3260,300494.91185918986
R05_2016R1_Sim_00189206,3260,260.166843
R05_2016R1_Sim_00189229,3260,1549866.2192097509
R05_2016R1_Sim_00189239,3261,231137.05013019993
R05_2016R1_Sim_00189281,3261,39.70954563
R05_2016R1_Sim_00189288,3262,4727960.145683254
R05_2016R1_Sim_00189292,3262,156554.41609109985
R05_2016R1_Sim_00189316,3262,1859.521064069999
R05_2016R1_Sim_00189319,3262,34790.081431729996
R05_2016R1_Sim_00189323,3262,4361660.852424076
R05_2016R1_Sim_00189339,3263,382.34661557999993
R05_2016R1_Sim_00189341,3263,202500.6653244801
R05_2016R1_Sim_00189342,3263,79131.66519884013
R05_2016R1_Sim_00189348,3263,53464.67180034997
R05_2016R1_Sim_00189350,3263,338.8113023300001
R05_2016R1_Sim_00189379,3263,2046.9707452799998
R05_2016R1_Sim_00189413,3264,7420.131606850002
R05_2016R1_Sim_00189423,3264,5285.349110399993
R05_2016R1_Sim_00189425,3264,281.27007325999995
R05_2016R1_Sim_00189426,3264,7.77198839
R05_2016R1_Sim_00189430,3264,22794.254721919995
R05_2016R1_Sim_00189436,3264,1.04464161
R05_2016R1_Sim_00189440,3264,401366.06171249994
R05_2016R1_Sim_00189450,3264,1253.1776263999996
R05_2016R1_Sim_00189468,3264,29.69596374
R05_2016R1_Sim_00189473,3264,20455.95662309
R05_2016R1_Sim_00189489,3265,3.31197798
R05_2016R1_Sim_00189493,3265,38805.113770380056
R05_2016R1_Sim_00189504,3265,4001.780139360001
R05_2016R1_Sim_00189513,3265,1.02785635
R05_2016R1_Sim_00189523,3265,2482.7900338500035
R05_2016R1_Sim_00189526,3265,8223.781478890001
R05_2016R1_Sim_00189543,3266,473.0516955900001
R05_2016R1_Sim_00189551,3266,2.47889638
R05_2016R1_Sim_00189562,3266,82756.11373803008
R05_2016R1_Sim_00189565,3266,11.188869009999998
R05_2016R1_Sim_00189573,3266,4343258.706808457
R05_2016R1_Sim_00189608,3267,13431.257752130008
R05_2016R1_Sim_00189626,3267,854.6902256199994
R05_2016R1_Sim_00189647,3267,1.05326438
R05_2016R1_Sim_00189663,3268,5893610.3996702
R05_2016R1_Sim_00189666,3268,212580.72840050008
R05_2016R1_Sim_00189669,3268,463702.83090264065
R05_2016R1_Sim_00189690,3268,48.20444128
R05_2016R1_Sim_00189695,3268,5337.533894550001
R05_2016R1_Sim_00189703,3268,8321339.648999085
R05_2016R1_Sim_00189720,3269,382.34661557999993
R05_2016R1_Sim_00189722,3269,538980.500516869
R05_2016R1_Sim_00189723,3269,56422.84244127009
R05_2016R1_Sim_00189729,3269,40276.8880318199
R05_2016R1_Sim_00189732,3269,342.8754210600001
R05_2016R1_Sim_00189761,3269,1463.4250626799999
R05_2016R1_Sim_00189792,3270,2915.3082598600004
R05_2016R1_Sim_00189795,3270,133.96309495999998
R05_2016R1_Sim_00189797,3270,2.30203676
R05_2016R1_Sim_00189802,3270,27754.62014033998
R05_2016R1_Sim_00189805,3270,2630.7814062499997
R05_2016R1_Sim_00189809,3270,46926.37647915007
R05_2016R1_Sim_00189820,3270,248982.97900625996
R05_2016R1_Sim_00189826,3270,42.12652458
R05_2016R1_Sim_00189851,3270,37587.727618159974
R05_2016R1_Sim_00189867,3271,6.88451768
R05_2016R1_Sim_00189869,3271,41.55500471000001
R05_2016R1_Sim_00189883,3271,3867.5093093199994
R05_2016R1_Sim_00189929,3272,1393.7398436600006
R05_2016R1_Sim_00189946,3272,264.06464832
R05_2016R1_Sim_00189952,3272,15089.840147569983
R05_2016R1_Sim_00189957,3272,8.74534083
R05_2016R1_Sim_00189966,3272,3000854.207016658
R05_2016R1_Sim_00189999,3273,2253.3046218599993
R05_2016R1_Sim_00190012,3273,168.90853026
R05_2016R1_Sim_00190013,3273,4642184.475095687
R05_2016R1_Sim_00190025,3273,1280.29780139
R05_2016R1_Sim_00190026,3273,940.6081163800002
R05_2016R1_Sim_00190034,3273,536777.8831590469
R05_2016R1_Sim_00190036,3273,2.4249438100000003
R05_2016R1_Sim_00190062,3274,372582.5803115293
R05_2016R1_Sim_00190064,3274,150306.66413381998
R05_2016R1_Sim_00190097,3274,39617.04625061
R05_2016R1_Sim_00190112,3274,3030313.8623046987
R05_2016R1_Sim_00190127,3275,7943.718281030012
R05_2016R1_Sim_00190148,3275,3740.3495272100154
R05_2016R1_Sim_00190235,3277,13.03285026
R05_2016R1_Sim_00190243,3277,86.67413090999999
R05_2016R1_Sim_00190245,3277,1.04464161
R05_2016R1_Sim_00190253,3277,1975.9803223699996
R05_2016R1_Sim_00190267,3277,266.20139554
R05_2016R1_Sim_00190273,3277,10877.09993524
R05_2016R1_Sim_00190287,3278,2.1293608
R05_2016R1_Sim_00190315,3278,616564.1948913605
R05_2016R1_Sim_00190338,3279,259.32431282000005
R05_2016R1_Sim_00190343,3279,1.2381413000000001
R05_2016R1_Sim_00190347,3279,146.10019845
R05_2016R1_Sim_00190353,3279,7740.281809920004
R05_2016R1_Sim_00190358,3279,12.94601847
R05_2016R1_Sim_00190367,3279,8.77413941
R05_2016R1_Sim_00190401,3280,7223.634291870005
R05_2016R1_Sim_00190415,3280,48.33808159000001
R05_2016R1_Sim_00190417,3280,5088168.530442712
R05_2016R1_Sim_00190436,3280,653.5471192500002
R05_2016R1_Sim_00190441,3280,612707.3648509664
R05_2016R1_Sim_00190445,3280,314.41921429
R05_2016R1_Sim_00190455,3280,22.76504005
R05_2016R1_Sim_00190472,3281,150028.18302705997
R05_2016R1_Sim_00190530,3281,76537.23808176004
R05_2016R1_Sim_00190546,3282,2191.4230457800004
R05_2016R1_Sim_00190564,3282,7350.869166080006
R05_2016R1_Sim_00190650,3284,30.58684755
R05_2016R1_Sim_00190673,3284,463.8765585399999
R05_2016R1_Sim_00190674,3284,35.187610729999996
R05_2016R1_Sim_00190677,3284,23545.694838209998
R05_2016R1_Sim_00190752,3285,7463.123183379999
R05_2016R1_Sim_00190764,3286,3043.267214039999
R05_2016R1_Sim_00190765,3286,2723.380459710001
R05_2016R1_Sim_00190789,3286,525.5941009399999
R05_2016R1_Sim_00190790,3286,43.19628061999999
R05_2016R1_Sim_00190793,3286,2955.49596557
R05_2016R1_Sim_00190799,3286,51584.12796461009
R05_2016R1_Sim_00190817,3287,14464.042893029999
R05_2016R1_Sim_00190847,3287,62.076876160000005
R05_2016R1_Sim_00190853,3287,10.35442091
R05_2016R1_Sim_00190858,3288,770.6640388299998
R05_2016R1_Sim_00190860,3288,2407.375953599999
R05_2016R1_Sim_00190872,3288,9066.137069859999
R05_2016R1_Sim_00190879,3288,2421.68969942
R05_2016R1_Sim_00190883,3288,2053.9591944499994
R05_2016R1_Sim_00190906,3289,48.316523419999996
R05_2016R1_Sim_00190907,3289,168.9385846
R05_2016R1_Sim_00190910,3289,195.69782518000002
R05_2016R1_Sim_00190921,3289,3600.630516449999
R05_2016R1_Sim_00190924,3289,2257904.533850122
R05_2016R1_Sim_00190927,3289,631.7990009500003
R05_2016R1_Sim_00190931,3289,7989.47491124
R05_2016R1_Sim_00190934,3289,144.30992623999995
R05_2016R1_Sim_00190936,3289,352591.3685110998
R05_2016R1_Sim_00190954,3289,49.61232747000001
R05_2016R1_Sim_00190955,3289,198.72811260999998
R05_2016R1_Sim_00190958,3290,90130.04092881003
R05_2016R1_Sim_00190962,3290,9969.687938699997
R05_2016R1_Sim_00190970,3290,302.3616731500002
R05_2016R1_Sim_00190997,3290,1021.2134499799998
R05_2016R1_Sim_00191031,3291,52.49976684000001
R05_2016R1_Sim_00191032,3291,13.72257257
R05_2016R1_Sim_00191036,3291,9358.317383239997
R05_2016R1_Sim_00191040,3291,137.51704987000002
R05_2016R1_Sim_00191043,3291,299.84726809000006
R05_2016R1_Sim_00191046,3291,39291.22998971006
R05_2016R1_Sim_00191058,3291,106413.02519624984
R05_2016R1_Sim_00191066,3291,2.22065926
R05_2016R1_Sim_00191086,3291,1291.71373774
R05_2016R1_Sim_00191091,3291,41127.28030360999
R05_2016R1_Sim_00191104,3292,7.70718765
R05_2016R1_Sim_00191106,3292,3297.1556584599994
R05_2016R1_Sim_00191108,3292,36183.09937114003
R05_2016R1_Sim_00191116,3292,44.72899505
R05_2016R1_Sim_00191153,3293,1261.52176447
R05_2016R1_Sim_00191162,3293,2.47889638
R05_2016R1_Sim_00191165,3293,136.70398612000002
R05_2016R1_Sim_00191171,3293,10359.420883760004
R05_2016R1_Sim_00191188,3293,3538918.342543076
R05_2016R1_Sim_00191221,3294,1489.6661565599993
R05_2016R1_Sim_00191233,3294,168.90853026
R05_2016R1_Sim_00191247,3294,45.45832764
R05_2016R1_Sim_00191249,3294,1999.9521023499997
R05_2016R1_Sim_00191254,3294,7784493.467580733
R05_2016R1_Sim_00191255,3294,5299.894573219999
R05_2016R1_Sim_00191256,3294,552481.7825425168
R05_2016R1_Sim_00191260,3294,100.03686975
R05_2016R1_Sim_00191292,3295,416554.31337846915
R05_2016R1_Sim_00191296,3295,150127.94544615998
R05_2016R1_Sim_00191345,3295,3463937.7736396496
R05_2016R1_Sim_00191352,3296,1.01837897
R05_2016R1_Sim_00191354,3296,2647.839519860002
R05_2016R1_Sim_00191360,3296,3.25387096
R05_2016R1_Sim_00191370,3296,3782.3731454300155
R05_2016R1_Sim_00191414,3297,43.19628061999999
R05_2016R1_Sim_00191449,3298,125.17788030000001
R05_2016R1_Sim_00191468,3298,463.8765585399999
R05_2016R1_Sim_00191470,3298,630.7342417000002
R05_2016R1_Sim_00191474,3298,33566.03768439001
R05_2016R1_Sim_00191479,3298,55.78784036999999
R05_2016R1_Sim_00191511,3299,808.7941165100002
R05_2016R1_Sim_00191542,3299,6875.095472819998
R05_2016R1_Sim_00191555,3300,7516.48442055
R05_2016R1_Sim_00191584,3300,1154.29577017
R05_2016R1_Sim_00191585,3300,159.97164896999996
R05_2016R1_Sim_00191588,3300,4813.48811782
R05_2016R1_Sim_00191592,3300,58590.292561030255
R05_2016R1_Sim_00191618,3301,41.71374083
R05_2016R1_Sim_00191622,3301,36.04064165
R05_2016R1_Sim_00191632,3301,923506.8409750795
R05_2016R1_Sim_00191635,3301,17.09575094
R05_2016R1_Sim_00191657,3301,29213.315076179984
R05_2016R1_Sim_00191699,3302,242664.14235030967
R05_2016R1_Sim_00191720,3303,2864.6252583600008
R05_2016R1_Sim_00191734,3303,277.74345557000004
R05_2016R1_Sim_00191738,3303,365118.75201780006
R05_2016R1_Sim_00191744,3303,6.58045793
R05_2016R1_Sim_00191753,3303,470755.0144761492
R05_2016R1_Sim_00191758,3303,125.59351172000001
R05_2016R1_Sim_00191787,3304,156.85099585999995
R05_2016R1_Sim_00191799,3304,161.85155704
R05_2016R1_Sim_00191801,3304,171849.56451619044
R05_2016R1_Sim_00191817,3304,278.73849988000006
R05_2016R1_Sim_00191823,3304,6829335.5620180005
R05_2016R1_Sim_00191824,3304,577409.6619874871
R05_2016R1_Sim_00191826,3304,23.28681087
R05_2016R1_Sim_00191834,3304,5.16880871
R05_2016R1_Sim_00191853,3305,469850.3668771395
R05_2016R1_Sim_00191855,3305,160073.53069983993
R05_2016R1_Sim_00191905,3305,76537.23808176004
R05_2016R1_Sim_00191906,3305,3259454.4440313885
R05_2016R1_Sim_00191916,3306,60.74937748999999
R05_2016R1_Sim_00191920,3306,3790.6928538000047
R05_2016R1_Sim_00191937,3306,12966.363570720012
R05_2016R1_Sim_00192015,3308,56.46855965000001
R05_2016R1_Sim_00192038,3308,1768.7298535999983
R05_2016R1_Sim_00192039,3308,13.78588259
R05_2016R1_Sim_00192043,3308,52.68080902
R05_2016R1_Sim_00192044,3308,197.69641088999998
R05_2016R1_Sim_00192048,3308,55.78784036999999
R05_2016R1_Sim_00192113,3309,5021.982591439995
R05_2016R1_Sim_00192127,3310,1517.3520037500002
R05_2016R1_Sim_00192149,3310,1180416.4545354804
R05_2016R1_Sim_00192152,3310,1460.8311331500001
R05_2016R1_Sim_00192161,3310,52248.36264769021
R05_2016R1_Sim_00192183,3311,26997.46430699
R05_2016R1_Sim_00192216,3311,349.7963333000001
R05_2016R1_Sim_00192228,3312,26.52058781
R05_2016R1_Sim_00192231,3312,2365.8699064799994
R05_2016R1_Sim_00192244,3312,4405.884264290002
R05_2016R1_Sim_00192249,3312,840.5679767199999
R05_2016R1_Sim_00192253,3312,2425.71084731
R05_2016R1_Sim_00192272,3313,5.88882732
R05_2016R1_Sim_00192276,3313,35.74956335
R05_2016R1_Sim_00192290,3313,25680.121147040005
R05_2016R1_Sim_00192293,3313,2367922.7113106516
R05_2016R1_Sim_00192295,3313,631.7990009500003
R05_2016R1_Sim_00192300,3313,9669.95090417
R05_2016R1_Sim_00192301,3313,1.11753201
R05_2016R1_Sim_00192302,3313,251392.70767104003
R05_2016R1_Sim_00192320,3313,1.10791898
R05_2016R1_Sim_00192321,3313,35.955008410000005
R05_2016R1_Sim_00192325,3314,13234.994292690006
R05_2016R1_Sim_00192327,3314,28.65014408
R05_2016R1_Sim_00192329,3314,84300.3857172502
R05_2016R1_Sim_00192384,3315,4187784.711031914
R05_2016R1_Sim_00192387,3315,186356.8601470501
R05_2016R1_Sim_00192389,3315,138193.5249040601
R05_2016R1_Sim_00192412,3315,48.20444128
R05_2016R1_Sim_00192415,3315,174615.53294342014
R05_2016R1_Sim_00192420,3315,6537514.781926231
R05_2016R1_Sim_00192433,3316,382.34661557999993
R05_2016R1_Sim_00192435,3316,1764914.4803983
R05_2016R1_Sim_00192440,3316,64024.94241812995
R05_2016R1_Sim_00192469,3316,16651.275276340006
R05_2016R1_Sim_00192500,3317,1402.41694258
R05_2016R1_Sim_00192505,3317,848.7592586699994
R05_2016R1_Sim_00192506,3317,1946.9305094300007
R05_2016R1_Sim_00192509,3317,6217.17048445999
R05_2016R1_Sim_00192515,3317,111453.26528793022
R05_2016R1_Sim_00192520,3317,1.04464161
R05_2016R1_Sim_00192525,3317,293542.3440024399
R05_2016R1_Sim_00192542,3317,249.01975634000001
